s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.8163540,8, 100000000
radix,1,2.8163540,6, 100000000
quick,2,2.7898250,10, 100000000
radix,2,2.7898250,24, 100000000
quick,3,2.7893490,9, 100000000
radix,3,2.7893490,7, 100000000
quick,4,2.8032810,15, 100000000
radix,4,2.8032810,7, 100000000
quick,5,2.8036730,10, 100000000
radix,5,2.8036730,8, 100000000
quick,6,2.7967490,10, 100000000
radix,6,2.7967490,9, 100000000
quick,7,2.7685810,11, 100000000
radix,7,2.7685810,11, 100000000
quick,8,2.7800870,13, 100000000
radix,8,2.7800870,10, 100000000
quick,9,2.7681340,11, 100000000
radix,9,2.7681340,10, 100000000
quick,10,2.7710670,10, 100000000
radix,10,2.7710670,7, 100000000
quick,11,2.7578890,8, 100000000
radix,11,2.7578890,6, 100000000
quick,12,2.7819770,9, 100000000
radix,12,2.7819770,7, 100000000
quick,13,2.7784250,8, 100000000
radix,13,2.7784250,44, 100000000
quick,14,2.7833460,17, 100000000
radix,14,2.7833460,8, 100000000
quick,15,2.7837420,8, 100000000
radix,15,2.7837420,6, 100000000
quick,16,2.7766810,17, 100000000
radix,16,2.7766810,7, 100000000
quick,17,2.7864060,9, 100000000
radix,17,2.7864060,7, 100000000
quick,18,2.7806350,9, 100000000
radix,18,2.7806350,7, 100000000
quick,19,2.7833300,11, 100000000
radix,19,2.7833300,25, 100000000
quick,20,2.7677410,8, 100000000
radix,20,2.7677410,7, 100000000
quick,21,2.7696580,8, 100000000
radix,21,2.7696580,6, 100000000
quick,22,2.7646750,19, 100000000
radix,22,2.7646750,8, 100000000
quick,23,2.7790760,9, 100000000
radix,23,2.7790760,7, 100000000
quick,24,2.8006620,19, 100000000
radix,24,2.8006620,14, 100000000
quick,25,2.7741570,13, 100000000
radix,25,2.7741570,12, 100000000
quick,26,2.7706840,8, 100000000
radix,26,2.7706840,6, 100000000
quick,27,2.8438010,11, 100000000
radix,27,2.8438010,10, 100000000
quick,28,2.8302630,18, 100000000
radix,28,2.8302630,16, 100000000
quick,29,2.8287230,9, 100000000
radix,29,2.8287230,8, 100000000
quick,30,2.8172160,36, 100000000
radix,30,2.8172160,7, 100000000
quick,31,2.8300200,9, 100000000
radix,31,2.8300200,7, 100000000
quick,32,2.8195090,8, 100000000
radix,32,2.8195090,7, 100000000
quick,33,2.8277720,18, 100000000
radix,33,2.8277720,8, 100000000
quick,34,2.8134880,18, 100000000
radix,34,2.8134880,12, 100000000
quick,35,2.8165590,11, 100000000
radix,35,2.8165590,9, 100000000
quick,36,2.8270720,15, 100000000
radix,36,2.8270720,11, 100000000
quick,37,2.8298420,9, 100000000
radix,37,2.8298420,6, 100000000
quick,38,2.8141590,10, 100000000
radix,38,2.8141590,8, 100000000
quick,39,2.8251510,10, 100000000
radix,39,2.8251510,9, 100000000
quick,40,2.8273740,19, 100000000
radix,40,2.8273740,10, 100000000
quick,41,2.8259940,9, 100000000
radix,41,2.8259940,7, 100000000
quick,42,2.8243390,13, 100000000
radix,42,2.8243390,11, 100000000
quick,43,2.8105670,8, 100000000
radix,43,2.8105670,7, 100000000
quick,44,2.8272920,9, 100000000
radix,44,2.8272920,7, 100000000
quick,45,2.8247720,9, 100000000
radix,45,2.8247720,46, 100000000
quick,46,2.8233900,9, 100000000
radix,46,2.8233900,7, 100000000
quick,47,2.8220030,19, 100000000
radix,47,2.8220030,10, 100000000
quick,48,2.8209090,20, 100000000
radix,48,2.8209090,15, 100000000
quick,49,2.8270030,9, 100000000
radix,49,2.8270030,8, 100000000
quick,50,2.8203950,16, 100000000
radix,50,2.8203950,7, 100000000
quick,51,2.8301100,9, 100000000
radix,51,2.8301100,7, 100000000
quick,52,2.8178010,19, 100000000
radix,52,2.8178010,9, 100000000
quick,53,2.8325870,10, 100000000
radix,53,2.8325870,8, 100000000
quick,54,2.8322020,9, 100000000
radix,54,2.8322020,7, 100000000
quick,55,2.8144470,8, 100000000
radix,55,2.8144470,7, 100000000
quick,56,2.8277610,10, 100000000
radix,56,2.8277610,7, 100000000
quick,57,2.8181130,9, 100000000
radix,57,2.8181130,7, 100000000
quick,58,2.8215050,8, 100000000
radix,58,2.8215050,7, 100000000
quick,59,2.8222910,19, 100000000
radix,59,2.8222910,8, 100000000
quick,60,2.8092710,17, 100000000
radix,60,2.8092710,49, 100000000
quick,61,2.8307240,8, 100000000
radix,61,2.8307240,7, 100000000
quick,62,2.8302320,13, 100000000
radix,62,2.8302320,11, 100000000
quick,63,2.8209080,8, 100000000
radix,63,2.8209080,7, 100000000
quick,64,2.8481350,8, 100000000
radix,64,2.8481350,6, 100000000
quick,65,2.8163920,8, 100000000
radix,65,2.8163920,6, 100000000
quick,66,2.8132560,9, 100000000
radix,66,2.8132560,6, 100000000
quick,67,2.8319440,9, 100000000
radix,67,2.8319440,7, 100000000
quick,68,2.8322750,9, 100000000
radix,68,2.8322750,7, 100000000
quick,69,2.8889890,9, 100000000
radix,69,2.8889890,31, 100000000
quick,70,2.8383610,18, 100000000
radix,70,2.8383610,9, 100000000
quick,71,2.8376690,19, 100000000
radix,71,2.8376690,58, 100000000
quick,72,2.8321760,17, 100000000
radix,72,2.8321760,8, 100000000
quick,73,2.8236560,13, 100000000
radix,73,2.8236560,10, 100000000
quick,74,2.8316480,34, 100000000
radix,74,2.8316480,8, 100000000
quick,75,2.8172330,13, 100000000
radix,75,2.8172330,10, 100000000
quick,76,2.8267480,15, 100000000
radix,76,2.8267480,18, 100000000
quick,77,2.8314080,9, 100000000
radix,77,2.8314080,6, 100000000
quick,78,2.8194430,8, 100000000
radix,78,2.8194430,7, 100000000
quick,79,2.8340130,8, 100000000
radix,79,2.8340130,7, 100000000
quick,80,2.8302470,8, 100000000
radix,80,2.8302470,7, 100000000
quick,81,2.8241500,34, 100000000
radix,81,2.8241500,11, 100000000
quick,82,2.8192330,18, 100000000
radix,82,2.8192330,8, 100000000
quick,83,2.8234120,9, 100000000
radix,83,2.8234120,6, 100000000
quick,84,2.8410620,9, 100000000
radix,84,2.8410620,7, 100000000
quick,85,2.8400780,8, 100000000
radix,85,2.8400780,47, 100000000
quick,86,2.8240720,12, 100000000
radix,86,2.8240720,10, 100000000
quick,87,2.8196980,9, 100000000
radix,87,2.8196980,7, 100000000
quick,88,2.8227260,11, 100000000
radix,88,2.8227260,8, 100000000
quick,89,2.8155770,9, 100000000
radix,89,2.8155770,7, 100000000
quick,90,2.8186310,19, 100000000
radix,90,2.8186310,10, 100000000
quick,91,2.8226900,17, 100000000
radix,91,2.8226900,7, 100000000
quick,92,2.8161260,10, 100000000
radix,92,2.8161260,7, 100000000
quick,93,2.8175300,9, 100000000
radix,93,2.8175300,7, 100000000
quick,94,2.8170110,9, 100000000
radix,94,2.8170110,6, 100000000
quick,95,2.8366380,8, 100000000
radix,95,2.8366380,6, 100000000
quick,96,2.8272200,9, 100000000
radix,96,2.8272200,6, 100000000
quick,97,2.8330800,9, 100000000
radix,97,2.8330800,7, 100000000
quick,98,2.8230760,8, 100000000
radix,98,2.8230760,6, 100000000
quick,99,2.8193560,13, 100000000
radix,99,2.8193560,26, 100000000
quick,100,2.8312660,11, 100000000
radix,100,2.8312660,8, 100000000
