s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,3.1838550,11, 100000000
radix,1,3.1838550,8, 100000000
quick,2,3.1311180,11, 100000000
radix,2,3.1311180,9, 100000000
quick,3,3.1554820,11, 100000000
radix,3,3.1554820,9, 100000000
quick,4,3.1708920,31, 100000000
radix,4,3.1708920,17, 100000000
quick,5,3.1630150,10, 100000000
radix,5,3.1630150,7, 100000000
quick,6,3.1012070,19, 100000000
radix,6,3.1012070,10, 100000000
quick,7,3.1460010,11, 100000000
radix,7,3.1460010,9, 100000000
quick,8,3.1679920,10, 100000000
radix,8,3.1679920,8, 100000000
quick,9,3.0956310,21, 100000000
radix,9,3.0956310,11, 100000000
quick,10,3.1830720,19, 100000000
radix,10,3.1830720,10, 100000000
quick,11,3.0877260,17, 100000000
radix,11,3.0877260,8, 100000000
quick,12,3.0880040,19, 100000000
radix,12,3.0880040,9, 100000000
quick,13,3.1607500,17, 100000000
radix,13,3.1607500,8, 100000000
quick,14,3.1606150,17, 100000000
radix,14,3.1606150,8, 100000000
quick,15,3.0810850,13, 100000000
radix,15,3.0810850,29, 100000000
quick,16,3.0754910,17, 100000000
radix,16,3.0754910,64, 100000000
quick,17,3.1072680,16, 100000000
radix,17,3.1072680,7, 100000000
quick,18,3.1317590,15, 100000000
radix,18,3.1317590,20, 100000000
quick,19,3.1604570,57, 100000000
radix,19,3.1604570,7, 100000000
quick,20,3.1421040,12, 100000000
radix,20,3.1421040,9, 100000000
quick,21,3.1295430,10, 100000000
radix,21,3.1295430,7, 100000000
quick,22,3.1136130,12, 100000000
radix,22,3.1136130,9, 100000000
quick,23,3.1104390,11, 100000000
radix,23,3.1104390,9, 100000000
quick,24,3.1030990,16, 100000000
radix,24,3.1030990,7, 100000000
quick,25,3.1431620,11, 100000000
radix,25,3.1431620,8, 100000000
quick,26,3.1964280,19, 100000000
radix,26,3.1964280,13, 100000000
quick,27,3.0970460,19, 100000000
radix,27,3.0970460,10, 100000000
quick,28,3.0918240,11, 100000000
radix,28,3.0918240,9, 100000000
quick,29,3.1378090,18, 100000000
radix,29,3.1378090,8, 100000000
quick,30,3.0635510,19, 100000000
radix,30,3.0635510,18, 100000000
quick,31,3.0692620,10, 100000000
radix,31,3.0692620,8, 100000000
quick,32,3.0768100,18, 100000000
radix,32,3.0768100,8, 100000000
quick,33,3.1508510,11, 100000000
radix,33,3.1508510,9, 100000000
quick,34,3.0940520,10, 100000000
radix,34,3.0940520,7, 100000000
quick,35,3.0828670,16, 100000000
radix,35,3.0828670,28, 100000000
quick,36,3.1238630,19, 100000000
radix,36,3.1238630,9, 100000000
quick,37,3.1245700,19, 100000000
radix,37,3.1245700,9, 100000000
quick,38,3.1632220,10, 100000000
radix,38,3.1632220,14, 100000000
quick,39,3.1266650,11, 100000000
radix,39,3.1266650,8, 100000000
quick,40,3.1454640,14, 100000000
radix,40,3.1454640,12, 100000000
quick,41,3.0855100,17, 100000000
radix,41,3.0855100,8, 100000000
quick,42,3.1583100,14, 100000000
radix,42,3.1583100,12, 100000000
quick,43,3.1061630,11, 100000000
radix,43,3.1061630,9, 100000000
quick,44,3.1202260,19, 100000000
radix,44,3.1202260,9, 100000000
quick,45,3.1068650,25, 100000000
radix,45,3.1068650,14, 100000000
quick,46,3.1484780,11, 100000000
radix,46,3.1484780,8, 100000000
quick,47,3.1546050,17, 100000000
radix,47,3.1546050,14, 100000000
quick,48,3.1540680,18, 100000000
radix,48,3.1540680,8, 100000000
quick,49,3.0670130,21, 100000000
radix,49,3.0670130,10, 100000000
quick,50,3.1235730,12, 100000000
radix,50,3.1235730,9, 100000000
quick,51,3.1489760,17, 100000000
radix,51,3.1489760,7, 100000000
quick,52,3.0838780,19, 100000000
radix,52,3.0838780,9, 100000000
quick,53,3.0938620,10, 100000000
radix,53,3.0938620,7, 100000000
quick,54,3.1385180,18, 100000000
radix,54,3.1385180,7, 100000000
quick,55,3.1700880,24, 100000000
radix,55,3.1700880,81, 100000000
quick,56,3.1907190,18, 100000000
radix,56,3.1907190,8, 100000000
quick,57,3.2086130,10, 100000000
radix,57,3.2086130,8, 100000000
quick,58,3.0978430,11, 100000000
radix,58,3.0978430,9, 100000000
quick,59,3.2283580,20, 100000000
radix,59,3.2283580,9, 100000000
quick,60,3.1665060,12, 100000000
radix,60,3.1665060,18, 100000000
quick,61,3.2377690,18, 100000000
radix,61,3.2377690,8, 100000000
quick,62,3.1130500,10, 100000000
radix,62,3.1130500,7, 100000000
quick,63,3.1860720,11, 100000000
radix,63,3.1860720,9, 100000000
quick,64,3.1616740,19, 100000000
radix,64,3.1616740,10, 100000000
quick,65,3.1390750,20, 100000000
radix,65,3.1390750,10, 100000000
quick,66,3.1768490,20, 100000000
radix,66,3.1768490,11, 100000000
quick,67,3.1113400,24, 100000000
radix,67,3.1113400,15, 100000000
quick,68,3.1361090,10, 100000000
radix,68,3.1361090,23, 100000000
quick,69,3.1513030,18, 100000000
radix,69,3.1513030,8, 100000000
quick,70,3.1359640,17, 100000000
radix,70,3.1359640,8, 100000000
quick,71,3.1306720,21, 100000000
radix,71,3.1306720,10, 100000000
quick,72,3.1137350,19, 100000000
radix,72,3.1137350,9, 100000000
quick,73,3.1083610,16, 100000000
radix,73,3.1083610,12, 100000000
quick,74,3.0981270,11, 100000000
radix,74,3.0981270,9, 100000000
quick,75,3.1718920,10, 100000000
radix,75,3.1718920,8, 100000000
quick,76,3.1591080,19, 100000000
radix,76,3.1591080,10, 100000000
quick,77,3.1820350,10, 100000000
radix,77,3.1820350,8, 100000000
quick,78,3.1185910,10, 100000000
radix,78,3.1185910,8, 100000000
quick,79,3.0960240,17, 100000000
radix,79,3.0960240,14, 100000000
quick,80,3.1315960,13, 100000000
radix,80,3.1315960,11, 100000000
quick,81,3.1487520,19, 100000000
radix,81,3.1487520,10, 100000000
quick,82,3.2095490,20, 100000000
radix,82,3.2095490,9, 100000000
quick,83,3.1701660,19, 100000000
radix,83,3.1701660,13, 100000000
quick,84,3.0917240,9, 100000000
radix,84,3.0917240,33, 100000000
quick,85,3.1673580,18, 100000000
radix,85,3.1673580,9, 100000000
quick,86,3.1273730,19, 100000000
radix,86,3.1273730,10, 100000000
quick,87,3.1390440,17, 100000000
radix,87,3.1390440,7, 100000000
quick,88,3.1381560,17, 100000000
radix,88,3.1381560,8, 100000000
quick,89,3.1432640,18, 100000000
radix,89,3.1432640,8, 100000000
quick,90,3.1515100,19, 100000000
radix,90,3.1515100,9, 100000000
quick,91,3.1201930,11, 100000000
