s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,3.1994070,11, 100000000
radix,1,3.1994070,9, 100000000
quick,2,3.1154810,18, 100000000
radix,2,3.1154810,8, 100000000
quick,3,3.0955750,12, 100000000
radix,3,3.0955750,10, 100000000
quick,4,3.1215430,8, 100000000
radix,4,3.1215430,36, 100000000
quick,5,3.1367550,17, 100000000
radix,5,3.1367550,8, 100000000
quick,6,3.1177300,15, 100000000
radix,6,3.1177300,23, 100000000
quick,7,3.1731070,18, 100000000
radix,7,3.1731070,8, 100000000
quick,8,3.0688230,18, 100000000
radix,8,3.0688230,7, 100000000
quick,9,3.1364250,15, 100000000
radix,9,3.1364250,13, 100000000
quick,10,3.1100810,11, 100000000
radix,10,3.1100810,9, 100000000
quick,11,3.1759500,10, 100000000
radix,11,3.1759500,8, 100000000
quick,12,3.1231650,20, 100000000
radix,12,3.1231650,18, 100000000
quick,13,3.0886500,10, 100000000
radix,13,3.0886500,8, 100000000
quick,14,3.2966200,9, 100000000
radix,14,3.2966200,26, 100000000
quick,15,3.1687990,10, 100000000
radix,15,3.1687990,7, 100000000
quick,16,3.1431700,11, 100000000
radix,16,3.1431700,9, 100000000
quick,17,3.1136990,16, 100000000
radix,17,3.1136990,12, 100000000
quick,18,3.0731170,10, 100000000
radix,18,3.0731170,8, 100000000
quick,19,3.0855930,17, 100000000
radix,19,3.0855930,7, 100000000
quick,20,3.1281900,11, 100000000
radix,20,3.1281900,8, 100000000
quick,21,3.1420120,18, 100000000
radix,21,3.1420120,8, 100000000
quick,22,3.2170110,10, 100000000
radix,22,3.2170110,8, 100000000
quick,23,3.0842360,15, 100000000
radix,23,3.0842360,19, 100000000
quick,24,3.1966000,22, 100000000
radix,24,3.1966000,12, 100000000
quick,25,3.2318010,16, 100000000
radix,25,3.2318010,7, 100000000
quick,26,3.1039120,18, 100000000
radix,26,3.1039120,7, 100000000
quick,27,3.1591100,18, 100000000
radix,27,3.1591100,9, 100000000
quick,28,3.1200170,19, 100000000
radix,28,3.1200170,19, 100000000
quick,29,3.2072310,12, 100000000
radix,29,3.2072310,11, 100000000
quick,30,3.1212770,19, 100000000
radix,30,3.1212770,9, 100000000
quick,31,3.1857770,12, 100000000
radix,31,3.1857770,9, 100000000
quick,32,3.1507540,10, 100000000
radix,32,3.1507540,7, 100000000
quick,33,3.1574060,20, 100000000
radix,33,3.1574060,10, 100000000
quick,34,3.1349360,12, 100000000
radix,34,3.1349360,9, 100000000
quick,35,3.1205420,10, 100000000
radix,35,3.1205420,9, 100000000
quick,36,3.1533100,17, 100000000
radix,36,3.1533100,8, 100000000
quick,37,3.1640200,16, 100000000
radix,37,3.1640200,7, 100000000
quick,38,3.1495080,19, 100000000
radix,38,3.1495080,10, 100000000
quick,39,3.1485670,15, 100000000
radix,39,3.1485670,10, 100000000
quick,40,3.1104200,18, 100000000
radix,40,3.1104200,9, 100000000
quick,41,3.1696970,23, 100000000
radix,41,3.1696970,12, 100000000
quick,42,3.1783450,14, 100000000
radix,42,3.1783450,9, 100000000
quick,43,3.1367380,12, 100000000
radix,43,3.1367380,9, 100000000
quick,44,3.1110180,16, 100000000
radix,44,3.1110180,7, 100000000
quick,45,3.0968330,21, 100000000
radix,45,3.0968330,10, 100000000
quick,46,3.1240310,11, 100000000
radix,46,3.1240310,21, 100000000
quick,47,3.1085740,19, 100000000
radix,47,3.1085740,15, 100000000
quick,48,3.1739690,18, 100000000
radix,48,3.1739690,9, 100000000
quick,49,3.2308900,14, 100000000
radix,49,3.2308900,11, 100000000
quick,50,3.1508510,13, 100000000
radix,50,3.1508510,20, 100000000
quick,51,3.0769440,10, 100000000
radix,51,3.0769440,8, 100000000
quick,52,3.1482140,14, 100000000
radix,52,3.1482140,9, 100000000
quick,53,3.0750210,19, 100000000
radix,53,3.0750210,10, 100000000
quick,54,3.1039690,14, 100000000
radix,54,3.1039690,59, 100000000
quick,55,3.1395370,11, 100000000
radix,55,3.1395370,9, 100000000
quick,56,3.1309130,19, 100000000
radix,56,3.1309130,9, 100000000
quick,57,3.1516980,23, 100000000
radix,57,3.1516980,14, 100000000
quick,58,3.1825750,24, 100000000
radix,58,3.1825750,14, 100000000
quick,59,3.1239110,19, 100000000
radix,59,3.1239110,9, 100000000
quick,60,3.1106570,22, 100000000
radix,60,3.1106570,31, 100000000
quick,61,3.0576980,9, 100000000
radix,61,3.0576980,8, 100000000
quick,62,3.1370900,18, 100000000
radix,62,3.1370900,8, 100000000
quick,63,3.2029730,11, 100000000
radix,63,3.2029730,10, 100000000
quick,64,3.1129180,18, 100000000
radix,64,3.1129180,8, 100000000
quick,65,3.1816120,19, 100000000
radix,65,3.1816120,8, 100000000
quick,66,3.1338250,17, 100000000
radix,66,3.1338250,7, 100000000
quick,67,3.1234880,17, 100000000
radix,67,3.1234880,8, 100000000
quick,68,3.1688520,64, 100000000
radix,68,3.1688520,45, 100000000
quick,69,3.1128130,20, 100000000
radix,69,3.1128130,9, 100000000
quick,70,3.0528740,22, 100000000
radix,70,3.0528740,10, 100000000
quick,71,3.3124860,16, 100000000
radix,71,3.3124860,23, 100000000
quick,72,3.1895760,15, 100000000
radix,72,3.1895760,13, 100000000
quick,73,3.1398260,13, 100000000
radix,73,3.1398260,10, 100000000
quick,74,3.0663480,13, 100000000
radix,74,3.0663480,9, 100000000
quick,75,3.0429630,20, 100000000
radix,75,3.0429630,10, 100000000
quick,76,3.0739980,17, 100000000
radix,76,3.0739980,7, 100000000
quick,77,3.1360670,11, 100000000
radix,77,3.1360670,9, 100000000
quick,78,3.0501210,18, 100000000
