s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.8304100,8, 100000000
radix,1,2.8304100,6, 100000000
quick,2,2.7983440,9, 100000000
radix,2,2.7983440,7, 100000000
quick,3,2.8160300,9, 100000000
radix,3,2.8160300,7, 100000000
quick,4,2.7957670,9, 100000000
radix,4,2.7957670,18, 100000000
quick,5,2.8016280,9, 100000000
radix,5,2.8016280,7, 100000000
quick,6,2.8031010,77, 100000000
radix,6,2.8031010,13, 100000000
quick,7,2.8151320,8, 100000000
radix,7,2.8151320,6, 100000000
quick,8,2.8175140,8, 100000000
radix,8,2.8175140,6, 100000000
quick,9,2.8043330,11, 100000000
radix,9,2.8043330,10, 100000000
quick,10,2.8213290,9, 100000000
radix,10,2.8213290,7, 100000000
quick,11,2.8047350,9, 100000000
radix,11,2.8047350,7, 100000000
quick,12,2.8104560,9, 100000000
radix,12,2.8104560,22, 100000000
quick,13,2.8143600,17, 100000000
radix,13,2.8143600,25, 100000000
quick,14,2.8190010,9, 100000000
radix,14,2.8190010,7, 100000000
quick,15,2.8106080,19, 100000000
radix,15,2.8106080,17, 100000000
quick,16,2.8074570,8, 100000000
radix,16,2.8074570,7, 100000000
quick,17,2.8160420,8, 100000000
radix,17,2.8160420,6, 100000000
quick,18,2.8291510,16, 100000000
radix,18,2.8291510,27, 100000000
quick,19,2.8063400,8, 100000000
radix,19,2.8063400,6, 100000000
quick,20,2.7990230,47, 100000000
radix,20,2.7990230,8, 100000000
quick,21,2.8021560,11, 100000000
radix,21,2.8021560,48, 100000000
quick,22,2.7972420,76, 100000000
radix,22,2.7972420,37, 100000000
quick,23,2.8126140,16, 100000000
radix,23,2.8126140,7, 100000000
quick,24,2.8687440,8, 100000000
radix,24,2.8687440,6, 100000000
quick,25,2.8208720,11, 100000000
radix,25,2.8208720,8, 100000000
quick,26,2.8007390,20, 100000000
radix,26,2.8007390,10, 100000000
quick,27,2.7938220,9, 100000000
radix,27,2.7938220,53, 100000000
quick,28,2.8054430,41, 100000000
