s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.7911040,26, 100000000
radix,1,2.7911040,7, 100000000
quick,2,2.7845220,11, 100000000
radix,2,2.7845220,9, 100000000
quick,3,2.7805160,9, 100000000
radix,3,2.7805160,7, 100000000
quick,4,2.7648550,9, 100000000
radix,4,2.7648550,6, 100000000
quick,5,2.7793520,9, 100000000
radix,5,2.7793520,7, 100000000
quick,6,2.7526350,8, 100000000
radix,6,2.7526350,7, 100000000
quick,7,2.7665340,9, 100000000
radix,7,2.7665340,8, 100000000
quick,8,2.7667920,17, 100000000
radix,8,2.7667920,8, 100000000
quick,9,2.7674980,11, 100000000
radix,9,2.7674980,7, 100000000
quick,10,2.7646070,17, 100000000
radix,10,2.7646070,7, 100000000
quick,11,2.7719120,19, 100000000
radix,11,2.7719120,9, 100000000
quick,12,2.7657420,18, 100000000
radix,12,2.7657420,10, 100000000
quick,13,2.7686130,10, 100000000
radix,13,2.7686130,8, 100000000
quick,14,2.7898950,8, 100000000
radix,14,2.7898950,7, 100000000
quick,15,2.7897750,13, 100000000
radix,15,2.7897750,10, 100000000
quick,16,2.7752850,8, 100000000
radix,16,2.7752850,6, 100000000
quick,17,2.7830170,8, 100000000
radix,17,2.7830170,7, 100000000
quick,18,2.7819250,8, 100000000
radix,18,2.7819250,7, 100000000
quick,19,2.7660550,10, 100000000
radix,19,2.7660550,8, 100000000
quick,20,2.7866080,9, 100000000
radix,20,2.7866080,7, 100000000
quick,21,2.7780530,17, 100000000
radix,21,2.7780530,8, 100000000
quick,22,2.7677470,8, 100000000
radix,22,2.7677470,6, 100000000
quick,23,2.7595680,9, 100000000
radix,23,2.7595680,7, 100000000
quick,24,2.7569110,9, 100000000
radix,24,2.7569110,7, 100000000
quick,25,2.7651780,8, 100000000
radix,25,2.7651780,7, 100000000
quick,26,2.7803460,13, 100000000
radix,26,2.7803460,23, 100000000
quick,27,2.7796440,10, 100000000
radix,27,2.7796440,7, 100000000
quick,28,2.7675440,9, 100000000
radix,28,2.7675440,7, 100000000
quick,29,2.7726460,9, 100000000
radix,29,2.7726460,51, 100000000
quick,30,2.7783640,8, 100000000
radix,30,2.7783640,6, 100000000
quick,31,2.7713250,10, 100000000
radix,31,2.7713250,10, 100000000
quick,32,2.7639540,9, 100000000
