s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.8621960,18, 100000000
radix,1,2.8621960,8, 100000000
quick,2,2.8055400,10, 100000000
radix,2,2.8055400,7, 100000000
quick,3,2.8027900,9, 100000000
radix,3,2.8027900,6, 100000000
quick,4,2.8172670,9, 100000000
radix,4,2.8172670,6, 100000000
quick,5,2.8117320,10, 100000000
radix,5,2.8117320,6, 100000000
quick,6,2.8042970,8, 100000000
radix,6,2.8042970,7, 100000000
quick,7,2.8045830,12, 100000000
radix,7,2.8045830,10, 100000000
quick,8,2.7900220,9, 100000000
radix,8,2.7900220,7, 100000000
quick,9,2.7937590,10, 100000000
radix,9,2.7937590,11, 100000000
quick,10,2.7925340,18, 100000000
radix,10,2.7925340,8, 100000000
quick,11,2.7930260,18, 100000000
radix,11,2.7930260,8, 100000000
quick,12,2.8008190,9, 100000000
radix,12,2.8008190,7, 100000000
quick,13,2.8107790,10, 100000000
radix,13,2.8107790,9, 100000000
quick,14,2.7949860,18, 100000000
radix,14,2.7949860,8, 100000000
quick,15,2.7977030,9, 100000000
radix,15,2.7977030,7, 100000000
quick,16,2.8014610,8, 100000000
radix,16,2.8014610,6, 100000000
quick,17,2.8011970,17, 100000000
radix,17,2.8011970,7, 100000000
quick,18,2.8138040,9, 100000000
radix,18,2.8138040,6, 100000000
quick,19,2.7921660,10, 100000000
radix,19,2.7921660,10, 100000000
quick,20,2.8102580,8, 100000000
radix,20,2.8102580,6, 100000000
quick,21,2.8003160,8, 100000000
radix,21,2.8003160,6, 100000000
quick,22,2.7933040,10, 100000000
radix,22,2.7933040,8, 100000000
quick,23,2.8100470,13, 100000000
radix,23,2.8100470,10, 100000000
quick,24,2.8052320,9, 100000000
radix,24,2.8052320,7, 100000000
quick,25,2.8004410,10, 100000000
radix,25,2.8004410,8, 100000000
quick,26,2.7995120,9, 100000000
radix,26,2.7995120,7, 100000000
quick,27,2.8132410,19, 100000000
radix,27,2.8132410,9, 100000000
quick,28,2.7948230,8, 100000000
radix,28,2.7948230,7, 100000000
quick,29,2.8025530,10, 100000000
radix,29,2.8025530,7, 100000000
quick,30,2.8025720,19, 100000000
radix,30,2.8025720,9, 100000000
quick,31,2.7955560,8, 100000000
radix,31,2.7955560,7, 100000000
quick,32,2.8095140,18, 100000000
radix,32,2.8095140,8, 100000000
quick,33,2.8048780,9, 100000000
radix,33,2.8048780,7, 100000000
quick,34,2.8547800,16, 100000000
radix,34,2.8547800,15, 100000000
quick,35,2.8132360,56, 100000000
radix,35,2.8132360,8, 100000000
quick,36,2.7930380,9, 100000000
radix,36,2.7930380,6, 100000000
quick,37,2.8023920,9, 100000000
radix,37,2.8023920,7, 100000000
quick,38,2.8091510,19, 100000000
radix,38,2.8091510,9, 100000000
quick,39,2.8072600,8, 100000000
radix,39,2.8072600,6, 100000000
quick,40,2.7955010,10, 100000000
radix,40,2.7955010,7, 100000000
quick,41,2.8149440,18, 100000000
radix,41,2.8149440,8, 100000000
quick,42,2.7926790,9, 100000000
radix,42,2.7926790,6, 100000000
quick,43,2.8036760,10, 100000000
radix,43,2.8036760,8, 100000000
quick,44,2.8006130,19, 100000000
radix,44,2.8006130,9, 100000000
quick,45,2.7985480,19, 100000000
radix,45,2.7985480,9, 100000000
quick,46,2.8042190,11, 100000000
radix,46,2.8042190,8, 100000000
quick,47,2.7964610,9, 100000000
radix,47,2.7964610,45, 100000000
quick,48,2.8026210,9, 100000000
radix,48,2.8026210,7, 100000000
quick,49,2.8046370,11, 100000000
radix,49,2.8046370,8, 100000000
quick,50,2.8080640,19, 100000000
radix,50,2.8080640,11, 100000000
quick,51,2.8233130,8, 100000000
radix,51,2.8233130,7, 100000000
quick,52,2.8255450,17, 100000000
radix,52,2.8255450,7, 100000000
quick,53,2.8114840,9, 100000000
radix,53,2.8114840,6, 100000000
quick,54,2.8067040,19, 100000000
radix,54,2.8067040,11, 100000000
quick,55,2.7967090,23, 100000000
radix,55,2.7967090,9, 100000000
quick,56,2.8180800,11, 100000000
radix,56,2.8180800,8, 100000000
quick,57,2.8027310,17, 100000000
radix,57,2.8027310,8, 100000000
quick,58,2.8064510,11, 100000000
radix,58,2.8064510,8, 100000000
quick,59,2.8174970,8, 100000000
radix,59,2.8174970,6, 100000000
quick,60,2.8023690,8, 100000000
radix,60,2.8023690,6, 100000000
quick,61,2.8030340,57, 100000000
radix,61,2.8030340,17, 100000000
quick,62,2.8004740,19, 100000000
radix,62,2.8004740,8, 100000000
quick,63,2.7962340,8, 100000000
radix,63,2.7962340,6, 100000000
quick,64,2.8279590,9, 100000000
radix,64,2.8279590,61, 100000000
quick,65,2.7982050,9, 100000000
radix,65,2.7982050,7, 100000000
quick,66,2.8091210,18, 100000000
radix,66,2.8091210,14, 100000000
quick,67,2.8062700,9, 100000000
radix,67,2.8062700,6, 100000000
quick,68,2.8241530,8, 100000000
radix,68,2.8241530,7, 100000000
quick,69,2.8017220,10, 100000000
radix,69,2.8017220,8, 100000000
quick,70,2.8227630,10, 100000000
radix,70,2.8227630,7, 100000000
quick,71,2.8224350,9, 100000000
radix,71,2.8224350,6, 100000000
quick,72,2.8152420,10, 100000000
radix,72,2.8152420,8, 100000000
quick,73,2.8227060,10, 100000000
radix,73,2.8227060,8, 100000000
quick,74,2.8226310,8, 100000000
radix,74,2.8226310,6, 100000000
quick,75,2.8633350,17, 100000000
radix,75,2.8633350,7, 100000000
quick,76,2.8237850,16, 100000000
radix,76,2.8237850,8, 100000000
quick,77,2.8172790,9, 100000000
radix,77,2.8172790,6, 100000000
quick,78,2.8318220,9, 100000000
radix,78,2.8318220,7, 100000000
quick,79,2.8175900,9, 100000000
radix,79,2.8175900,7, 100000000
quick,80,2.8155960,8, 100000000
radix,80,2.8155960,6, 100000000
quick,81,2.8060740,9, 100000000
radix,81,2.8060740,35, 100000000
quick,82,2.8125810,9, 100000000
radix,82,2.8125810,6, 100000000
quick,83,2.8237040,17, 100000000
radix,83,2.8237040,8, 100000000
quick,84,2.8174200,10, 100000000
radix,84,2.8174200,8, 100000000
quick,85,2.8116230,10, 100000000
radix,85,2.8116230,8, 100000000
quick,86,2.8174440,53, 100000000
radix,86,2.8174440,25, 100000000
quick,87,2.8274590,10, 100000000
radix,87,2.8274590,7, 100000000
quick,88,2.8195230,11, 100000000
radix,88,2.8195230,7, 100000000
quick,89,2.7968090,18, 100000000
radix,89,2.7968090,8, 100000000
quick,90,2.7920380,20, 100000000
radix,90,2.7920380,9, 100000000
quick,91,2.8106500,10, 100000000
radix,91,2.8106500,40, 100000000
quick,92,2.8009040,12, 100000000
radix,92,2.8009040,10, 100000000
quick,93,2.8103730,17, 100000000
radix,93,2.8103730,8, 100000000
quick,94,2.8047050,9, 100000000
radix,94,2.8047050,7, 100000000
quick,95,2.8042870,17, 100000000
radix,95,2.8042870,7, 100000000
quick,96,2.8090280,8, 100000000
radix,96,2.8090280,6, 100000000
quick,97,2.8113490,23, 100000000
radix,97,2.8113490,13, 100000000
quick,98,2.8638340,22, 100000000
radix,98,2.8638340,13, 100000000
quick,99,2.7979310,23, 100000000
radix,99,2.7979310,20, 100000000
quick,100,2.7790730,11, 100000000
radix,100,2.7790730,40, 100000000
