n_universo,k_value,tiempo_(micro_segundos),iteracion,cantidad_valores_en_arreglo
40,5,5,8,100000000
40,6,4,8,100000000
40,7,4,8,100000000
40,8,3,8,100000000
40,9,3,8,100000000
40,10,3,8,100000000
40,11,2,8,100000000
40,12,2,8,100000000
40,13,2,8,100000000
40,14,2,8,100000000
40,15,2,8,100000000
40,16,1,8,100000000
40,17,1,8,100000000
40,18,1,8,100000000
40,19,1,8,100000000
40,20,1,8,100000000
40,21,1,8,100000000
40,22,1,8,100000000
40,23,1,8,100000000
40,24,1,8,100000000
40,25,1,8,100000000
40,26,1,8,100000000
40,27,1,8,100000000
40,28,1,8,100000000
40,29,1,8,100000000
40,30,1,8,100000000
40,1,30,9,100000000
40,2,14,9,100000000
40,3,9,9,100000000
40,4,6,9,100000000
40,5,5,9,100000000
40,6,16,9,100000000
40,7,4,9,100000000
40,8,3,9,100000000
40,9,3,9,100000000
40,10,3,9,100000000
40,11,2,9,100000000
40,12,2,9,100000000
40,13,2,9,100000000
40,14,2,9,100000000
40,15,2,9,100000000
40,16,2,9,100000000
40,17,2,9,100000000
40,18,2,9,100000000
40,19,2,9,100000000
40,20,1,9,100000000
40,21,2,9,100000000
40,22,1,9,100000000
40,23,1,9,100000000
40,24,1,9,100000000
40,25,1,9,100000000
40,26,1,9,100000000
40,27,1,9,100000000
40,28,1,9,100000000
40,29,1,9,100000000
40,30,1,9,100000000
40,1,32,10,100000000
40,2,12,10,100000000
40,3,8,10,100000000
40,4,6,10,100000000
40,5,5,10,100000000
40,6,4,10,100000000
40,7,4,10,100000000
40,8,3,10,100000000
40,9,3,10,100000000
40,10,2,10,100000000
40,11,2,10,100000000
40,12,2,10,100000000
40,13,2,10,100000000
40,14,2,10,100000000
40,15,2,10,100000000
40,16,2,10,100000000
40,17,1,10,100000000
40,18,1,10,100000000
40,19,2,10,100000000
40,20,1,10,100000000
40,21,2,10,100000000
40,22,1,10,100000000
40,23,1,10,100000000
40,24,1,10,100000000
40,25,1,10,100000000
40,26,1,10,100000000
40,27,1,10,100000000
40,28,1,10,100000000
40,29,1,10,100000000
40,30,1,10,100000000
41,1,26,1,100000000
41,2,11,1,100000000
41,3,8,1,100000000
41,4,44,1,100000000
41,5,5,1,100000000
41,6,4,1,100000000
41,7,4,1,100000000
41,8,3,1,100000000
41,9,3,1,100000000
41,10,3,1,100000000
41,11,2,1,100000000
41,12,2,1,100000000
41,13,2,1,100000000
41,14,2,1,100000000
41,15,2,1,100000000
41,16,2,1,100000000
41,17,1,1,100000000
41,18,1,1,100000000
41,19,1,1,100000000
41,20,1,1,100000000
41,21,1,1,100000000
41,22,1,1,100000000
41,23,1,1,100000000
41,24,1,1,100000000
41,25,1,1,100000000
41,26,1,1,100000000
41,27,1,1,100000000
41,28,1,1,100000000
41,29,1,1,100000000
41,30,1,1,100000000
41,1,63,2,100000000
41,2,22,2,100000000
41,3,16,2,100000000
41,4,13,2,100000000
41,5,10,2,100000000
41,6,9,2,100000000
41,7,14,2,100000000
41,8,6,2,100000000
41,9,6,2,100000000
41,10,5,2,100000000
41,11,5,2,100000000
41,12,5,2,100000000
41,13,4,2,100000000
41,14,4,2,100000000
41,15,4,2,100000000
41,16,3,2,100000000
41,17,3,2,100000000
41,18,4,2,100000000
41,19,3,2,100000000
41,20,3,2,100000000
41,21,4,2,100000000
41,22,3,2,100000000
41,23,2,2,100000000
41,24,3,2,100000000
41,25,3,2,100000000
41,26,3,2,100000000
41,27,3,2,100000000
41,28,3,2,100000000
41,29,3,2,100000000
41,30,3,2,100000000
41,1,90,3,100000000
41,2,13,3,100000000
41,3,8,3,100000000
41,4,6,3,100000000
41,5,5,3,100000000
41,6,4,3,100000000
41,7,4,3,100000000
41,8,3,3,100000000
41,9,3,3,100000000
41,10,3,3,100000000
41,11,3,3,100000000
41,12,3,3,100000000
41,13,2,3,100000000
41,14,2,3,100000000
41,15,2,3,100000000
41,16,1,3,100000000
41,17,1,3,100000000
41,18,1,3,100000000
41,19,1,3,100000000
41,20,1,3,100000000
41,21,2,3,100000000
41,22,1,3,100000000
41,23,1,3,100000000
41,24,1,3,100000000
41,25,1,3,100000000
41,26,1,3,100000000
41,27,1,3,100000000
41,28,1,3,100000000
41,29,1,3,100000000
41,30,1,3,100000000
41,1,25,4,100000000
41,2,11,4,100000000
41,3,7,4,100000000
41,4,5,4,100000000
41,5,4,4,100000000
41,6,4,4,100000000
41,7,3,4,100000000
41,8,3,4,100000000
41,9,3,4,100000000
41,10,53,4,100000000
41,11,2,4,100000000
41,12,2,4,100000000
41,13,2,4,100000000
41,14,2,4,100000000
41,15,2,4,100000000
41,16,1,4,100000000
41,17,2,4,100000000
41,18,1,4,100000000
41,19,1,4,100000000
41,20,2,4,100000000
41,21,1,4,100000000
41,22,1,4,100000000
41,23,1,4,100000000
41,24,1,4,100000000
41,25,1,4,100000000
41,26,1,4,100000000
41,27,1,4,100000000
41,28,1,4,100000000
41,29,1,4,100000000
41,30,1,4,100000000
41,1,25,5,100000000
41,2,11,5,100000000
41,3,7,5,100000000
41,4,5,5,100000000
41,5,4,5,100000000
41,6,4,5,100000000
41,7,3,5,100000000
41,8,3,5,100000000
41,9,3,5,100000000
41,10,3,5,100000000
41,11,2,5,100000000
41,12,2,5,100000000
41,13,2,5,100000000
41,14,2,5,100000000
41,15,2,5,100000000
41,16,1,5,100000000
41,17,1,5,100000000
41,18,1,5,100000000
41,19,1,5,100000000
41,20,1,5,100000000
41,21,1,5,100000000
41,22,1,5,100000000
41,23,1,5,100000000
41,24,1,5,100000000
41,25,1,5,100000000
41,26,1,5,100000000
41,27,1,5,100000000
41,28,1,5,100000000
41,29,1,5,100000000
41,30,1,5,100000000
41,1,32,6,100000000
41,2,14,6,100000000
41,3,10,6,100000000
41,4,7,6,100000000
41,5,6,6,100000000
41,6,5,6,100000000
41,7,4,6,100000000
41,8,4,6,100000000
41,9,3,6,100000000
41,10,3,6,100000000
41,11,3,6,100000000
41,12,3,6,100000000
41,13,2,6,100000000
41,14,2,6,100000000
41,15,2,6,100000000
41,16,2,6,100000000
41,17,2,6,100000000
41,18,2,6,100000000
41,19,2,6,100000000
41,20,2,6,100000000
41,21,2,6,100000000
41,22,1,6,100000000
41,23,1,6,100000000
41,24,1,6,100000000
41,25,1,6,100000000
41,26,1,6,100000000
41,27,1,6,100000000
41,28,1,6,100000000
41,29,1,6,100000000
41,30,1,6,100000000
41,1,25,7,100000000
41,2,11,7,100000000
41,3,7,7,100000000
41,4,5,7,100000000
41,5,4,7,100000000
41,6,4,7,100000000
41,7,3,7,100000000
41,8,23,7,100000000
41,9,3,7,100000000
41,10,3,7,100000000
41,11,2,7,100000000
41,12,2,7,100000000
41,13,2,7,100000000
41,14,2,7,100000000
41,15,2,7,100000000
41,16,2,7,100000000
41,17,1,7,100000000
41,18,1,7,100000000
41,19,1,7,100000000
41,20,1,7,100000000
41,21,1,7,100000000
41,22,1,7,100000000
41,23,1,7,100000000
41,24,1,7,100000000
41,25,1,7,100000000
41,26,1,7,100000000
41,27,1,7,100000000
41,28,1,7,100000000
41,29,1,7,100000000
41,30,1,7,100000000
41,1,27,8,100000000
41,2,11,8,100000000
41,3,8,8,100000000
41,4,6,8,100000000
41,5,7,8,100000000
41,6,5,8,100000000
41,7,5,8,100000000
41,8,5,8,100000000
41,9,3,8,100000000
41,10,2,8,100000000
41,11,2,8,100000000
41,12,2,8,100000000
41,13,2,8,100000000
41,14,2,8,100000000
41,15,2,8,100000000
41,16,1,8,100000000
41,17,1,8,100000000
41,18,1,8,100000000
41,19,1,8,100000000
41,20,1,8,100000000
41,21,1,8,100000000
41,22,1,8,100000000
41,23,1,8,100000000
41,24,1,8,100000000
41,25,1,8,100000000
41,26,1,8,100000000
41,27,1,8,100000000
41,28,1,8,100000000
41,29,1,8,100000000
41,30,1,8,100000000
41,1,37,9,100000000
41,2,18,9,100000000
41,3,8,9,100000000
41,4,6,9,100000000
41,5,5,9,100000000
41,6,4,9,100000000
41,7,4,9,100000000
41,8,3,9,100000000
41,9,3,9,100000000
41,10,3,9,100000000
41,11,2,9,100000000
41,12,2,9,100000000
41,13,2,9,100000000
41,14,2,9,100000000
41,15,2,9,100000000
41,16,1,9,100000000
41,17,1,9,100000000
41,18,1,9,100000000
41,19,1,9,100000000
41,20,1,9,100000000
41,21,1,9,100000000
41,22,1,9,100000000
41,23,1,9,100000000
41,24,1,9,100000000
41,25,1,9,100000000
41,26,1,9,100000000
41,27,1,9,100000000
41,28,1,9,100000000
41,29,1,9,100000000
41,30,1,9,100000000
41,1,43,10,100000000
41,2,13,10,100000000
41,3,9,10,100000000
41,4,7,10,100000000
41,5,5,10,100000000
41,6,5,10,100000000
41,7,4,10,100000000
41,8,3,10,100000000
41,9,3,10,100000000
41,10,3,10,100000000
41,11,2,10,100000000
41,12,3,10,100000000
41,13,2,10,100000000
41,14,2,10,100000000
41,15,2,10,100000000
41,16,36,10,100000000
41,17,2,10,100000000
41,18,2,10,100000000
41,19,2,10,100000000
41,20,2,10,100000000
41,21,2,10,100000000
41,22,1,10,100000000
41,23,1,10,100000000
41,24,1,10,100000000
41,25,1,10,100000000
41,26,2,10,100000000
41,27,1,10,100000000
41,28,1,10,100000000
41,29,2,10,100000000
41,30,1,10,100000000
42,1,26,1,100000000
42,2,11,1,100000000
42,3,8,1,100000000
42,4,6,1,100000000
42,5,4,1,100000000
42,6,4,1,100000000
42,7,4,1,100000000
42,8,3,1,100000000
42,9,3,1,100000000
42,10,3,1,100000000
42,11,2,1,100000000
42,12,2,1,100000000
42,13,2,1,100000000
42,14,2,1,100000000
42,15,2,1,100000000
42,16,1,1,100000000
42,17,1,1,100000000
42,18,1,1,100000000
42,19,1,1,100000000
42,20,2,1,100000000
42,21,1,1,100000000
42,22,1,1,100000000
42,23,1,1,100000000
42,24,1,1,100000000
42,25,1,1,100000000
42,26,1,1,100000000
42,27,1,1,100000000
42,28,1,1,100000000
42,29,1,1,100000000
42,30,1,1,100000000
42,1,58,2,100000000
42,2,16,2,100000000
42,3,11,2,100000000
42,4,8,2,100000000
42,5,7,2,100000000
42,6,6,2,100000000
42,7,5,2,100000000
42,8,4,2,100000000
42,9,4,2,100000000
42,10,4,2,100000000
42,11,3,2,100000000
42,12,3,2,100000000
42,13,2,2,100000000
42,14,3,2,100000000
42,15,3,2,100000000
42,16,2,2,100000000
42,17,2,2,100000000
42,18,2,2,100000000
42,19,2,2,100000000
42,20,2,2,100000000
42,21,2,2,100000000
42,22,1,2,100000000
42,23,2,2,100000000
42,24,1,2,100000000
42,25,2,2,100000000
42,26,2,2,100000000
42,27,2,2,100000000
42,28,2,2,100000000
42,29,1,2,100000000
42,30,1,2,100000000
42,1,24,3,100000000
42,2,11,3,100000000
42,3,7,3,100000000
42,4,5,3,100000000
42,5,5,3,100000000
42,6,4,3,100000000
42,7,4,3,100000000
42,8,3,3,100000000
42,9,3,3,100000000
42,10,3,3,100000000
42,11,2,3,100000000
42,12,2,3,100000000
42,13,2,3,100000000
42,14,2,3,100000000
42,15,2,3,100000000
42,16,1,3,100000000
42,17,1,3,100000000
42,18,1,3,100000000
42,19,1,3,100000000
42,20,1,3,100000000
42,21,1,3,100000000
42,22,1,3,100000000
42,23,1,3,100000000
42,24,1,3,100000000
42,25,1,3,100000000
42,26,1,3,100000000
42,27,1,3,100000000
42,28,1,3,100000000
42,29,1,3,100000000
42,30,1,3,100000000
42,1,46,4,100000000
42,2,13,4,100000000
42,3,12,4,100000000
42,4,10,4,100000000
42,5,8,4,100000000
42,6,6,4,100000000
42,7,6,4,100000000
42,8,5,4,100000000
42,9,4,4,100000000
42,10,4,4,100000000
42,11,3,4,100000000
42,12,3,4,100000000
42,13,3,4,100000000
42,14,3,4,100000000
42,15,3,4,100000000
42,16,2,4,100000000
42,17,2,4,100000000
42,18,3,4,100000000
42,19,3,4,100000000
42,20,2,4,100000000
42,21,2,4,100000000
42,22,2,4,100000000
42,23,1,4,100000000
42,24,2,4,100000000
42,25,1,4,100000000
42,26,2,4,100000000
42,27,2,4,100000000
42,28,2,4,100000000
42,29,2,4,100000000
42,30,2,4,100000000
42,1,39,5,100000000
42,2,35,5,100000000
42,3,10,5,100000000
42,4,7,5,100000000
42,5,6,5,100000000
42,6,5,5,100000000
42,7,5,5,100000000
42,8,4,5,100000000
42,9,4,5,100000000
42,10,3,5,100000000
42,11,3,5,100000000
42,12,3,5,100000000
42,13,2,5,100000000
42,14,2,5,100000000
42,15,2,5,100000000
42,16,2,5,100000000
42,17,2,5,100000000
42,18,2,5,100000000
42,19,2,5,100000000
42,20,2,5,100000000
42,21,2,5,100000000
42,22,1,5,100000000
42,23,1,5,100000000
42,24,1,5,100000000
42,25,1,5,100000000
42,26,1,5,100000000
42,27,1,5,100000000
42,28,1,5,100000000
42,29,1,5,100000000
42,30,1,5,100000000
42,1,33,6,100000000
42,2,27,6,100000000
42,3,14,6,100000000
42,4,6,6,100000000
42,5,5,6,100000000
42,6,4,6,100000000
42,7,4,6,100000000
42,8,3,6,100000000
42,9,3,6,100000000
42,10,3,6,100000000
42,11,2,6,100000000
42,12,2,6,100000000
42,13,2,6,100000000
42,14,2,6,100000000
42,15,2,6,100000000
42,16,1,6,100000000
42,17,1,6,100000000
42,18,1,6,100000000
42,19,1,6,100000000
42,20,1,6,100000000
42,21,2,6,100000000
42,22,1,6,100000000
42,23,1,6,100000000
42,24,1,6,100000000
42,25,1,6,100000000
42,26,1,6,100000000
42,27,1,6,100000000
42,28,1,6,100000000
42,29,1,6,100000000
42,30,1,6,100000000
42,1,111,7,100000000
42,2,15,7,100000000
42,3,10,7,100000000
42,4,8,7,100000000
42,5,6,7,100000000
42,6,5,7,100000000
42,7,5,7,100000000
42,8,4,7,100000000
42,9,4,7,100000000
42,10,3,7,100000000
42,11,3,7,100000000
42,12,3,7,100000000
42,13,2,7,100000000
42,14,2,7,100000000
42,15,2,7,100000000
42,16,2,7,100000000
42,17,2,7,100000000
42,18,2,7,100000000
42,19,2,7,100000000
42,20,2,7,100000000
42,21,2,7,100000000
42,22,1,7,100000000
42,23,1,7,100000000
42,24,1,7,100000000
42,25,1,7,100000000
42,26,1,7,100000000
42,27,1,7,100000000
42,28,2,7,100000000
42,29,2,7,100000000
42,30,1,7,100000000
42,1,35,8,100000000
42,2,16,8,100000000
42,3,11,8,100000000
42,4,8,8,100000000
42,5,6,8,100000000
42,6,6,8,100000000
42,7,5,8,100000000
42,8,4,8,100000000
42,9,4,8,100000000
42,10,4,8,100000000
42,11,3,8,100000000
42,12,3,8,100000000
42,13,3,8,100000000
42,14,3,8,100000000
42,15,2,8,100000000
42,16,2,8,100000000
42,17,2,8,100000000
42,18,2,8,100000000
42,19,2,8,100000000
42,20,2,8,100000000
42,21,2,8,100000000
42,22,1,8,100000000
42,23,2,8,100000000
42,24,1,8,100000000
42,25,1,8,100000000
42,26,1,8,100000000
42,27,1,8,100000000
42,28,1,8,100000000
42,29,2,8,100000000
42,30,2,8,100000000
42,1,44,9,100000000
42,2,12,9,100000000
42,3,8,9,100000000
42,4,6,9,100000000
42,5,5,9,100000000
42,6,4,9,100000000
42,7,4,9,100000000
42,8,3,9,100000000
42,9,3,9,100000000
42,10,3,9,100000000
42,11,2,9,100000000
42,12,2,9,100000000
42,13,2,9,100000000
42,14,2,9,100000000
42,15,2,9,100000000
42,16,1,9,100000000
42,17,1,9,100000000
42,18,1,9,100000000
42,19,1,9,100000000
42,20,1,9,100000000
42,21,1,9,100000000
42,22,1,9,100000000
42,23,1,9,100000000
42,24,1,9,100000000
42,25,1,9,100000000
42,26,1,9,100000000
42,27,1,9,100000000
42,28,1,9,100000000
42,29,1,9,100000000
42,30,1,9,100000000
42,1,25,10,100000000
42,2,11,10,100000000
42,3,7,10,100000000
42,4,5,10,100000000
42,5,5,10,100000000
42,6,4,10,100000000
42,7,4,10,100000000
42,8,3,10,100000000
42,9,3,10,100000000
42,10,3,10,100000000
42,11,2,10,100000000
42,12,2,10,100000000
42,13,2,10,100000000
42,14,2,10,100000000
42,15,2,10,100000000
42,16,2,10,100000000
42,17,2,10,100000000
42,18,1,10,100000000
42,19,2,10,100000000
42,20,1,10,100000000
42,21,1,10,100000000
42,22,1,10,100000000
42,23,1,10,100000000
42,24,1,10,100000000
42,25,1,10,100000000
42,26,1,10,100000000
42,27,1,10,100000000
42,28,1,10,100000000
42,29,1,10,100000000
42,30,1,10,100000000
43,1,35,1,100000000
43,2,16,1,100000000
43,3,11,1,100000000
43,4,8,1,100000000
43,5,6,1,100000000
43,6,6,1,100000000
43,7,5,1,100000000
43,8,4,1,100000000
43,9,4,1,100000000
43,10,4,1,100000000
43,11,3,1,100000000
43,12,3,1,100000000
43,13,3,1,100000000
43,14,2,1,100000000
43,15,2,1,100000000
43,16,2,1,100000000
43,17,2,1,100000000
43,18,2,1,100000000
43,19,2,1,100000000
43,20,2,1,100000000
43,21,3,1,100000000
43,22,2,1,100000000
43,23,2,1,100000000
43,24,2,1,100000000
43,25,2,1,100000000
43,26,2,1,100000000
43,27,2,1,100000000
43,28,3,1,100000000
43,29,1,1,100000000
43,30,1,1,100000000
43,1,25,2,100000000
43,2,11,2,100000000
43,3,7,2,100000000
43,4,6,2,100000000
43,5,4,2,100000000
43,6,40,2,100000000
43,7,41,2,100000000
43,8,3,2,100000000
43,9,3,2,100000000
43,10,3,2,100000000
43,11,2,2,100000000
43,12,2,2,100000000
43,13,2,2,100000000
43,14,2,2,100000000
43,15,2,2,100000000
43,16,2,2,100000000
43,17,1,2,100000000
43,18,2,2,100000000
43,19,1,2,100000000
43,20,1,2,100000000
43,21,1,2,100000000
43,22,1,2,100000000
43,23,1,2,100000000
43,24,1,2,100000000
43,25,1,2,100000000
43,26,1,2,100000000
43,27,1,2,100000000
43,28,1,2,100000000
43,29,1,2,100000000
43,30,1,2,100000000
43,1,25,3,100000000
43,2,11,3,100000000
43,3,7,3,100000000
43,4,5,3,100000000
43,5,4,3,100000000
43,6,45,3,100000000
43,7,4,3,100000000
43,8,3,3,100000000
43,9,3,3,100000000
43,10,3,3,100000000
43,11,2,3,100000000
43,12,2,3,100000000
43,13,2,3,100000000
43,14,2,3,100000000
43,15,2,3,100000000
43,16,1,3,100000000
43,17,1,3,100000000
43,18,2,3,100000000
43,19,1,3,100000000
43,20,1,3,100000000
43,21,1,3,100000000
43,22,1,3,100000000
43,23,1,3,100000000
43,24,1,3,100000000
43,25,1,3,100000000
43,26,1,3,100000000
43,27,1,3,100000000
43,28,1,3,100000000
43,29,1,3,100000000
43,30,1,3,100000000
43,1,43,4,100000000
43,2,12,4,100000000
43,3,8,4,100000000
43,4,6,4,100000000
43,5,5,4,100000000
43,6,5,4,100000000
43,7,6,4,100000000
43,8,5,4,100000000
43,9,4,4,100000000
43,10,4,4,100000000
43,11,3,4,100000000
43,12,2,4,100000000
43,13,2,4,100000000
43,14,2,4,100000000
43,15,2,4,100000000
43,16,1,4,100000000
43,17,1,4,100000000
43,18,1,4,100000000
43,19,1,4,100000000
43,20,1,4,100000000
43,21,1,4,100000000
43,22,1,4,100000000
43,23,1,4,100000000
43,24,1,4,100000000
43,25,1,4,100000000
43,26,1,4,100000000
43,27,1,4,100000000
43,28,1,4,100000000
43,29,1,4,100000000
43,30,1,4,100000000
43,1,214,5,100000000
43,2,90,5,100000000
43,3,9,5,100000000
43,4,7,5,100000000
43,5,6,5,100000000
43,6,5,5,100000000
43,7,4,5,100000000
43,8,3,5,100000000
43,9,4,5,100000000
43,10,4,5,100000000
43,11,3,5,100000000
43,12,3,5,100000000
43,13,2,5,100000000
43,14,2,5,100000000
43,15,2,5,100000000
43,16,2,5,100000000
43,17,2,5,100000000
43,18,2,5,100000000
43,19,17,5,100000000
43,20,2,5,100000000
43,21,2,5,100000000
43,22,1,5,100000000
43,23,1,5,100000000
43,24,1,5,100000000
43,25,1,5,100000000
43,26,1,5,100000000
43,27,2,5,100000000
43,28,1,5,100000000
43,29,1,5,100000000
43,30,1,5,100000000
43,1,28,6,100000000
43,2,12,6,100000000
43,3,8,6,100000000
43,4,6,6,100000000
43,5,5,6,100000000
43,6,4,6,100000000
43,7,4,6,100000000
43,8,3,6,100000000
43,9,3,6,100000000
43,10,3,6,100000000
43,11,2,6,100000000
43,12,2,6,100000000
43,13,2,6,100000000
43,14,2,6,100000000
43,15,2,6,100000000
43,16,1,6,100000000
43,17,1,6,100000000
43,18,1,6,100000000
43,19,1,6,100000000
43,20,1,6,100000000
43,21,1,6,100000000
43,22,1,6,100000000
43,23,1,6,100000000
43,24,1,6,100000000
43,25,1,6,100000000
43,26,1,6,100000000
43,27,1,6,100000000
43,28,1,6,100000000
43,29,1,6,100000000
43,30,1,6,100000000
43,1,43,7,100000000
43,2,26,7,100000000
43,3,14,7,100000000
43,4,11,7,100000000
43,5,9,7,100000000
43,6,8,7,100000000
43,7,8,7,100000000
43,8,7,7,100000000
43,9,6,7,100000000
43,10,5,7,100000000
43,11,5,7,100000000
43,12,5,7,100000000
43,13,4,7,100000000
43,14,4,7,100000000
43,15,5,7,100000000
43,16,4,7,100000000
43,17,4,7,100000000
43,18,4,7,100000000
43,19,4,7,100000000
43,20,4,7,100000000
43,21,4,7,100000000
43,22,3,7,100000000
43,23,3,7,100000000
43,24,3,7,100000000
43,25,3,7,100000000
43,26,3,7,100000000
43,27,3,7,100000000
43,28,3,7,100000000
43,29,3,7,100000000
43,30,3,7,100000000
43,1,42,8,100000000
43,2,17,8,100000000
43,3,18,8,100000000
43,4,18,8,100000000
43,5,6,8,100000000
43,6,5,8,100000000
43,7,4,8,100000000
43,8,4,8,100000000
43,9,4,8,100000000
43,10,3,8,100000000
43,11,3,8,100000000
43,12,3,8,100000000
43,13,2,8,100000000
43,14,2,8,100000000
43,15,3,8,100000000
43,16,2,8,100000000
43,17,2,8,100000000
43,18,2,8,100000000
43,19,2,8,100000000
43,20,2,8,100000000
43,21,2,8,100000000
43,22,1,8,100000000
43,23,1,8,100000000
43,24,1,8,100000000
43,25,1,8,100000000
43,26,2,8,100000000
43,27,2,8,100000000
43,28,3,8,100000000
43,29,1,8,100000000
43,30,1,8,100000000
43,1,25,9,100000000
43,2,11,9,100000000
43,3,8,9,100000000
43,4,5,9,100000000
43,5,6,9,100000000
43,6,23,9,100000000
43,7,5,9,100000000
43,8,4,9,100000000
43,9,4,9,100000000
43,10,3,9,100000000
43,11,2,9,100000000
43,12,2,9,100000000
43,13,2,9,100000000
43,14,2,9,100000000
43,15,2,9,100000000
43,16,1,9,100000000
43,17,1,9,100000000
43,18,2,9,100000000
43,19,1,9,100000000
43,20,1,9,100000000
43,21,1,9,100000000
43,22,1,9,100000000
43,23,1,9,100000000
43,24,1,9,100000000
43,25,1,9,100000000
43,26,1,9,100000000
43,27,1,9,100000000
43,28,1,9,100000000
43,29,1,9,100000000
43,30,1,9,100000000
43,1,58,10,100000000
43,2,15,10,100000000
43,3,10,10,100000000
43,4,7,10,100000000
43,5,6,10,100000000
43,6,5,10,100000000
43,7,5,10,100000000
43,8,4,10,100000000
43,9,4,10,100000000
43,10,4,10,100000000
43,11,3,10,100000000
43,12,3,10,100000000
43,13,2,10,100000000
43,14,2,10,100000000
43,15,3,10,100000000
43,16,2,10,100000000
43,17,2,10,100000000
43,18,2,10,100000000
43,19,2,10,100000000
43,20,2,10,100000000
43,21,2,10,100000000
43,22,1,10,100000000
43,23,1,10,100000000
43,24,1,10,100000000
43,25,1,10,100000000
43,26,1,10,100000000
43,27,1,10,100000000
43,28,1,10,100000000
43,29,1,10,100000000
43,30,2,10,100000000
44,1,44,1,100000000
44,2,101,1,100000000
44,3,10,1,100000000
44,4,24,1,100000000
44,5,5,1,100000000
44,6,4,1,100000000
44,7,4,1,100000000
44,8,3,1,100000000
44,9,3,1,100000000
44,10,3,1,100000000
44,11,2,1,100000000
44,12,2,1,100000000
44,13,2,1,100000000
44,14,2,1,100000000
44,15,2,1,100000000
44,16,1,1,100000000
44,17,1,1,100000000
44,18,2,1,100000000
44,19,2,1,100000000
44,20,1,1,100000000
44,21,1,1,100000000
44,22,1,1,100000000
44,23,1,1,100000000
44,24,1,1,100000000
44,25,1,1,100000000
44,26,1,1,100000000
44,27,1,1,100000000
44,28,1,1,100000000
44,29,1,1,100000000
44,30,1,1,100000000
44,1,56,2,100000000
44,2,14,2,100000000
44,3,10,2,100000000
44,4,7,2,100000000
44,5,6,2,100000000
44,6,5,2,100000000
44,7,5,2,100000000
44,8,4,2,100000000
44,9,3,2,100000000
44,10,3,2,100000000
44,11,3,2,100000000
44,12,3,2,100000000
44,13,2,2,100000000
44,14,2,2,100000000
44,15,2,2,100000000
44,16,2,2,100000000
44,17,2,2,100000000
44,18,2,2,100000000
44,19,2,2,100000000
44,20,2,2,100000000
44,21,2,2,100000000
44,22,1,2,100000000
44,23,2,2,100000000
44,24,2,2,100000000
44,25,2,2,100000000
44,26,1,2,100000000
44,27,1,2,100000000
44,28,1,2,100000000
44,29,2,2,100000000
44,30,1,2,100000000
44,1,42,3,100000000
44,2,12,3,100000000
44,3,8,3,100000000
44,4,6,3,100000000
44,5,5,3,100000000
44,6,5,3,100000000
44,7,4,3,100000000
44,8,3,3,100000000
44,9,3,3,100000000
44,10,3,3,100000000
44,11,2,3,100000000
44,12,2,3,100000000
44,13,2,3,100000000
44,14,2,3,100000000
44,15,2,3,100000000
44,16,1,3,100000000
44,17,1,3,100000000
44,18,2,3,100000000
44,19,1,3,100000000
44,20,1,3,100000000
44,21,1,3,100000000
44,22,1,3,100000000
44,23,1,3,100000000
44,24,1,3,100000000
44,25,1,3,100000000
44,26,1,3,100000000
44,27,1,3,100000000
44,28,1,3,100000000
44,29,1,3,100000000
44,30,1,3,100000000
44,1,36,4,100000000
44,2,57,4,100000000
44,3,10,4,100000000
44,4,7,4,100000000
44,5,6,4,100000000
44,6,5,4,100000000
44,7,5,4,100000000
44,8,4,4,100000000
44,9,4,4,100000000
44,10,3,4,100000000
44,11,3,4,100000000
44,12,3,4,100000000
44,13,2,4,100000000
44,14,2,4,100000000
44,15,2,4,100000000
44,16,2,4,100000000
44,17,2,4,100000000
44,18,2,4,100000000
44,19,2,4,100000000
44,20,2,4,100000000
44,21,2,4,100000000
44,22,1,4,100000000
44,23,1,4,100000000
44,24,1,4,100000000
44,25,1,4,100000000
44,26,1,4,100000000
44,27,1,4,100000000
44,28,1,4,100000000
44,29,1,4,100000000
44,30,1,4,100000000
44,1,49,5,100000000
44,2,12,5,100000000
44,3,8,5,100000000
44,4,6,5,100000000
44,5,5,5,100000000
44,6,4,5,100000000
44,7,4,5,100000000
44,8,3,5,100000000
44,9,3,5,100000000
44,10,3,5,100000000
44,11,2,5,100000000
44,12,2,5,100000000
44,13,2,5,100000000
44,14,2,5,100000000
44,15,2,5,100000000
44,16,1,5,100000000
44,17,2,5,100000000
44,18,1,5,100000000
44,19,1,5,100000000
44,20,1,5,100000000
44,21,1,5,100000000
44,22,1,5,100000000
44,23,1,5,100000000
44,24,1,5,100000000
44,25,1,5,100000000
44,26,1,5,100000000
44,27,1,5,100000000
44,28,1,5,100000000
44,29,1,5,100000000
44,30,1,5,100000000
44,1,25,6,100000000
44,2,11,6,100000000
44,3,8,6,100000000
44,4,5,6,100000000
44,5,4,6,100000000
44,6,4,6,100000000
44,7,47,6,100000000
44,8,3,6,100000000
44,9,3,6,100000000
44,10,3,6,100000000
44,11,2,6,100000000
44,12,2,6,100000000
44,13,2,6,100000000
44,14,2,6,100000000
44,15,2,6,100000000
44,16,1,6,100000000
44,17,1,6,100000000
44,18,1,6,100000000
44,19,2,6,100000000
44,20,2,6,100000000
44,21,1,6,100000000
44,22,1,6,100000000
44,23,1,6,100000000
44,24,1,6,100000000
44,25,1,6,100000000
44,26,1,6,100000000
44,27,1,6,100000000
