n_universo,k_value,tiempo_(micro_segundos),iteracion,cantidad_valores_en_arreglo
27,8,3,5,100000000
27,9,4,5,100000000
27,10,3,5,100000000
27,11,3,5,100000000
27,12,3,5,100000000
27,13,2,5,100000000
27,14,2,5,100000000
27,15,2,5,100000000
27,16,2,5,100000000
27,17,2,5,100000000
27,18,2,5,100000000
27,19,2,5,100000000
27,20,2,5,100000000
27,21,2,5,100000000
27,22,1,5,100000000
27,23,1,5,100000000
27,24,1,5,100000000
27,25,1,5,100000000
27,26,1,5,100000000
27,27,1,5,100000000
27,28,1,5,100000000
27,1,41,6,100000000
27,2,51,6,100000000
27,3,14,6,100000000
27,4,10,6,100000000
27,5,5,6,100000000
27,6,4,6,100000000
27,7,4,6,100000000
27,8,3,6,100000000
27,9,3,6,100000000
27,10,3,6,100000000
27,11,2,6,100000000
27,12,2,6,100000000
27,13,2,6,100000000
27,14,2,6,100000000
27,15,2,6,100000000
27,16,1,6,100000000
27,17,1,6,100000000
27,18,1,6,100000000
27,19,1,6,100000000
27,20,1,6,100000000
27,21,2,6,100000000
27,22,1,6,100000000
27,23,1,6,100000000
27,24,1,6,100000000
27,25,1,6,100000000
27,26,1,6,100000000
27,27,1,6,100000000
27,28,1,6,100000000
27,1,60,7,100000000
27,2,12,7,100000000
27,3,8,7,100000000
27,4,6,7,100000000
27,5,5,7,100000000
27,6,4,7,100000000
27,7,4,7,100000000
27,8,3,7,100000000
27,9,3,7,100000000
27,10,3,7,100000000
27,11,2,7,100000000
27,12,2,7,100000000
27,13,2,7,100000000
27,14,2,7,100000000
27,15,2,7,100000000
27,16,1,7,100000000
27,17,1,7,100000000
27,18,1,7,100000000
27,19,1,7,100000000
27,20,1,7,100000000
27,21,2,7,100000000
27,22,1,7,100000000
27,23,1,7,100000000
27,24,1,7,100000000
27,25,1,7,100000000
27,26,1,7,100000000
27,27,1,7,100000000
27,28,1,7,100000000
27,1,25,8,100000000
27,2,11,8,100000000
27,3,7,8,100000000
27,4,6,8,100000000
27,5,4,8,100000000
27,6,4,8,100000000
27,7,41,8,100000000
27,8,3,8,100000000
27,9,3,8,100000000
27,10,3,8,100000000
27,11,2,8,100000000
27,12,2,8,100000000
27,13,2,8,100000000
27,14,2,8,100000000
27,15,2,8,100000000
27,16,1,8,100000000
27,17,1,8,100000000
27,18,1,8,100000000
27,19,1,8,100000000
27,20,2,8,100000000
27,21,1,8,100000000
27,22,1,8,100000000
27,23,1,8,100000000
27,24,1,8,100000000
27,25,1,8,100000000
27,26,1,8,100000000
27,27,1,8,100000000
27,28,1,8,100000000
27,1,37,9,100000000
27,2,15,9,100000000
27,3,11,9,100000000
27,4,9,9,100000000
27,5,8,9,100000000
27,6,7,9,100000000
27,7,6,9,100000000
27,8,5,9,100000000
27,9,5,9,100000000
27,10,5,9,100000000
27,11,4,9,100000000
27,12,4,9,100000000
27,13,3,9,100000000
27,14,3,9,100000000
27,15,3,9,100000000
27,16,3,9,100000000
27,17,3,9,100000000
27,18,3,9,100000000
27,19,3,9,100000000
27,20,3,9,100000000
27,21,3,9,100000000
27,22,2,9,100000000
27,23,2,9,100000000
27,24,2,9,100000000
27,25,2,9,100000000
27,26,2,9,100000000
27,27,2,9,100000000
27,28,2,9,100000000
27,1,45,10,100000000
27,2,14,10,100000000
27,3,10,10,100000000
27,4,7,10,100000000
27,5,6,10,100000000
27,6,5,10,100000000
27,7,5,10,100000000
27,8,3,10,100000000
27,9,4,10,100000000
27,10,3,10,100000000
27,11,3,10,100000000
27,12,3,10,100000000
27,13,2,10,100000000
27,14,2,10,100000000
27,15,2,10,100000000
27,16,2,10,100000000
27,17,2,10,100000000
27,18,2,10,100000000
27,19,2,10,100000000
27,20,2,10,100000000
27,21,2,10,100000000
27,22,1,10,100000000
27,23,8,10,100000000
27,24,1,10,100000000
27,25,1,10,100000000
27,26,1,10,100000000
27,27,1,10,100000000
27,28,1,10,100000000
28,1,28,1,100000000
28,2,12,1,100000000
28,3,8,1,100000000
28,4,6,1,100000000
28,5,5,1,100000000
28,6,4,1,100000000
28,7,4,1,100000000
28,8,3,1,100000000
28,9,3,1,100000000
28,10,2,1,100000000
28,11,2,1,100000000
28,12,2,1,100000000
28,13,2,1,100000000
28,14,2,1,100000000
28,15,2,1,100000000
28,16,2,1,100000000
28,17,2,1,100000000
28,18,2,1,100000000
28,19,1,1,100000000
28,20,1,1,100000000
28,21,1,1,100000000
28,22,1,1,100000000
28,23,1,1,100000000
28,24,1,1,100000000
28,25,1,1,100000000
28,26,1,1,100000000
28,27,2,1,100000000
28,28,2,1,100000000
28,29,2,1,100000000
28,1,25,2,100000000
28,2,11,2,100000000
28,3,7,2,100000000
28,4,5,2,100000000
28,5,5,2,100000000
28,6,4,2,100000000
28,7,4,2,100000000
28,8,3,2,100000000
28,9,3,2,100000000
28,10,2,2,100000000
28,11,2,2,100000000
28,12,20,2,100000000
28,13,2,2,100000000
28,14,2,2,100000000
28,15,2,2,100000000
28,16,1,2,100000000
28,17,1,2,100000000
28,18,1,2,100000000
28,19,2,2,100000000
28,20,1,2,100000000
28,21,1,2,100000000
28,22,1,2,100000000
28,23,1,2,100000000
28,24,1,2,100000000
28,25,1,2,100000000
28,26,1,2,100000000
28,27,1,2,100000000
28,28,1,2,100000000
28,29,1,2,100000000
28,1,26,3,100000000
28,2,11,3,100000000
28,3,7,3,100000000
28,4,6,3,100000000
28,5,4,3,100000000
28,6,26,3,100000000
28,7,4,3,100000000
28,8,3,3,100000000
28,9,3,3,100000000
28,10,2,3,100000000
28,11,2,3,100000000
28,12,2,3,100000000
28,13,2,3,100000000
28,14,2,3,100000000
28,15,2,3,100000000
28,16,2,3,100000000
28,17,1,3,100000000
28,18,1,3,100000000
28,19,1,3,100000000
28,20,1,3,100000000
28,21,1,3,100000000
28,22,1,3,100000000
28,23,1,3,100000000
28,24,1,3,100000000
28,25,1,3,100000000
28,26,1,3,100000000
28,27,1,3,100000000
28,28,1,3,100000000
28,29,1,3,100000000
28,1,25,4,100000000
28,2,11,4,100000000
28,3,7,4,100000000
28,4,5,4,100000000
28,5,5,4,100000000
28,6,4,4,100000000
28,7,3,4,100000000
28,8,35,4,100000000
28,9,3,4,100000000
28,10,3,4,100000000
28,11,2,4,100000000
28,12,2,4,100000000
28,13,2,4,100000000
28,14,2,4,100000000
28,15,2,4,100000000
28,16,1,4,100000000
28,17,1,4,100000000
28,18,1,4,100000000
28,19,1,4,100000000
28,20,1,4,100000000
28,21,1,4,100000000
28,22,1,4,100000000
28,23,1,4,100000000
28,24,1,4,100000000
28,25,1,4,100000000
28,26,1,4,100000000
28,27,1,4,100000000
28,28,1,4,100000000
28,29,1,4,100000000
28,1,28,5,100000000
28,2,12,5,100000000
28,3,8,5,100000000
28,4,6,5,100000000
28,5,5,5,100000000
28,6,4,5,100000000
28,7,4,5,100000000
28,8,3,5,100000000
28,9,3,5,100000000
28,10,3,5,100000000
28,11,2,5,100000000
28,12,2,5,100000000
28,13,2,5,100000000
28,14,2,5,100000000
28,15,2,5,100000000
28,16,1,5,100000000
28,17,1,5,100000000
28,18,1,5,100000000
28,19,13,5,100000000
28,20,1,5,100000000
28,21,2,5,100000000
28,22,1,5,100000000
28,23,1,5,100000000
28,24,1,5,100000000
28,25,1,5,100000000
28,26,1,5,100000000
28,27,1,5,100000000
28,28,1,5,100000000
28,29,1,5,100000000
28,1,25,6,100000000
28,2,11,6,100000000
28,3,7,6,100000000
28,4,5,6,100000000
28,5,4,6,100000000
28,6,4,6,100000000
28,7,42,6,100000000
28,8,3,6,100000000
28,9,3,6,100000000
28,10,3,6,100000000
28,11,2,6,100000000
28,12,2,6,100000000
28,13,2,6,100000000
28,14,2,6,100000000
28,15,2,6,100000000
28,16,1,6,100000000
28,17,1,6,100000000
28,18,1,6,100000000
28,19,1,6,100000000
28,20,1,6,100000000
28,21,1,6,100000000
28,22,1,6,100000000
28,23,1,6,100000000
28,24,1,6,100000000
28,25,1,6,100000000
28,26,1,6,100000000
28,27,1,6,100000000
28,28,1,6,100000000
28,29,1,6,100000000
28,1,48,7,100000000
28,2,12,7,100000000
28,3,8,7,100000000
28,4,6,7,100000000
28,5,5,7,100000000
28,6,4,7,100000000
28,7,4,7,100000000
28,8,3,7,100000000
28,9,3,7,100000000
28,10,3,7,100000000
28,11,2,7,100000000
28,12,2,7,100000000
28,13,2,7,100000000
28,14,2,7,100000000
28,15,2,7,100000000
28,16,1,7,100000000
28,17,1,7,100000000
28,18,1,7,100000000
28,19,1,7,100000000
28,20,1,7,100000000
28,21,1,7,100000000
28,22,1,7,100000000
28,23,1,7,100000000
28,24,1,7,100000000
28,25,1,7,100000000
28,26,1,7,100000000
28,27,1,7,100000000
28,28,1,7,100000000
28,29,1,7,100000000
28,1,26,8,100000000
28,2,11,8,100000000
28,3,7,8,100000000
28,4,5,8,100000000
28,5,16,8,100000000
28,6,4,8,100000000
28,7,4,8,100000000
28,8,3,8,100000000
28,9,3,8,100000000
28,10,3,8,100000000
28,11,2,8,100000000
28,12,2,8,100000000
28,13,2,8,100000000
28,14,2,8,100000000
28,15,2,8,100000000
28,16,1,8,100000000
28,17,1,8,100000000
28,18,1,8,100000000
28,19,1,8,100000000
28,20,2,8,100000000
28,21,1,8,100000000
28,22,1,8,100000000
28,23,1,8,100000000
28,24,1,8,100000000
28,25,1,8,100000000
28,26,1,8,100000000
28,27,1,8,100000000
28,28,1,8,100000000
28,29,1,8,100000000
28,1,63,9,100000000
28,2,24,9,100000000
28,3,11,9,100000000
28,4,42,9,100000000
28,5,43,9,100000000
28,6,4,9,100000000
28,7,4,9,100000000
28,8,3,9,100000000
28,9,3,9,100000000
28,10,3,9,100000000
28,11,2,9,100000000
28,12,2,9,100000000
28,13,2,9,100000000
28,14,2,9,100000000
28,15,2,9,100000000
28,16,1,9,100000000
28,17,1,9,100000000
28,18,1,9,100000000
28,19,2,9,100000000
28,20,1,9,100000000
28,21,2,9,100000000
28,22,1,9,100000000
28,23,1,9,100000000
28,24,1,9,100000000
28,25,1,9,100000000
28,26,1,9,100000000
28,27,1,9,100000000
28,28,1,9,100000000
28,29,1,9,100000000
28,1,26,10,100000000
28,2,11,10,100000000
28,3,7,10,100000000
28,4,5,10,100000000
28,5,4,10,100000000
28,6,4,10,100000000
28,7,4,10,100000000
28,8,3,10,100000000
28,9,3,10,100000000
28,10,3,10,100000000
28,11,2,10,100000000
28,12,2,10,100000000
28,13,2,10,100000000
28,14,2,10,100000000
28,15,2,10,100000000
28,16,1,10,100000000
28,17,1,10,100000000
28,18,1,10,100000000
28,19,1,10,100000000
28,20,1,10,100000000
28,21,1,10,100000000
28,22,1,10,100000000
28,23,1,10,100000000
28,24,1,10,100000000
28,25,1,10,100000000
28,26,1,10,100000000
28,27,1,10,100000000
28,28,1,10,100000000
28,29,1,10,100000000
29,1,28,1,100000000
29,2,12,1,100000000
29,3,8,1,100000000
29,4,6,1,100000000
29,5,5,1,100000000
29,6,4,1,100000000
29,7,4,1,100000000
29,8,3,1,100000000
29,9,3,1,100000000
29,10,3,1,100000000
29,11,2,1,100000000
29,12,2,1,100000000
29,13,2,1,100000000
29,14,2,1,100000000
29,15,2,1,100000000
29,16,1,1,100000000
29,17,1,1,100000000
29,18,1,1,100000000
29,19,1,1,100000000
29,20,1,1,100000000
29,21,2,1,100000000
29,22,1,1,100000000
29,23,1,1,100000000
29,24,1,1,100000000
29,25,1,1,100000000
29,26,1,1,100000000
29,27,1,1,100000000
29,28,1,1,100000000
29,29,1,1,100000000
29,30,1,1,100000000
29,1,55,2,100000000
29,2,15,2,100000000
29,3,11,2,100000000
29,4,8,2,100000000
29,5,6,2,100000000
29,6,5,2,100000000
29,7,5,2,100000000
29,8,4,2,100000000
29,9,4,2,100000000
29,10,3,2,100000000
29,11,3,2,100000000
29,12,3,2,100000000
29,13,2,2,100000000
29,14,2,2,100000000
29,15,2,2,100000000
29,16,2,2,100000000
29,17,2,2,100000000
29,18,2,2,100000000
29,19,2,2,100000000
29,20,2,2,100000000
29,21,2,2,100000000
29,22,1,2,100000000
29,23,1,2,100000000
29,24,1,2,100000000
29,25,1,2,100000000
29,26,1,2,100000000
29,27,2,2,100000000
29,28,1,2,100000000
29,29,1,2,100000000
29,30,1,2,100000000
29,1,34,3,100000000
29,2,23,3,100000000
29,3,13,3,100000000
29,4,10,3,100000000
29,5,5,3,100000000
29,6,5,3,100000000
29,7,4,3,100000000
29,8,3,3,100000000
29,9,4,3,100000000
29,10,3,3,100000000
29,11,3,3,100000000
29,12,2,3,100000000
29,13,2,3,100000000
29,14,2,3,100000000
29,15,2,3,100000000
29,16,2,3,100000000
29,17,2,3,100000000
29,18,2,3,100000000
29,19,2,3,100000000
29,20,2,3,100000000
29,21,2,3,100000000
29,22,1,3,100000000
29,23,1,3,100000000
29,24,1,3,100000000
29,25,1,3,100000000
29,26,1,3,100000000
29,27,1,3,100000000
29,28,1,3,100000000
29,29,1,3,100000000
29,30,1,3,100000000
29,1,33,4,100000000
29,2,22,4,100000000
29,3,14,4,100000000
29,4,10,4,100000000
29,5,7,4,100000000
29,6,4,4,100000000
29,7,4,4,100000000
29,8,3,4,100000000
29,9,3,4,100000000
29,10,3,4,100000000
29,11,3,4,100000000
29,12,3,4,100000000
29,13,2,4,100000000
29,14,2,4,100000000
29,15,2,4,100000000
29,16,1,4,100000000
29,17,2,4,100000000
29,18,2,4,100000000
29,19,2,4,100000000
29,20,1,4,100000000
29,21,2,4,100000000
29,22,1,4,100000000
29,23,1,4,100000000
29,24,1,4,100000000
29,25,1,4,100000000
29,26,50,4,100000000
29,27,1,4,100000000
29,28,1,4,100000000
29,29,1,4,100000000
29,30,1,4,100000000
29,1,25,5,100000000
29,2,11,5,100000000
29,3,7,5,100000000
29,4,5,5,100000000
29,5,6,5,100000000
29,6,5,5,100000000
29,7,11,5,100000000
29,8,3,5,100000000
29,9,3,5,100000000
29,10,3,5,100000000
29,11,2,5,100000000
29,12,2,5,100000000
29,13,2,5,100000000
29,14,2,5,100000000
29,15,2,5,100000000
29,16,1,5,100000000
29,17,1,5,100000000
29,18,1,5,100000000
29,19,1,5,100000000
29,20,2,5,100000000
29,21,2,5,100000000
29,22,1,5,100000000
29,23,1,5,100000000
29,24,1,5,100000000
29,25,1,5,100000000
29,26,1,5,100000000
29,27,1,5,100000000
29,28,1,5,100000000
29,29,1,5,100000000
29,30,1,5,100000000
29,1,37,6,100000000
29,2,24,6,100000000
29,3,9,6,100000000
29,4,7,6,100000000
29,5,6,6,100000000
29,6,5,6,100000000
29,7,4,6,100000000
29,8,4,6,100000000
29,9,3,6,100000000
29,10,3,6,100000000
29,11,3,6,100000000
29,12,2,6,100000000
29,13,2,6,100000000
29,14,2,6,100000000
29,15,2,6,100000000
29,16,2,6,100000000
29,17,2,6,100000000
29,18,2,6,100000000
29,19,2,6,100000000
29,20,2,6,100000000
29,21,2,6,100000000
29,22,1,6,100000000
29,23,1,6,100000000
29,24,1,6,100000000
29,25,2,6,100000000
29,26,2,6,100000000
29,27,27,6,100000000
29,28,1,6,100000000
29,29,1,6,100000000
29,30,1,6,100000000
29,1,51,7,100000000
29,2,24,7,100000000
29,3,9,7,100000000
29,4,7,7,100000000
29,5,6,7,100000000
29,6,5,7,100000000
29,7,4,7,100000000
29,8,4,7,100000000
29,9,3,7,100000000
29,10,3,7,100000000
29,11,2,7,100000000
29,12,3,7,100000000
29,13,2,7,100000000
29,14,2,7,100000000
29,15,2,7,100000000
29,16,2,7,100000000
29,17,2,7,100000000
29,18,2,7,100000000
29,19,2,7,100000000
29,20,2,7,100000000
29,21,2,7,100000000
29,22,1,7,100000000
29,23,1,7,100000000
29,24,1,7,100000000
29,25,1,7,100000000
29,26,1,7,100000000
29,27,1,7,100000000
29,28,1,7,100000000
29,29,1,7,100000000
29,30,1,7,100000000
29,1,46,8,100000000
29,2,14,8,100000000
29,3,10,8,100000000
29,4,7,8,100000000
29,5,7,8,100000000
29,6,5,8,100000000
29,7,5,8,100000000
29,8,4,8,100000000
29,9,4,8,100000000
29,10,4,8,100000000
29,11,3,8,100000000
29,12,3,8,100000000
29,13,2,8,100000000
29,14,2,8,100000000
29,15,2,8,100000000
29,16,2,8,100000000
29,17,2,8,100000000
29,18,2,8,100000000
29,19,2,8,100000000
29,20,2,8,100000000
29,21,2,8,100000000
29,22,1,8,100000000
29,23,1,8,100000000
29,24,1,8,100000000
29,25,1,8,100000000
29,26,1,8,100000000
29,27,1,8,100000000
29,28,1,8,100000000
29,29,1,8,100000000
29,30,1,8,100000000
29,1,26,9,100000000
29,2,11,9,100000000
29,3,8,9,100000000
29,4,6,9,100000000
29,5,5,9,100000000
29,6,4,9,100000000
29,7,42,9,100000000
29,8,3,9,100000000
29,9,3,9,100000000
29,10,3,9,100000000
29,11,2,9,100000000
29,12,2,9,100000000
29,13,2,9,100000000
29,14,2,9,100000000
29,15,2,9,100000000
29,16,1,9,100000000
29,17,2,9,100000000
29,18,2,9,100000000
29,19,2,9,100000000
29,20,2,9,100000000
29,21,2,9,100000000
29,22,1,9,100000000
29,23,1,9,100000000
29,24,1,9,100000000
29,25,1,9,100000000
29,26,1,9,100000000
29,27,1,9,100000000
29,28,1,9,100000000
29,29,1,9,100000000
29,30,1,9,100000000
29,1,26,10,100000000
29,2,11,10,100000000
29,3,8,10,100000000
29,4,26,10,100000000
29,5,5,10,100000000
29,6,4,10,100000000
29,7,4,10,100000000
29,8,3,10,100000000
29,9,3,10,100000000
29,10,2,10,100000000
29,11,2,10,100000000
29,12,2,10,100000000
29,13,2,10,100000000
29,14,2,10,100000000
29,15,2,10,100000000
29,16,1,10,100000000
29,17,1,10,100000000
29,18,1,10,100000000
29,19,1,10,100000000
29,20,1,10,100000000
29,21,1,10,100000000
29,22,1,10,100000000
29,23,1,10,100000000
29,24,1,10,100000000
29,25,1,10,100000000
29,26,1,10,100000000
29,27,1,10,100000000
29,28,1,10,100000000
29,29,1,10,100000000
29,30,1,10,100000000
30,1,27,1,100000000
30,2,11,1,100000000
30,3,8,1,100000000
30,4,6,1,100000000
30,5,4,1,100000000
30,6,4,1,100000000
30,7,3,1,100000000
30,8,3,1,100000000
30,9,3,1,100000000
30,10,3,1,100000000
30,11,2,1,100000000
30,12,2,1,100000000
30,13,2,1,100000000
30,14,2,1,100000000
30,15,2,1,100000000
30,16,1,1,100000000
30,17,1,1,100000000
30,18,2,1,100000000
30,19,2,1,100000000
30,20,2,1,100000000
30,21,1,1,100000000
30,22,1,1,100000000
30,23,1,1,100000000
30,24,1,1,100000000
30,25,1,1,100000000
30,26,1,1,100000000
30,27,1,1,100000000
30,28,1,1,100000000
30,29,1,1,100000000
30,30,1,1,100000000
30,1,28,2,100000000
30,2,12,2,100000000
30,3,8,2,100000000
30,4,6,2,100000000
30,5,5,2,100000000
30,6,4,2,100000000
30,7,4,2,100000000
30,8,3,2,100000000
30,9,3,2,100000000
30,10,2,2,100000000
30,11,2,2,100000000
30,12,2,2,100000000
30,13,2,2,100000000
30,14,2,2,100000000
30,15,2,2,100000000
30,16,1,2,100000000
30,17,2,2,100000000
30,18,1,2,100000000
30,19,1,2,100000000
30,20,1,2,100000000
30,21,1,2,100000000
30,22,1,2,100000000
30,23,1,2,100000000
30,24,1,2,100000000
30,25,1,2,100000000
30,26,1,2,100000000
30,27,1,2,100000000
30,28,1,2,100000000
30,29,1,2,100000000
30,30,1,2,100000000
30,1,42,3,100000000
30,2,13,3,100000000
30,3,9,3,100000000
30,4,7,3,100000000
30,5,5,3,100000000
30,6,5,3,100000000
30,7,4,3,100000000
30,8,3,3,100000000
30,9,3,3,100000000
30,10,3,3,100000000
30,11,2,3,100000000
30,12,2,3,100000000
30,13,2,3,100000000
30,14,2,3,100000000
30,15,2,3,100000000
30,16,2,3,100000000
30,17,2,3,100000000
30,18,2,3,100000000
30,19,2,3,100000000
30,20,2,3,100000000
30,21,2,3,100000000
30,22,1,3,100000000
30,23,1,3,100000000
30,24,1,3,100000000
30,25,1,3,100000000
30,26,9,3,100000000
30,27,1,3,100000000
30,28,1,3,100000000
30,29,1,3,100000000
30,30,1,3,100000000
30,1,43,4,100000000
30,2,23,4,100000000
30,3,9,4,100000000
30,4,7,4,100000000
30,5,5,4,100000000
30,6,4,4,100000000
30,7,4,4,100000000
30,8,3,4,100000000
30,9,3,4,100000000
30,10,3,4,100000000
30,11,2,4,100000000
30,12,2,4,100000000
30,13,2,4,100000000
30,14,2,4,100000000
30,15,2,4,100000000
30,16,2,4,100000000
30,17,2,4,100000000
30,18,2,4,100000000
30,19,1,4,100000000
30,20,2,4,100000000
30,21,2,4,100000000
30,22,1,4,100000000
30,23,1,4,100000000
30,24,1,4,100000000
30,25,1,4,100000000
30,26,1,4,100000000
30,27,1,4,100000000
30,28,1,4,100000000
30,29,1,4,100000000
30,30,1,4,100000000
30,1,28,5,100000000
30,2,12,5,100000000
30,3,8,5,100000000
30,4,6,5,100000000
30,5,5,5,100000000
30,6,4,5,100000000
30,7,4,5,100000000
30,8,3,5,100000000
30,9,3,5,100000000
30,10,3,5,100000000
30,11,2,5,100000000
30,12,2,5,100000000
30,13,2,5,100000000
30,14,2,5,100000000
30,15,2,5,100000000
30,16,2,5,100000000
30,17,1,5,100000000
30,18,1,5,100000000
30,19,1,5,100000000
30,20,1,5,100000000
30,21,2,5,100000000
30,22,1,5,100000000
30,23,1,5,100000000
30,24,1,5,100000000
30,25,1,5,100000000
30,26,1,5,100000000
30,27,1,5,100000000
30,28,1,5,100000000
30,29,1,5,100000000
30,30,1,5,100000000
30,1,51,6,100000000
30,2,25,6,100000000
30,3,10,6,100000000
30,4,7,6,100000000
30,5,6,6,100000000
30,6,5,6,100000000
30,7,5,6,100000000
30,8,4,6,100000000
30,9,4,6,100000000
30,10,3,6,100000000
30,11,3,6,100000000
30,12,3,6,100000000
30,13,2,6,100000000
30,14,2,6,100000000
30,15,2,6,100000000
30,16,2,6,100000000
30,17,2,6,100000000
30,18,2,6,100000000
30,19,3,6,100000000
30,20,3,6,100000000
30,21,3,6,100000000
30,22,2,6,100000000
30,23,2,6,100000000
30,24,2,6,100000000
30,25,2,6,100000000
30,26,2,6,100000000
30,27,2,6,100000000
30,28,2,6,100000000
30,29,2,6,100000000
30,30,2,6,100000000
30,1,27,7,100000000
30,2,11,7,100000000
30,3,8,7,100000000
30,4,6,7,100000000
30,5,5,7,100000000
30,6,4,7,100000000
30,7,4,7,100000000
30,8,3,7,100000000
30,9,3,7,100000000
30,10,2,7,100000000
30,11,2,7,100000000
30,12,2,7,100000000
30,13,2,7,100000000
30,14,2,7,100000000
30,15,2,7,100000000
30,16,1,7,100000000
30,17,1,7,100000000
30,18,1,7,100000000
30,19,1,7,100000000
30,20,2,7,100000000
30,21,1,7,100000000
30,22,1,7,100000000
30,23,1,7,100000000
30,24,1,7,100000000
30,25,1,7,100000000
30,26,1,7,100000000
30,27,1,7,100000000
30,28,1,7,100000000
30,29,1,7,100000000
30,30,1,7,100000000
30,1,34,8,100000000
30,2,18,8,100000000
30,3,17,8,100000000
30,4,46,8,100000000
30,5,7,8,100000000
30,6,6,8,100000000
30,7,5,8,100000000
30,8,3,8,100000000
30,9,4,8,100000000
30,10,3,8,100000000
30,11,3,8,100000000
30,12,2,8,100000000
30,13,2,8,100000000
30,14,2,8,100000000
30,15,2,8,100000000
30,16,2,8,100000000
30,17,2,8,100000000
30,18,2,8,100000000
30,19,2,8,100000000
30,20,2,8,100000000
30,21,2,8,100000000
30,22,1,8,100000000
30,23,1,8,100000000
30,24,1,8,100000000
30,25,1,8,100000000
30,26,1,8,100000000
30,27,1,8,100000000
30,28,1,8,100000000
30,29,1,8,100000000
30,30,1,8,100000000
30,1,59,9,100000000
30,2,12,9,100000000
30,3,8,9,100000000
30,4,6,9,100000000
30,5,5,9,100000000
30,6,4,9,100000000
30,7,4,9,100000000
30,8,3,9,100000000
30,9,3,9,100000000
30,10,3,9,100000000
30,11,2,9,100000000
30,12,2,9,100000000
30,13,2,9,100000000
30,14,2,9,100000000
30,15,2,9,100000000
30,16,1,9,100000000
30,17,2,9,100000000
30,18,1,9,100000000
30,19,1,9,100000000
30,20,1,9,100000000
30,21,1,9,100000000
30,22,1,9,100000000
30,23,1,9,100000000
30,24,1,9,100000000
30,25,1,9,100000000
30,26,1,9,100000000
30,27,1,9,100000000
30,28,1,9,100000000
30,29,1,9,100000000
30,30,1,9,100000000
30,1,27,10,100000000
30,2,11,10,100000000
30,3,8,10,100000000
30,4,6,10,100000000
30,5,49,10,100000000
30,6,13,10,100000000
30,7,4,10,100000000
30,8,4,10,100000000
30,9,4,10,100000000
30,10,3,10,100000000
30,11,3,10,100000000
30,12,3,10,100000000
30,13,2,10,100000000
30,14,2,10,100000000
30,15,2,10,100000000
30,16,2,10,100000000
30,17,2,10,100000000
30,18,2,10,100000000
30,19,2,10,100000000
30,20,2,10,100000000
30,21,2,10,100000000
30,22,1,10,100000000
30,23,1,10,100000000
30,24,1,10,100000000
30,25,1,10,100000000
30,26,1,10,100000000
30,27,1,10,100000000
30,28,1,10,100000000
30,29,1,10,100000000
30,30,1,10,100000000
31,1,119,1,100000000
31,2,14,1,100000000
31,3,10,1,100000000
31,4,7,1,100000000
31,5,6,1,100000000
31,6,5,1,100000000
31,7,4,1,100000000
31,8,4,1,100000000
31,9,4,1,100000000
31,10,3,1,100000000
31,11,3,1,100000000
31,12,3,1,100000000
31,13,2,1,100000000
31,14,2,1,100000000
31,15,2,1,100000000
31,16,2,1,100000000
31,17,2,1,100000000
31,18,2,1,100000000
31,19,2,1,100000000
31,20,2,1,100000000
31,21,2,1,100000000
31,22,1,1,100000000
31,23,1,1,100000000
31,24,1,1,100000000
31,25,1,1,100000000
31,26,1,1,100000000
31,27,1,1,100000000
31,28,1,1,100000000
31,29,1,1,100000000
31,30,1,1,100000000
31,1,26,2,100000000
31,2,12,2,100000000
31,3,8,2,100000000
31,4,6,2,100000000
31,5,4,2,100000000
31,6,4,2,100000000
31,7,38,2,100000000
31,8,3,2,100000000
31,9,3,2,100000000
31,10,3,2,100000000
31,11,2,2,100000000
31,12,2,2,100000000
31,13,2,2,100000000
31,14,2,2,100000000
31,15,2,2,100000000
31,16,2,2,100000000
31,17,1,2,100000000
31,18,1,2,100000000
31,19,1,2,100000000
31,20,2,2,100000000
31,21,1,2,100000000
31,22,1,2,100000000
31,23,1,2,100000000
31,24,1,2,100000000
31,25,1,2,100000000
31,26,1,2,100000000
31,27,1,2,100000000
31,28,1,2,100000000
31,29,1,2,100000000
31,30,1,2,100000000
31,1,64,3,100000000
31,2,19,3,100000000
31,3,16,3,100000000
31,4,11,3,100000000
31,5,10,3,100000000
31,6,7,3,100000000
31,7,6,3,100000000
31,8,3,3,100000000
31,9,3,3,100000000
31,10,33,3,100000000
31,11,2,3,100000000
31,12,2,3,100000000
31,13,2,3,100000000
31,14,2,3,100000000
31,15,2,3,100000000
31,16,2,3,100000000
31,17,2,3,100000000
31,18,2,3,100000000
31,19,2,3,100000000
31,20,2,3,100000000
31,21,2,3,100000000
31,22,1,3,100000000
31,23,1,3,100000000
31,24,1,3,100000000
31,25,1,3,100000000
31,26,1,3,100000000
31,27,1,3,100000000
31,28,1,3,100000000
31,29,1,3,100000000
31,30,1,3,100000000
31,1,26,4,100000000
31,2,11,4,100000000
31,3,8,4,100000000
31,4,5,4,100000000
31,5,5,4,100000000
31,6,4,4,100000000
31,7,3,4,100000000
31,8,3,4,100000000
31,9,3,4,100000000
31,10,2,4,100000000
31,11,2,4,100000000
31,12,2,4,100000000
31,13,2,4,100000000
31,14,2,4,100000000
31,15,2,4,100000000
31,16,1,4,100000000
31,17,1,4,100000000
31,18,1,4,100000000
31,19,1,4,100000000
31,20,1,4,100000000
31,21,2,4,100000000
31,22,1,4,100000000
