s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.9374030,9, 100000000
radix,1,2.9374030,24, 100000000
quick,2,2.9230320,17, 100000000
radix,2,2.9230320,8, 100000000
quick,3,2.9024320,8, 100000000
radix,3,2.9024320,7, 100000000
quick,4,2.9250250,18, 100000000
radix,4,2.9250250,8, 100000000
quick,5,2.9187650,9, 100000000
radix,5,2.9187650,8, 100000000
quick,6,2.9026470,8, 100000000
radix,6,2.9026470,7, 100000000
quick,7,2.9268430,18, 100000000
radix,7,2.9268430,8, 100000000
quick,8,2.9113670,54, 100000000
radix,8,2.9113670,9, 100000000
quick,9,2.9388630,9, 100000000
radix,9,2.9388630,8, 100000000
quick,10,2.9258450,10, 100000000
radix,10,2.9258450,8, 100000000
quick,11,2.9228660,71, 100000000
radix,11,2.9228660,10, 100000000
quick,12,2.9220790,9, 100000000
radix,12,2.9220790,7, 100000000
quick,13,2.9199660,8, 100000000
radix,13,2.9199660,6, 100000000
quick,14,2.9144510,17, 100000000
radix,14,2.9144510,9, 100000000
quick,15,2.9191100,8, 100000000
radix,15,2.9191100,6, 100000000
quick,16,2.9217180,8, 100000000
radix,16,2.9217180,7, 100000000
quick,17,2.9309490,11, 100000000
radix,17,2.9309490,16, 100000000
quick,18,2.9150510,8, 100000000
radix,18,2.9150510,8, 100000000
quick,19,2.9284110,8, 100000000
radix,19,2.9284110,7, 100000000
quick,20,2.9350350,8, 100000000
radix,20,2.9350350,6, 100000000
quick,21,2.9319810,8, 100000000
radix,21,2.9319810,7, 100000000
quick,22,3.0091610,13, 100000000
radix,22,3.0091610,12, 100000000
quick,23,3.0086910,13, 100000000
radix,23,3.0086910,10, 100000000
quick,24,2.9560210,9, 100000000
radix,24,2.9560210,7, 100000000
quick,25,2.9237410,8, 100000000
radix,25,2.9237410,7, 100000000
quick,26,2.9180250,17, 100000000
radix,26,2.9180250,7, 100000000
quick,27,2.9248480,11, 100000000
radix,27,2.9248480,10, 100000000
quick,28,2.9253400,8, 100000000
radix,28,2.9253400,7, 100000000
quick,29,2.9180600,9, 100000000
radix,29,2.9180600,7, 100000000
quick,30,2.9491410,10, 100000000
radix,30,2.9491410,8, 100000000
quick,31,2.9343350,8, 100000000
radix,31,2.9343350,6, 100000000
quick,32,2.9175650,9, 100000000
radix,32,2.9175650,7, 100000000
quick,33,2.9946380,8, 100000000
radix,33,2.9946380,7, 100000000
quick,34,2.9641620,8, 100000000
radix,34,2.9641620,8, 100000000
quick,35,2.9215740,8, 100000000
radix,35,2.9215740,7, 100000000
quick,36,2.9252950,18, 100000000
radix,36,2.9252950,8, 100000000
quick,37,3.0165250,9, 100000000
radix,37,3.0165250,8, 100000000
quick,38,3.0689510,11, 100000000
radix,38,3.0689510,10, 100000000
quick,39,2.9576730,8, 100000000
radix,39,2.9576730,7, 100000000
quick,40,2.9493740,8, 100000000
radix,40,2.9493740,7, 100000000
quick,41,2.9595370,9, 100000000
radix,41,2.9595370,8, 100000000
quick,42,2.9631330,9, 100000000
radix,42,2.9631330,8, 100000000
quick,43,2.9767300,9, 100000000
radix,43,2.9767300,8, 100000000
quick,44,2.9727410,12, 100000000
radix,44,2.9727410,11, 100000000
quick,45,2.9595020,9, 100000000
radix,45,2.9595020,7, 100000000
quick,46,2.9476520,8, 100000000
radix,46,2.9476520,7, 100000000
