s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.8623700,25, 100000000
radix,1,2.8623700,8, 100000000
quick,2,2.8205110,10, 100000000
radix,2,2.8205110,10, 100000000
quick,3,2.8359220,21, 100000000
radix,3,2.8359220,13, 100000000
quick,4,2.8368800,20, 100000000
radix,4,2.8368800,13, 100000000
quick,5,2.8412070,9, 100000000
radix,5,2.8412070,8, 100000000
quick,6,2.8233400,16, 100000000
radix,6,2.8233400,9, 100000000
quick,7,2.8111850,9, 100000000
radix,7,2.8111850,8, 100000000
quick,8,2.8307270,16, 100000000
radix,8,2.8307270,10, 100000000
quick,9,2.8214740,9, 100000000
radix,9,2.8214740,50, 100000000
quick,10,2.8233890,9, 100000000
radix,10,2.8233890,9, 100000000
quick,11,2.8232330,17, 100000000
radix,11,2.8232330,10, 100000000
quick,12,2.8315530,9, 100000000
radix,12,2.8315530,19, 100000000
quick,13,2.8340820,8, 100000000
radix,13,2.8340820,8, 100000000
quick,14,2.8165890,9, 100000000
radix,14,2.8165890,8, 100000000
quick,15,2.8342050,8, 100000000
radix,15,2.8342050,8, 100000000
quick,16,2.8314670,8, 100000000
radix,16,2.8314670,8, 100000000
quick,17,2.8361600,8, 100000000
radix,17,2.8361600,8, 100000000
quick,18,2.8256470,9, 100000000
radix,18,2.8256470,8, 100000000
quick,19,2.8404990,8, 100000000
radix,19,2.8404990,8, 100000000
quick,20,2.8751800,9, 100000000
radix,20,2.8751800,9, 100000000
quick,21,2.8387380,9, 100000000
radix,21,2.8387380,8, 100000000
quick,22,2.8433010,17, 100000000
radix,22,2.8433010,11, 100000000
quick,23,2.8331470,8, 100000000
radix,23,2.8331470,8, 100000000
quick,24,2.8388160,16, 100000000
radix,24,2.8388160,10, 100000000
quick,25,2.8145550,19, 100000000
radix,25,2.8145550,10, 100000000
quick,26,2.8313930,9, 100000000
radix,26,2.8313930,9, 100000000
quick,27,2.8207450,8, 100000000
radix,27,2.8207450,8, 100000000
quick,28,2.8311700,9, 100000000
radix,28,2.8311700,9, 100000000
quick,29,2.8412760,12, 100000000
radix,29,2.8412760,29, 100000000
quick,30,2.8227530,9, 100000000
radix,30,2.8227530,8, 100000000
quick,31,2.8332760,9, 100000000
radix,31,2.8332760,8, 100000000
quick,32,2.8263010,19, 100000000
radix,32,2.8263010,11, 100000000
quick,33,2.8429170,9, 100000000
radix,33,2.8429170,9, 100000000
quick,34,2.8298180,9, 100000000
radix,34,2.8298180,8, 100000000
quick,35,2.8238800,9, 100000000
radix,35,2.8238800,9, 100000000
quick,36,2.8434520,9, 100000000
radix,36,2.8434520,9, 100000000
quick,37,2.8222530,9, 100000000
radix,37,2.8222530,8, 100000000
quick,38,2.8345200,9, 100000000
radix,38,2.8345200,9, 100000000
quick,39,2.8241200,9, 100000000
radix,39,2.8241200,9, 100000000
quick,40,2.8851450,9, 100000000
radix,40,2.8851450,8, 100000000
quick,41,2.8207010,11, 100000000
radix,41,2.8207010,10, 100000000
quick,42,2.8204270,42, 100000000
radix,42,2.8204270,10, 100000000
quick,43,2.8422930,18, 100000000
radix,43,2.8422930,12, 100000000
quick,44,2.8343280,9, 100000000
radix,44,2.8343280,9, 100000000
quick,45,2.8342500,10, 100000000
radix,45,2.8342500,10, 100000000
quick,46,2.8280090,8, 100000000
radix,46,2.8280090,9, 100000000
quick,47,2.8342880,9, 100000000
radix,47,2.8342880,9, 100000000
quick,48,2.8256600,19, 100000000
radix,48,2.8256600,157, 100000000
quick,49,2.8308460,9, 100000000
radix,49,2.8308460,8, 100000000
quick,50,2.8270170,17, 100000000
radix,50,2.8270170,12, 100000000
quick,51,2.8343510,9, 100000000
radix,51,2.8343510,8, 100000000
quick,52,2.8371310,8, 100000000
radix,52,2.8371310,8, 100000000
quick,53,2.8272450,9, 100000000
radix,53,2.8272450,9, 100000000
quick,54,2.8526200,17, 100000000
radix,54,2.8526200,10, 100000000
quick,55,2.8362890,8, 100000000
radix,55,2.8362890,8, 100000000
quick,56,2.8545040,11, 100000000
radix,56,2.8545040,11, 100000000
quick,57,2.8386260,17, 100000000
radix,57,2.8386260,10, 100000000
quick,58,2.8271810,11, 100000000
radix,58,2.8271810,18, 100000000
quick,59,2.8288010,8, 100000000
radix,59,2.8288010,8, 100000000
quick,60,2.8317830,16, 100000000
radix,60,2.8317830,9, 100000000
quick,61,2.8299240,9, 100000000
radix,61,2.8299240,9, 100000000
quick,62,2.8205620,8, 100000000
radix,62,2.8205620,8, 100000000
quick,63,2.8345470,9, 100000000
radix,63,2.8345470,8, 100000000
quick,64,2.8591040,11, 100000000
radix,64,2.8591040,10, 100000000
quick,65,2.8436890,17, 100000000
radix,65,2.8436890,11, 100000000
quick,66,2.8444030,8, 100000000
radix,66,2.8444030,8, 100000000
quick,67,2.8346600,12, 100000000
radix,67,2.8346600,12, 100000000
quick,68,2.8487360,8, 100000000
radix,68,2.8487360,8, 100000000
quick,69,2.8392500,14, 100000000
radix,69,2.8392500,13, 100000000
quick,70,2.8433310,11, 100000000
radix,70,2.8433310,11, 100000000
quick,71,2.8315930,8, 100000000
radix,71,2.8315930,9, 100000000
quick,72,2.8465820,9, 100000000
radix,72,2.8465820,9, 100000000
quick,73,2.8340740,9, 100000000
radix,73,2.8340740,8, 100000000
quick,74,2.8269930,20, 100000000
radix,74,2.8269930,11, 100000000
quick,75,2.8437400,11, 100000000
radix,75,2.8437400,11, 100000000
quick,76,2.8336820,13, 100000000
radix,76,2.8336820,13, 100000000
quick,77,2.8489820,8, 100000000
radix,77,2.8489820,9, 100000000
quick,78,2.8444730,9, 100000000
radix,78,2.8444730,8, 100000000
