s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.8022540,12, 100000000
radix,1,2.8022540,10, 100000000
quick,2,2.7771870,9, 100000000
radix,2,2.7771870,7, 100000000
quick,3,2.7850570,16, 100000000
radix,3,2.7850570,7, 100000000
quick,4,2.7694040,20, 100000000
radix,4,2.7694040,10, 100000000
quick,5,2.7773420,16, 100000000
radix,5,2.7773420,7, 100000000
quick,6,2.7644100,9, 100000000
radix,6,2.7644100,7, 100000000
quick,7,2.7809680,9, 100000000
radix,7,2.7809680,7, 100000000
quick,8,2.8151340,10, 100000000
radix,8,2.8151340,7, 100000000
quick,9,2.7886340,11, 100000000
radix,9,2.7886340,10, 100000000
quick,10,2.8050520,11, 100000000
radix,10,2.8050520,9, 100000000
quick,11,2.8112360,8, 100000000
radix,11,2.8112360,6, 100000000
quick,12,2.7696190,10, 100000000
radix,12,2.7696190,14, 100000000
quick,13,2.7788160,17, 100000000
radix,13,2.7788160,8, 100000000
quick,14,2.7833140,8, 100000000
radix,14,2.7833140,7, 100000000
quick,15,2.7676960,10, 100000000
radix,15,2.7676960,7, 100000000
quick,16,2.7773020,18, 100000000
radix,16,2.7773020,8, 100000000
quick,17,2.7806030,9, 100000000
radix,17,2.7806030,6, 100000000
quick,18,2.7736120,80, 100000000
radix,18,2.7736120,65, 100000000
quick,19,2.7768240,9, 100000000
radix,19,2.7768240,7, 100000000
quick,20,2.7711920,8, 100000000
radix,20,2.7711920,6, 100000000
quick,21,2.7796110,8, 100000000
radix,21,2.7796110,6, 100000000
quick,22,2.7847870,18, 100000000
radix,22,2.7847870,9, 100000000
quick,23,2.7908990,9, 100000000
radix,23,2.7908990,7, 100000000
quick,24,2.7757830,9, 100000000
radix,24,2.7757830,7, 100000000
quick,25,2.7823160,9, 100000000
radix,25,2.7823160,6, 100000000
quick,26,2.7728760,15, 100000000
radix,26,2.7728760,7, 100000000
quick,27,2.7862670,18, 100000000
radix,27,2.7862670,9, 100000000
quick,28,2.7713480,9, 100000000
radix,28,2.7713480,7, 100000000
quick,29,2.7810210,16, 100000000
radix,29,2.7810210,7, 100000000
quick,30,2.9751560,9, 100000000
radix,30,2.9751560,7, 100000000
quick,31,2.7705000,9, 100000000
radix,31,2.7705000,6, 100000000
quick,32,2.7806620,9, 100000000
radix,32,2.7806620,7, 100000000
quick,33,2.7728810,9, 100000000
radix,33,2.7728810,7, 100000000
quick,34,2.7652200,8, 100000000
radix,34,2.7652200,6, 100000000
quick,35,2.7647540,8, 100000000
radix,35,2.7647540,7, 100000000
quick,36,2.7715890,14, 100000000
radix,36,2.7715890,9, 100000000
quick,37,2.7774750,8, 100000000
radix,37,2.7774750,41, 100000000
quick,38,2.7730280,19, 100000000
radix,38,2.7730280,9, 100000000
quick,39,2.7723760,17, 100000000
radix,39,2.7723760,6, 100000000
quick,40,2.7659890,10, 100000000
radix,40,2.7659890,7, 100000000
quick,41,2.7796590,9, 100000000
radix,41,2.7796590,8, 100000000
quick,42,2.7573750,8, 100000000
radix,42,2.7573750,7, 100000000
quick,43,2.7829240,9, 100000000
radix,43,2.7829240,7, 100000000
quick,44,2.7691370,20, 100000000
radix,44,2.7691370,10, 100000000
quick,45,2.7980000,10, 100000000
radix,45,2.7980000,8, 100000000
quick,46,2.8316900,8, 100000000
radix,46,2.8316900,6, 100000000
quick,47,2.9973570,9, 100000000
radix,47,2.9973570,6, 100000000
quick,48,2.7885800,15, 100000000
radix,48,2.7885800,12, 100000000
quick,49,2.7565120,18, 100000000
radix,49,2.7565120,8, 100000000
quick,50,2.7840980,17, 100000000
radix,50,2.7840980,9, 100000000
quick,51,2.7654250,9, 100000000
radix,51,2.7654250,7, 100000000
quick,52,2.7680200,12, 100000000
radix,52,2.7680200,9, 100000000
quick,53,2.7660770,20, 100000000
radix,53,2.7660770,40, 100000000
quick,54,2.7696460,9, 100000000
radix,54,2.7696460,7, 100000000
quick,55,2.7846270,19, 100000000
radix,55,2.7846270,12, 100000000
quick,56,2.7788280,9, 100000000
radix,56,2.7788280,6, 100000000
quick,57,2.7732860,10, 100000000
radix,57,2.7732860,43, 100000000
quick,58,2.7660760,17, 100000000
radix,58,2.7660760,9, 100000000
quick,59,2.7770940,9, 100000000
radix,59,2.7770940,7, 100000000
quick,60,2.7862240,11, 100000000
radix,60,2.7862240,8, 100000000
quick,61,2.7937080,9, 100000000
radix,61,2.7937080,6, 100000000
quick,62,2.7658760,16, 100000000
radix,62,2.7658760,8, 100000000
quick,63,2.7799600,10, 100000000
radix,63,2.7799600,28, 100000000
quick,64,2.8101740,13, 100000000
radix,64,2.8101740,10, 100000000
quick,65,2.7608190,9, 100000000
radix,65,2.7608190,7, 100000000
quick,66,2.7798660,8, 100000000
radix,66,2.7798660,7, 100000000
quick,67,2.7749770,10, 100000000
radix,67,2.7749770,20, 100000000
quick,68,2.7868980,9, 100000000
radix,68,2.7868980,7, 100000000
quick,69,2.7715370,8, 100000000
radix,69,2.7715370,6, 100000000
quick,70,2.7665140,8, 100000000
radix,70,2.7665140,6, 100000000
quick,71,2.7633690,9, 100000000
radix,71,2.7633690,8, 100000000
quick,72,2.7697270,17, 100000000
radix,72,2.7697270,8, 100000000
quick,73,2.7636780,8, 100000000
radix,73,2.7636780,6, 100000000
quick,74,2.7949300,27, 100000000
radix,74,2.7949300,9, 100000000
quick,75,2.8027130,12, 100000000
radix,75,2.8027130,10, 100000000
quick,76,2.7656230,8, 100000000
radix,76,2.7656230,7, 100000000
quick,77,2.7970460,18, 100000000
radix,77,2.7970460,7, 100000000
quick,78,2.7644470,9, 100000000
radix,78,2.7644470,6, 100000000
quick,79,2.7725810,8, 100000000
radix,79,2.7725810,6, 100000000
quick,80,2.7822750,9, 100000000
radix,80,2.7822750,6, 100000000
quick,81,2.7552280,45, 100000000
radix,81,2.7552280,10, 100000000
quick,82,2.7880130,10, 100000000
radix,82,2.7880130,7, 100000000
quick,83,2.7721740,16, 100000000
radix,83,2.7721740,7, 100000000
quick,84,2.7792290,10, 100000000
radix,84,2.7792290,7, 100000000
quick,85,2.7755040,17, 100000000
radix,85,2.7755040,8, 100000000
quick,86,2.7741370,8, 100000000
radix,86,2.7741370,6, 100000000
quick,87,2.7841340,8, 100000000
radix,87,2.7841340,7, 100000000
quick,88,2.7704430,24, 100000000
radix,88,2.7704430,10, 100000000
quick,89,2.7682780,23, 100000000
radix,89,2.7682780,8, 100000000
quick,90,2.7715590,9, 100000000
radix,90,2.7715590,6, 100000000
quick,91,2.7709270,8, 100000000
radix,91,2.7709270,6, 100000000
quick,92,2.7724610,19, 100000000
radix,92,2.7724610,14, 100000000
quick,93,2.7724760,11, 100000000
radix,93,2.7724760,9, 100000000
quick,94,2.7638630,9, 100000000
radix,94,2.7638630,7, 100000000
quick,95,2.7790090,14, 100000000
radix,95,2.7790090,11, 100000000
quick,96,2.7755090,8, 100000000
radix,96,2.7755090,6, 100000000
quick,97,2.7660380,8, 100000000
radix,97,2.7660380,6, 100000000
quick,98,2.7627610,9, 100000000
radix,98,2.7627610,6, 100000000
quick,99,2.7637600,11, 100000000
