s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.8753740,10, 100000000
radix,1,2.8753740,12, 100000000
quick,2,2.8530620,9, 100000000
radix,2,2.8530620,8, 100000000
quick,3,2.8537350,11, 100000000
radix,3,2.8537350,20, 100000000
quick,4,2.8477720,9, 100000000
radix,4,2.8477720,9, 100000000
quick,5,2.8468930,19, 100000000
radix,5,2.8468930,11, 100000000
quick,6,2.8497980,19, 100000000
radix,6,2.8497980,12, 100000000
quick,7,2.8538370,17, 100000000
radix,7,2.8538370,45, 100000000
quick,8,2.8462200,17, 100000000
radix,8,2.8462200,11, 100000000
quick,9,2.8507700,9, 100000000
radix,9,2.8507700,9, 100000000
quick,10,2.8577690,10, 100000000
radix,10,2.8577690,9, 100000000
quick,11,2.8497430,8, 100000000
radix,11,2.8497430,8, 100000000
quick,12,2.8602420,9, 100000000
radix,12,2.8602420,8, 100000000
quick,13,2.8475110,17, 100000000
radix,13,2.8475110,9, 100000000
quick,14,2.8578150,10, 100000000
radix,14,2.8578150,11, 100000000
quick,15,2.8576100,9, 100000000
radix,15,2.8576100,9, 100000000
quick,16,2.8584650,10, 100000000
radix,16,2.8584650,9, 100000000
quick,17,2.8578430,18, 100000000
radix,17,2.8578430,11, 100000000
quick,18,2.8424160,8, 100000000
radix,18,2.8424160,9, 100000000
quick,19,2.8388180,9, 100000000
radix,19,2.8388180,8, 100000000
quick,20,2.8489540,19, 100000000
radix,20,2.8489540,11, 100000000
quick,21,2.8582500,9, 100000000
radix,21,2.8582500,8, 100000000
quick,22,2.8459100,9, 100000000
radix,22,2.8459100,8, 100000000
quick,23,2.8461490,19, 100000000
radix,23,2.8461490,35, 100000000
quick,24,2.8514530,18, 100000000
radix,24,2.8514530,11, 100000000
quick,25,2.8433320,8, 100000000
radix,25,2.8433320,8, 100000000
quick,26,2.8601150,8, 100000000
radix,26,2.8601150,25, 100000000
quick,27,2.8327790,17, 100000000
radix,27,2.8327790,19, 100000000
quick,28,2.8514010,17, 100000000
radix,28,2.8514010,10, 100000000
quick,29,2.8550090,8, 100000000
radix,29,2.8550090,8, 100000000
quick,30,2.8527490,10, 100000000
radix,30,2.8527490,11, 100000000
quick,31,2.8549800,9, 100000000
radix,31,2.8549800,8, 100000000
quick,32,2.8556690,8, 100000000
radix,32,2.8556690,9, 100000000
quick,33,2.8668190,10, 100000000
radix,33,2.8668190,10, 100000000
quick,34,2.8492770,8, 100000000
radix,34,2.8492770,10, 100000000
quick,35,2.8571220,19, 100000000
radix,35,2.8571220,12, 100000000
quick,36,2.8420580,16, 100000000
radix,36,2.8420580,10, 100000000
quick,37,2.8469500,90, 100000000
radix,37,2.8469500,9, 100000000
quick,38,2.8510830,8, 100000000
radix,38,2.8510830,9, 100000000
quick,39,2.8457100,60, 100000000
radix,39,2.8457100,12, 100000000
quick,40,2.8427470,19, 100000000
radix,40,2.8427470,48, 100000000
quick,41,2.8430820,9, 100000000
radix,41,2.8430820,9, 100000000
quick,42,2.8668440,59, 100000000
radix,42,2.8668440,9, 100000000
quick,43,2.8451450,19, 100000000
radix,43,2.8451450,11, 100000000
quick,44,2.8550090,10, 100000000
radix,44,2.8550090,9, 100000000
quick,45,2.8627950,39, 100000000
radix,45,2.8627950,26, 100000000
quick,46,2.9222750,44, 100000000
radix,46,2.9222750,9, 100000000
quick,47,2.9309050,20, 100000000
radix,47,2.9309050,42, 100000000
quick,48,2.8917610,19, 100000000
radix,48,2.8917610,12, 100000000
quick,49,2.8922430,8, 100000000
radix,49,2.8922430,8, 100000000
quick,50,2.8667700,8, 100000000
radix,50,2.8667700,8, 100000000
quick,51,2.8758850,17, 100000000
radix,51,2.8758850,53, 100000000
quick,52,2.8836370,19, 100000000
radix,52,2.8836370,12, 100000000
quick,53,2.8837670,17, 100000000
radix,53,2.8837670,11, 100000000
quick,54,2.8902930,8, 100000000
radix,54,2.8902930,8, 100000000
quick,55,2.8740050,25, 100000000
radix,55,2.8740050,10, 100000000
quick,56,2.8893610,9, 100000000
