s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.7847990,8, 100000000
radix,1,2.7847990,7, 100000000
quick,2,2.7604970,9, 100000000
radix,2,2.7604970,6, 100000000
quick,3,2.7710410,8, 100000000
radix,3,2.7710410,6, 100000000
quick,4,2.7553620,11, 100000000
radix,4,2.7553620,18, 100000000
quick,5,2.7499360,14, 100000000
radix,5,2.7499360,10, 100000000
quick,6,2.7602020,49, 100000000
radix,6,2.7602020,17, 100000000
quick,7,2.7704470,9, 100000000
radix,7,2.7704470,13, 100000000
quick,8,2.7825250,11, 100000000
radix,8,2.7825250,8, 100000000
quick,9,2.7947790,17, 100000000
radix,9,2.7947790,8, 100000000
quick,10,2.7658350,8, 100000000
radix,10,2.7658350,7, 100000000
quick,11,2.7524840,8, 100000000
radix,11,2.7524840,6, 100000000
quick,12,2.7689840,8, 100000000
radix,12,2.7689840,6, 100000000
quick,13,2.7447290,9, 100000000
radix,13,2.7447290,7, 100000000
quick,14,2.7375830,8, 100000000
radix,14,2.7375830,6, 100000000
quick,15,2.7393880,8, 100000000
radix,15,2.7393880,6, 100000000
quick,16,2.7297860,8, 100000000
radix,16,2.7297860,6, 100000000
quick,17,2.7387900,8, 100000000
radix,17,2.7387900,6, 100000000
quick,18,2.7313300,8, 100000000
radix,18,2.7313300,6, 100000000
quick,19,2.7389540,8, 100000000
radix,19,2.7389540,6, 100000000
quick,20,2.7323980,17, 100000000
radix,20,2.7323980,6, 100000000
quick,21,2.7284090,17, 100000000
radix,21,2.7284090,7, 100000000
quick,22,2.7334270,16, 100000000
radix,22,2.7334270,7, 100000000
quick,23,2.7531140,11, 100000000
radix,23,2.7531140,9, 100000000
quick,24,2.7466010,9, 100000000
radix,24,2.7466010,6, 100000000
quick,25,2.7362730,8, 100000000
radix,25,2.7362730,6, 100000000
quick,26,2.7457030,8, 100000000
radix,26,2.7457030,6, 100000000
quick,27,2.7370320,8, 100000000
radix,27,2.7370320,6, 100000000
quick,28,2.7348100,8, 100000000
radix,28,2.7348100,6, 100000000
quick,29,2.7339640,9, 100000000
radix,29,2.7339640,6, 100000000
quick,30,2.7290820,19, 100000000
radix,30,2.7290820,9, 100000000
quick,31,2.7208930,8, 100000000
radix,31,2.7208930,6, 100000000
quick,32,2.7377200,8, 100000000
radix,32,2.7377200,6, 100000000
quick,33,2.7391060,9, 100000000
radix,33,2.7391060,6, 100000000
quick,34,2.7266170,17, 100000000
radix,34,2.7266170,8, 100000000
quick,35,2.7338810,8, 100000000
radix,35,2.7338810,6, 100000000
quick,36,2.7260410,8, 100000000
radix,36,2.7260410,6, 100000000
quick,37,2.7319400,18, 100000000
radix,37,2.7319400,8, 100000000
quick,38,2.7253890,9, 100000000
radix,38,2.7253890,6, 100000000
quick,39,2.7366630,8, 100000000
radix,39,2.7366630,6, 100000000
quick,40,2.7319100,8, 100000000
radix,40,2.7319100,6, 100000000
quick,41,2.7350640,9, 100000000
radix,41,2.7350640,6, 100000000
quick,42,2.7279960,8, 100000000
radix,42,2.7279960,7, 100000000
quick,43,2.7458110,18, 100000000
radix,43,2.7458110,8, 100000000
quick,44,2.7479090,9, 100000000
radix,44,2.7479090,6, 100000000
