s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,3.1495320,19, 100000000
radix,1,3.1495320,8, 100000000
quick,2,3.0849930,8, 100000000
radix,2,3.0849930,23, 100000000
quick,3,3.1268460,11, 100000000
radix,3,3.1268460,9, 100000000
quick,4,3.1302800,15, 100000000
radix,4,3.1302800,20, 100000000
quick,5,3.2032770,19, 100000000
radix,5,3.2032770,64, 100000000
quick,6,3.1212580,11, 100000000
radix,6,3.1212580,9, 100000000
quick,7,3.1317530,20, 100000000
radix,7,3.1317530,9, 100000000
quick,8,3.1332070,11, 100000000
radix,8,3.1332070,8, 100000000
quick,9,3.1070590,18, 100000000
radix,9,3.1070590,8, 100000000
quick,10,3.1952210,11, 100000000
radix,10,3.1952210,9, 100000000
quick,11,3.0852850,10, 100000000
radix,11,3.0852850,7, 100000000
quick,12,3.1039710,14, 100000000
radix,12,3.1039710,10, 100000000
quick,13,3.1415630,10, 100000000
radix,13,3.1415630,8, 100000000
quick,14,3.1399810,18, 100000000
radix,14,3.1399810,8, 100000000
quick,15,3.0993530,11, 100000000
radix,15,3.0993530,7, 100000000
quick,16,3.1292460,11, 100000000
radix,16,3.1292460,18, 100000000
quick,17,3.0537830,11, 100000000
radix,17,3.0537830,8, 100000000
quick,18,3.1124440,12, 100000000
radix,18,3.1124440,10, 100000000
quick,19,3.1384290,106, 100000000
radix,19,3.1384290,11, 100000000
quick,20,3.1430650,60, 100000000
radix,20,3.1430650,8, 100000000
quick,21,3.1104880,49, 100000000
radix,21,3.1104880,11, 100000000
quick,22,3.1478390,13, 100000000
radix,22,3.1478390,11, 100000000
quick,23,3.0739320,11, 100000000
radix,23,3.0739320,8, 100000000
quick,24,3.1549060,15, 100000000
radix,24,3.1549060,11, 100000000
quick,25,3.0595550,11, 100000000
radix,25,3.0595550,8, 100000000
quick,26,3.1535330,20, 100000000
radix,26,3.1535330,9, 100000000
quick,27,3.0815400,11, 100000000
radix,27,3.0815400,9, 100000000
quick,28,3.0831520,10, 100000000
radix,28,3.0831520,7, 100000000
quick,29,3.1308100,12, 100000000
radix,29,3.1308100,9, 100000000
quick,30,3.1112300,15, 100000000
radix,30,3.1112300,11, 100000000
quick,31,3.1129850,11, 100000000
radix,31,3.1129850,8, 100000000
quick,32,3.0791600,11, 100000000
radix,32,3.0791600,9, 100000000
quick,33,3.0699600,18, 100000000
radix,33,3.0699600,7, 100000000
quick,34,3.1284310,17, 100000000
radix,34,3.1284310,7, 100000000
quick,35,3.0577680,13, 100000000
radix,35,3.0577680,10, 100000000
quick,36,3.0171130,19, 100000000
radix,36,3.0171130,9, 100000000
quick,37,3.0582250,12, 100000000
radix,37,3.0582250,9, 100000000
quick,38,3.0905430,13, 100000000
radix,38,3.0905430,10, 100000000
quick,39,3.1189170,22, 100000000
radix,39,3.1189170,11, 100000000
quick,40,3.0881980,10, 100000000
radix,40,3.0881980,8, 100000000
quick,41,3.1356770,17, 100000000
radix,41,3.1356770,7, 100000000
quick,42,3.0762530,15, 100000000
radix,42,3.0762530,11, 100000000
quick,43,3.1119140,12, 100000000
radix,43,3.1119140,8, 100000000
quick,44,3.0551250,13, 100000000
radix,44,3.0551250,10, 100000000
quick,45,3.1377020,9, 100000000
radix,45,3.1377020,7, 100000000
quick,46,3.2195240,20, 100000000
radix,46,3.2195240,12, 100000000
quick,47,3.2349450,17, 100000000
radix,47,3.2349450,8, 100000000
quick,48,3.1608610,17, 100000000
radix,48,3.1608610,7, 100000000
quick,49,3.1942410,12, 100000000
radix,49,3.1942410,9, 100000000
quick,50,3.1408180,17, 100000000
radix,50,3.1408180,7, 100000000
quick,51,3.1245890,12, 100000000
radix,51,3.1245890,9, 100000000
quick,52,3.1137780,19, 100000000
radix,52,3.1137780,14, 100000000
quick,53,3.0776700,18, 100000000
radix,53,3.0776700,8, 100000000
quick,54,3.1336660,22, 100000000
radix,54,3.1336660,9, 100000000
quick,55,3.0756500,18, 100000000
radix,55,3.0756500,9, 100000000
quick,56,3.0548870,10, 100000000
radix,56,3.0548870,8, 100000000
quick,57,3.0469750,12, 100000000
radix,57,3.0469750,8, 100000000
quick,58,3.0699190,10, 100000000
radix,58,3.0699190,8, 100000000
quick,59,3.0970520,11, 100000000
radix,59,3.0970520,8, 100000000
quick,60,3.1623080,18, 100000000
radix,60,3.1623080,8, 100000000
quick,61,3.1367080,10, 100000000
radix,61,3.1367080,7, 100000000
quick,62,3.1541820,18, 100000000
radix,62,3.1541820,7, 100000000
quick,63,3.2681920,69, 100000000
radix,63,3.2681920,11, 100000000
quick,64,3.1352650,13, 100000000
radix,64,3.1352650,9, 100000000
quick,65,3.1590360,19, 100000000
radix,65,3.1590360,9, 100000000
quick,66,3.1355780,20, 100000000
radix,66,3.1355780,10, 100000000
quick,67,3.1034480,10, 100000000
radix,67,3.1034480,7, 100000000
quick,68,3.1274070,10, 100000000
radix,68,3.1274070,9, 100000000
quick,69,3.1681590,17, 100000000
radix,69,3.1681590,39, 100000000
quick,70,3.1374850,21, 100000000
radix,70,3.1374850,10, 100000000
quick,71,3.1430680,20, 100000000
radix,71,3.1430680,10, 100000000
quick,72,3.1386160,21, 100000000
radix,72,3.1386160,11, 100000000
quick,73,3.0580360,28, 100000000
radix,73,3.0580360,8, 100000000
quick,74,3.0975020,18, 100000000
radix,74,3.0975020,9, 100000000
quick,75,3.0708520,10, 100000000
radix,75,3.0708520,8, 100000000
quick,76,3.1066390,21, 100000000
radix,76,3.1066390,10, 100000000
quick,77,3.1255000,18, 100000000
radix,77,3.1255000,8, 100000000
quick,78,3.1024090,16, 100000000
radix,78,3.1024090,11, 100000000
quick,79,3.1456060,18, 100000000
radix,79,3.1456060,8, 100000000
quick,80,3.1296980,11, 100000000
radix,80,3.1296980,10, 100000000
quick,81,3.0950540,19, 100000000
radix,81,3.0950540,9, 100000000
quick,82,3.0855420,15, 100000000
radix,82,3.0855420,10, 100000000
quick,83,3.0643810,44, 100000000
radix,83,3.0643810,25, 100000000
quick,84,3.0317270,23, 100000000
radix,84,3.0317270,15, 100000000
quick,85,3.0867820,15, 100000000
radix,85,3.0867820,10, 100000000
quick,86,3.1392750,11, 100000000
radix,86,3.1392750,8, 100000000
quick,87,3.1318110,17, 100000000
radix,87,3.1318110,12, 100000000
quick,88,3.1221810,26, 100000000
radix,88,3.1221810,20, 100000000
quick,89,3.1486440,11, 100000000
radix,89,3.1486440,9, 100000000
quick,90,3.0852340,10, 100000000
radix,90,3.0852340,8, 100000000
quick,91,3.0907660,11, 100000000
radix,91,3.0907660,25, 100000000
quick,92,3.0564630,11, 100000000
radix,92,3.0564630,8, 100000000
quick,93,3.1580810,12, 100000000
radix,93,3.1580810,11, 100000000
quick,94,3.1284180,23, 100000000
radix,94,3.1284180,13, 100000000
quick,95,3.1318180,18, 100000000
radix,95,3.1318180,8, 100000000
quick,96,3.1188630,14, 100000000
radix,96,3.1188630,12, 100000000
quick,97,3.1389150,13, 100000000
radix,97,3.1389150,10, 100000000
quick,98,3.1335550,13, 100000000
radix,98,3.1335550,10, 100000000
quick,99,3.0731590,17, 100000000
radix,99,3.0731590,7, 100000000
quick,100,3.1136030,12, 100000000
radix,100,3.1136030,10, 100000000
