n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
40,1,35,1, 1000000
40,2,14,1, 1000000
40,3,9,1, 1000000
40,4,7,1, 1000000
40,5,5,1, 1000000
40,6,6,1, 1000000
40,7,5,1, 1000000
40,8,4,1, 1000000
40,9,4,1, 1000000
40,10,4,1, 1000000
40,11,3,1, 1000000
40,12,3,1, 1000000
40,13,2,1, 1000000
40,14,2,1, 1000000
40,15,2,1, 1000000
40,16,2,1, 1000000
40,17,2,1, 1000000
40,18,2,1, 1000000
40,19,2,1, 1000000
40,20,2,1, 1000000
40,21,2,1, 1000000
40,22,1,1, 1000000
40,23,1,1, 1000000
40,24,1,1, 1000000
40,25,1,1, 1000000
40,26,1,1, 1000000
40,27,1,1, 1000000
40,28,1,1, 1000000
40,29,1,1, 1000000
40,30,1,1, 1000000
40,31,1,1, 1000000
40,32,1,1, 1000000
40,33,1,1, 1000000
40,34,1,1, 1000000
40,35,1,1, 1000000
40,36,1,1, 1000000
40,37,1,1, 1000000
40,38,1,1, 1000000
40,39,1,1, 1000000
40,40,1,1, 1000000
40,41,1,1, 1000000
40,1,37,2, 1000000
40,2,13,2, 1000000
40,3,17,2, 1000000
40,4,6,2, 1000000
40,5,5,2, 1000000
40,6,4,2, 1000000
40,7,4,2, 1000000
40,8,3,2, 1000000
40,9,3,2, 1000000
40,10,3,2, 1000000
40,11,2,2, 1000000
40,12,2,2, 1000000
40,13,2,2, 1000000
40,14,2,2, 1000000
40,15,2,2, 1000000
40,16,1,2, 1000000
40,17,2,2, 1000000
40,18,2,2, 1000000
40,19,2,2, 1000000
40,20,1,2, 1000000
40,21,2,2, 1000000
40,22,1,2, 1000000
40,23,1,2, 1000000
40,24,1,2, 1000000
40,25,1,2, 1000000
40,26,1,2, 1000000
40,27,1,2, 1000000
40,28,1,2, 1000000
40,29,1,2, 1000000
40,30,1,2, 1000000
40,31,1,2, 1000000
40,32,1,2, 1000000
40,33,1,2, 1000000
40,34,1,2, 1000000
40,35,1,2, 1000000
40,36,1,2, 1000000
40,37,1,2, 1000000
40,38,1,2, 1000000
40,39,1,2, 1000000
40,40,1,2, 1000000
40,41,1,2, 1000000
40,1,38,3, 1000000
40,2,15,3, 1000000
40,3,18,3, 1000000
40,4,6,3, 1000000
40,5,5,3, 1000000
40,6,4,3, 1000000
40,7,4,3, 1000000
40,8,3,3, 1000000
40,9,3,3, 1000000
40,10,3,3, 1000000
40,11,2,3, 1000000
40,12,2,3, 1000000
40,13,2,3, 1000000
40,14,2,3, 1000000
40,15,2,3, 1000000
40,16,1,3, 1000000
40,17,2,3, 1000000
40,18,1,3, 1000000
40,19,1,3, 1000000
40,20,1,3, 1000000
40,21,1,3, 1000000
40,22,1,3, 1000000
40,23,1,3, 1000000
40,24,1,3, 1000000
40,25,1,3, 1000000
40,26,1,3, 1000000
40,27,1,3, 1000000
40,28,1,3, 1000000
40,29,1,3, 1000000
40,30,1,3, 1000000
40,31,1,3, 1000000
40,32,1,3, 1000000
40,33,1,3, 1000000
40,34,1,3, 1000000
40,35,1,3, 1000000
40,36,1,3, 1000000
40,37,1,3, 1000000
40,38,1,3, 1000000
40,39,1,3, 1000000
40,40,1,3, 1000000
40,41,1,3, 1000000
40,1,27,4, 1000000
40,2,12,4, 1000000
40,3,8,4, 1000000
40,4,6,4, 1000000
40,5,5,4, 1000000
40,6,4,4, 1000000
40,7,4,4, 1000000
40,8,3,4, 1000000
40,9,3,4, 1000000
40,10,3,4, 1000000
40,11,2,4, 1000000
40,12,2,4, 1000000
40,13,2,4, 1000000
40,14,2,4, 1000000
40,15,2,4, 1000000
40,16,1,4, 1000000
40,17,1,4, 1000000
40,18,1,4, 1000000
40,19,1,4, 1000000
40,20,2,4, 1000000
40,21,1,4, 1000000
40,22,1,4, 1000000
40,23,1,4, 1000000
40,24,1,4, 1000000
40,25,1,4, 1000000
40,26,1,4, 1000000
40,27,1,4, 1000000
40,28,1,4, 1000000
40,29,1,4, 1000000
40,30,1,4, 1000000
40,31,1,4, 1000000
40,32,1,4, 1000000
40,33,1,4, 1000000
40,34,1,4, 1000000
40,35,1,4, 1000000
40,36,1,4, 1000000
40,37,1,4, 1000000
40,38,1,4, 1000000
40,39,1,4, 1000000
40,40,1,4, 1000000
40,41,1,4, 1000000
40,1,27,5, 1000000
40,2,12,5, 1000000
40,3,9,5, 1000000
40,4,6,5, 1000000
40,5,5,5, 1000000
40,6,4,5, 1000000
40,7,4,5, 1000000
40,8,3,5, 1000000
40,9,3,5, 1000000
40,10,3,5, 1000000
40,11,2,5, 1000000
40,12,33,5, 1000000
40,13,2,5, 1000000
40,14,2,5, 1000000
40,15,2,5, 1000000
40,16,1,5, 1000000
40,17,1,5, 1000000
40,18,1,5, 1000000
40,19,1,5, 1000000
40,20,1,5, 1000000
40,21,1,5, 1000000
40,22,1,5, 1000000
40,23,1,5, 1000000
40,24,1,5, 1000000
40,25,1,5, 1000000
40,26,1,5, 1000000
40,27,1,5, 1000000
40,28,1,5, 1000000
40,29,1,5, 1000000
40,30,1,5, 1000000
40,31,1,5, 1000000
40,32,1,5, 1000000
40,33,1,5, 1000000
40,34,1,5, 1000000
40,35,1,5, 1000000
40,36,1,5, 1000000
40,37,1,5, 1000000
40,38,0,5, 1000000
40,39,1,5, 1000000
40,40,1,5, 1000000
40,41,1,5, 1000000
40,1,57,6, 1000000
40,2,12,6, 1000000
40,3,8,6, 1000000
40,4,6,6, 1000000
40,5,5,6, 1000000
40,6,4,6, 1000000
40,7,4,6, 1000000
40,8,3,6, 1000000
40,9,3,6, 1000000
40,10,3,6, 1000000
40,11,2,6, 1000000
40,12,2,6, 1000000
40,13,2,6, 1000000
40,14,2,6, 1000000
40,15,2,6, 1000000
40,16,1,6, 1000000
40,17,1,6, 1000000
40,18,1,6, 1000000
40,19,2,6, 1000000
40,20,1,6, 1000000
40,21,1,6, 1000000
40,22,1,6, 1000000
40,23,1,6, 1000000
40,24,1,6, 1000000
40,25,1,6, 1000000
40,26,1,6, 1000000
40,27,1,6, 1000000
40,28,1,6, 1000000
40,29,1,6, 1000000
40,30,1,6, 1000000
40,31,1,6, 1000000
