n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
19,1,41,1, 1000000
19,2,15,1, 1000000
19,3,11,1, 1000000
19,4,8,1, 1000000
19,5,6,1, 1000000
19,6,44,1, 1000000
19,7,41,1, 1000000
19,8,3,1, 1000000
19,9,3,1, 1000000
19,10,3,1, 1000000
19,11,2,1, 1000000
19,12,2,1, 1000000
19,13,2,1, 1000000
19,14,2,1, 1000000
19,15,2,1, 1000000
19,16,1,1, 1000000
19,17,1,1, 1000000
19,18,2,1, 1000000
19,19,1,1, 1000000
19,20,1,1, 1000000
19,1,39,2, 1000000
19,2,22,2, 1000000
19,3,8,2, 1000000
19,4,6,2, 1000000
19,5,5,2, 1000000
19,6,4,2, 1000000
19,7,4,2, 1000000
19,8,3,2, 1000000
19,9,3,2, 1000000
19,10,3,2, 1000000
19,11,2,2, 1000000
19,12,2,2, 1000000
19,13,2,2, 1000000
19,14,2,2, 1000000
19,15,2,2, 1000000
19,16,2,2, 1000000
19,17,2,2, 1000000
19,18,2,2, 1000000
19,19,2,2, 1000000
19,20,1,2, 1000000
19,1,35,3, 1000000
19,2,19,3, 1000000
19,3,15,3, 1000000
19,4,11,3, 1000000
19,5,9,3, 1000000
19,6,7,3, 1000000
19,7,7,3, 1000000
19,8,5,3, 1000000
19,9,5,3, 1000000
19,10,5,3, 1000000
19,11,4,3, 1000000
19,12,4,3, 1000000
19,13,3,3, 1000000
19,14,3,3, 1000000
19,15,3,3, 1000000
19,16,3,3, 1000000
19,17,3,3, 1000000
19,18,3,3, 1000000
19,19,2,3, 1000000
19,20,2,3, 1000000
19,1,27,4, 1000000
19,2,12,4, 1000000
19,3,8,4, 1000000
19,4,6,4, 1000000
19,5,5,4, 1000000
19,6,4,4, 1000000
19,7,4,4, 1000000
19,8,3,4, 1000000
19,9,3,4, 1000000
19,10,3,4, 1000000
19,11,2,4, 1000000
19,12,2,4, 1000000
19,13,2,4, 1000000
19,14,2,4, 1000000
19,15,2,4, 1000000
19,16,1,4, 1000000
19,17,1,4, 1000000
19,18,2,4, 1000000
19,19,1,4, 1000000
19,20,1,4, 1000000
19,1,38,5, 1000000
19,2,22,5, 1000000
19,3,8,5, 1000000
19,4,6,5, 1000000
19,5,5,5, 1000000
19,6,4,5, 1000000
19,7,4,5, 1000000
19,8,3,5, 1000000
19,9,3,5, 1000000
19,10,3,5, 1000000
19,11,2,5, 1000000
19,12,2,5, 1000000
19,13,2,5, 1000000
19,14,2,5, 1000000
19,15,2,5, 1000000
19,16,1,5, 1000000
19,17,1,5, 1000000
19,18,1,5, 1000000
19,19,2,5, 1000000
19,20,2,5, 1000000
19,1,65,6, 1000000
19,2,24,6, 1000000
19,3,9,6, 1000000
19,4,7,6, 1000000
19,5,6,6, 1000000
19,6,5,6, 1000000
19,7,5,6, 1000000
19,8,4,6, 1000000
19,9,3,6, 1000000
19,10,3,6, 1000000
19,11,3,6, 1000000
19,12,3,6, 1000000
19,13,2,6, 1000000
19,14,2,6, 1000000
19,15,2,6, 1000000
19,16,2,6, 1000000
19,17,2,6, 1000000
19,18,2,6, 1000000
19,19,2,6, 1000000
19,20,2,6, 1000000
19,1,52,7, 1000000
19,2,17,7, 1000000
19,3,13,7, 1000000
19,4,9,7, 1000000
19,5,53,7, 1000000
19,6,7,7, 1000000
19,7,13,7, 1000000
19,8,4,7, 1000000
19,9,4,7, 1000000
19,10,3,7, 1000000
19,11,3,7, 1000000
19,12,3,7, 1000000
19,13,2,7, 1000000
19,14,2,7, 1000000
19,15,2,7, 1000000
19,16,2,7, 1000000
19,17,2,7, 1000000
19,18,2,7, 1000000
19,19,2,7, 1000000
19,20,2,7, 1000000
19,1,42,8, 1000000
19,2,17,8, 1000000
19,3,72,8, 1000000
19,4,6,8, 1000000
19,5,5,8, 1000000
19,6,4,8, 1000000
19,7,4,8, 1000000
19,8,3,8, 1000000
19,9,3,8, 1000000
19,10,3,8, 1000000
19,11,2,8, 1000000
19,12,2,8, 1000000
19,13,2,8, 1000000
19,14,2,8, 1000000
19,15,2,8, 1000000
19,16,2,8, 1000000
19,17,2,8, 1000000
19,18,2,8, 1000000
19,19,1,8, 1000000
19,20,2,8, 1000000
19,1,38,9, 1000000
19,2,15,9, 1000000
19,3,11,9, 1000000
19,4,6,9, 1000000
19,5,5,9, 1000000
19,6,4,9, 1000000
19,7,4,9, 1000000
19,8,3,9, 1000000
19,9,3,9, 1000000
19,10,3,9, 1000000
19,11,2,9, 1000000
19,12,2,9, 1000000
19,13,2,9, 1000000
19,14,2,9, 1000000
19,15,2,9, 1000000
19,16,2,9, 1000000
19,17,2,9, 1000000
19,18,1,9, 1000000
19,19,1,9, 1000000
19,20,1,9, 1000000
19,1,43,10, 1000000
19,2,25,10, 1000000
19,3,10,10, 1000000
19,4,7,10, 1000000
19,5,6,10, 1000000
19,6,5,10, 1000000
19,7,4,10, 1000000
19,8,4,10, 1000000
19,9,4,10, 1000000
19,10,3,10, 1000000
19,11,3,10, 1000000
19,12,3,10, 1000000
19,13,2,10, 1000000
19,14,2,10, 1000000
19,15,2,10, 1000000
19,16,2,10, 1000000
19,17,2,10, 1000000
19,18,2,10, 1000000
19,19,2,10, 1000000
19,20,2,10, 1000000
