n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
20,1,44,1, 1000000
20,2,25,1, 1000000
20,3,17,1, 1000000
20,4,13,1, 1000000
20,5,11,1, 1000000
20,6,8,1, 1000000
20,7,9,1, 1000000
20,8,7,1, 1000000
20,9,6,1, 1000000
20,10,6,1, 1000000
20,11,5,1, 1000000
20,12,5,1, 1000000
20,13,48,1, 1000000
20,14,25,1, 1000000
20,15,27,1, 1000000
20,16,6,1, 1000000
20,17,4,1, 1000000
20,18,4,1, 1000000
20,19,3,1, 1000000
20,20,5,1, 1000000
20,21,5,1, 1000000
20,1,30,2, 1000000
20,2,13,2, 1000000
20,3,9,2, 1000000
20,4,7,2, 1000000
20,5,10,2, 1000000
20,6,8,2, 1000000
20,7,6,2, 1000000
20,8,6,2, 1000000
20,9,6,2, 1000000
20,10,5,2, 1000000
20,11,4,2, 1000000
20,12,4,2, 1000000
20,13,3,2, 1000000
20,14,4,2, 1000000
20,15,3,2, 1000000
20,16,3,2, 1000000
20,17,3,2, 1000000
20,18,3,2, 1000000
20,19,3,2, 1000000
20,20,3,2, 1000000
20,21,3,2, 1000000
20,1,113,3, 1000000
20,2,37,3, 1000000
20,3,26,3, 1000000
20,4,22,3, 1000000
20,5,17,3, 1000000
20,6,10,3, 1000000
20,7,8,3, 1000000
20,8,6,3, 1000000
20,9,7,3, 1000000
20,10,6,3, 1000000
20,11,5,3, 1000000
20,12,5,3, 1000000
20,13,4,3, 1000000
20,14,4,3, 1000000
20,15,4,3, 1000000
20,16,3,3, 1000000
20,17,3,3, 1000000
20,18,6,3, 1000000
20,19,6,3, 1000000
20,20,7,3, 1000000
20,21,7,3, 1000000
20,1,63,4, 1000000
20,2,25,4, 1000000
20,3,19,4, 1000000
20,4,15,4, 1000000
20,5,13,4, 1000000
20,6,11,4, 1000000
20,7,10,4, 1000000
20,8,8,4, 1000000
20,9,8,4, 1000000
20,10,7,4, 1000000
20,11,6,4, 1000000
20,12,6,4, 1000000
20,13,6,4, 1000000
20,14,6,4, 1000000
20,15,6,4, 1000000
20,16,4,4, 1000000
20,17,5,4, 1000000
20,18,5,4, 1000000
20,19,5,4, 1000000
20,20,5,4, 1000000
20,21,5,4, 1000000
20,1,221,5, 1000000
20,2,266,5, 1000000
20,3,14,5, 1000000
20,4,80,5, 1000000
20,5,43,5, 1000000
20,6,39,5, 1000000
20,7,49,5, 1000000
20,8,6,5, 1000000
20,9,6,5, 1000000
20,10,5,5, 1000000
20,11,5,5, 1000000
20,12,4,5, 1000000
20,13,5,5, 1000000
20,14,5,5, 1000000
20,15,5,5, 1000000
20,16,5,5, 1000000
20,17,5,5, 1000000
20,18,4,5, 1000000
20,19,4,5, 1000000
20,20,4,5, 1000000
20,21,4,5, 1000000
20,1,69,6, 1000000
20,2,14,6, 1000000
20,3,10,6, 1000000
20,4,7,6, 1000000
20,5,6,6, 1000000
20,6,5,6, 1000000
20,7,5,6, 1000000
20,8,4,6, 1000000
20,9,4,6, 1000000
20,10,3,6, 1000000
20,11,4,6, 1000000
20,12,5,6, 1000000
20,13,3,6, 1000000
20,14,3,6, 1000000
20,15,3,6, 1000000
20,16,3,6, 1000000
20,17,3,6, 1000000
20,18,3,6, 1000000
20,19,2,6, 1000000
20,20,2,6, 1000000
20,21,2,6, 1000000
20,1,71,7, 1000000
20,2,36,7, 1000000
20,3,29,7, 1000000
20,4,20,7, 1000000
20,5,16,7, 1000000
20,6,13,7, 1000000
20,7,12,7, 1000000
20,8,10,7, 1000000
20,9,11,7, 1000000
20,10,9,7, 1000000
20,11,7,7, 1000000
20,12,6,7, 1000000
20,13,5,7, 1000000
20,14,6,7, 1000000
20,15,7,7, 1000000
20,16,6,7, 1000000
20,17,4,7, 1000000
20,18,4,7, 1000000
20,19,4,7, 1000000
20,20,4,7, 1000000
20,21,4,7, 1000000
20,1,302,8, 1000000
20,2,89,8, 1000000
20,3,15,8, 1000000
20,4,11,8, 1000000
20,5,9,8, 1000000
20,6,8,8, 1000000
20,7,7,8, 1000000
20,8,6,8, 1000000
20,9,6,8, 1000000
20,10,5,8, 1000000
20,11,5,8, 1000000
20,12,4,8, 1000000
20,13,4,8, 1000000
20,14,4,8, 1000000
20,15,4,8, 1000000
20,16,3,8, 1000000
20,17,3,8, 1000000
20,18,3,8, 1000000
20,19,3,8, 1000000
20,20,3,8, 1000000
20,21,3,8, 1000000
20,1,53,9, 1000000
20,2,29,9, 1000000
20,3,15,9, 1000000
20,4,11,9, 1000000
20,5,8,9, 1000000
20,6,7,9, 1000000
20,7,29,9, 1000000
20,8,5,9, 1000000
20,9,5,9, 1000000
20,10,4,9, 1000000
20,11,4,9, 1000000
20,12,4,9, 1000000
20,13,3,9, 1000000
20,14,3,9, 1000000
20,15,3,9, 1000000
20,16,3,9, 1000000
20,17,2,9, 1000000
20,18,2,9, 1000000
20,19,2,9, 1000000
20,20,2,9, 1000000
20,21,2,9, 1000000
20,1,54,10, 1000000
20,2,21,10, 1000000
20,3,15,10, 1000000
20,4,11,10, 1000000
20,5,54,10, 1000000
20,6,19,10, 1000000
20,7,6,10, 1000000
20,8,4,10, 1000000
20,9,5,10, 1000000
20,10,7,10, 1000000
20,11,5,10, 1000000
20,12,5,10, 1000000
20,13,4,10, 1000000
20,14,4,10, 1000000
20,15,4,10, 1000000
20,16,3,10, 1000000
20,17,3,10, 1000000
20,18,3,10, 1000000
20,19,3,10, 1000000
20,20,3,10, 1000000
20,21,3,10, 1000000
