n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
3,1,50,1, 1000000
3,2,13,1, 1000000
3,3,8,1, 1000000
3,4,6,1, 1000000
3,1,44,2, 1000000
3,2,18,2, 1000000
3,3,12,2, 1000000
3,4,17,2, 1000000
3,1,35,3, 1000000
3,2,137,3, 1000000
3,3,108,3, 1000000
3,4,7,3, 1000000
3,1,61,4, 1000000
3,2,23,4, 1000000
3,3,19,4, 1000000
3,4,12,4, 1000000
3,1,36,5, 1000000
3,2,15,5, 1000000
3,3,148,5, 1000000
3,4,7,5, 1000000
3,1,27,6, 1000000
3,2,12,6, 1000000
3,3,8,6, 1000000
3,4,6,6, 1000000
3,1,39,7, 1000000
3,2,15,7, 1000000
3,3,18,7, 1000000
3,4,6,7, 1000000
3,1,39,8, 1000000
3,2,55,8, 1000000
3,3,8,8, 1000000
3,4,6,8, 1000000
3,1,26,9, 1000000
3,2,16,9, 1000000
3,3,10,9, 1000000
3,4,6,9, 1000000
3,1,36,10, 1000000
3,2,13,10, 1000000
3,3,9,10, 1000000
3,4,6,10, 1000000
