n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
9,1,59,1, 1000000
9,2,19,1, 1000000
9,3,13,1, 1000000
9,4,10,1, 1000000
9,5,8,1, 1000000
9,6,8,1, 1000000
9,7,6,1, 1000000
9,8,5,1, 1000000
9,9,5,1, 1000000
9,10,5,1, 1000000
9,1,69,2, 1000000
9,2,25,2, 1000000
9,3,19,2, 1000000
9,4,13,2, 1000000
9,5,11,2, 1000000
9,6,9,2, 1000000
9,7,8,2, 1000000
9,8,7,2, 1000000
9,9,6,2, 1000000
9,10,6,2, 1000000
9,1,51,3, 1000000
9,2,101,3, 1000000
9,3,12,3, 1000000
9,4,9,3, 1000000
9,5,7,3, 1000000
9,6,6,3, 1000000
9,7,5,3, 1000000
9,8,4,3, 1000000
9,9,4,3, 1000000
9,10,4,3, 1000000
9,1,61,4, 1000000
9,2,20,4, 1000000
9,3,27,4, 1000000
9,4,13,4, 1000000
9,5,7,4, 1000000
9,6,6,4, 1000000
9,7,10,4, 1000000
9,8,5,4, 1000000
9,9,6,4, 1000000
9,10,7,4, 1000000
9,1,45,5, 1000000
9,2,23,5, 1000000
9,3,10,5, 1000000
9,4,7,5, 1000000
9,5,6,5, 1000000
9,6,5,5, 1000000
9,7,5,5, 1000000
9,8,4,5, 1000000
9,9,4,5, 1000000
9,10,3,5, 1000000
9,1,56,6, 1000000
9,2,33,6, 1000000
9,3,17,6, 1000000
9,4,11,6, 1000000
9,5,9,6, 1000000
9,6,7,6, 1000000
9,7,7,6, 1000000
9,8,6,6, 1000000
9,9,6,6, 1000000
9,10,6,6, 1000000
9,1,43,7, 1000000
9,2,30,7, 1000000
9,3,10,7, 1000000
9,4,8,7, 1000000
9,5,6,7, 1000000
9,6,5,7, 1000000
9,7,5,7, 1000000
9,8,4,7, 1000000
9,9,3,7, 1000000
9,10,3,7, 1000000
9,1,59,8, 1000000
9,2,27,8, 1000000
9,3,11,8, 1000000
9,4,8,8, 1000000
9,5,7,8, 1000000
9,6,6,8, 1000000
9,7,5,8, 1000000
9,8,4,8, 1000000
9,9,4,8, 1000000
9,10,4,8, 1000000
9,1,45,9, 1000000
9,2,28,9, 1000000
9,3,17,9, 1000000
9,4,13,9, 1000000
9,5,11,9, 1000000
9,6,36,9, 1000000
9,7,8,9, 1000000
9,8,7,9, 1000000
9,9,6,9, 1000000
9,10,6,9, 1000000
9,1,60,10, 1000000
9,2,39,10, 1000000
9,3,16,10, 1000000
9,4,13,10, 1000000
9,5,12,10, 1000000
9,6,10,10, 1000000
9,7,9,10, 1000000
9,8,7,10, 1000000
9,9,7,10, 1000000
9,10,6,10, 1000000
