n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
23,1,26,1, 1000000
23,2,14,1, 1000000
23,3,20,1, 1000000
23,4,6,1, 1000000
23,5,5,1, 1000000
23,6,4,1, 1000000
23,7,4,1, 1000000
23,8,3,1, 1000000
23,9,3,1, 1000000
23,10,3,1, 1000000
23,11,2,1, 1000000
23,12,2,1, 1000000
23,13,2,1, 1000000
23,14,2,1, 1000000
23,15,2,1, 1000000
23,16,2,1, 1000000
23,17,1,1, 1000000
23,18,1,1, 1000000
23,19,1,1, 1000000
23,20,1,1, 1000000
23,21,1,1, 1000000
23,22,1,1, 1000000
23,23,1,1, 1000000
23,24,1,1, 1000000
23,1,51,2, 1000000
23,2,16,2, 1000000
23,3,12,2, 1000000
23,4,10,2, 1000000
23,5,7,2, 1000000
23,6,4,2, 1000000
23,7,4,2, 1000000
23,8,3,2, 1000000
23,9,3,2, 1000000
23,10,3,2, 1000000
23,11,2,2, 1000000
23,12,2,2, 1000000
23,13,2,2, 1000000
23,14,2,2, 1000000
23,15,2,2, 1000000
23,16,1,2, 1000000
23,17,1,2, 1000000
23,18,1,2, 1000000
23,19,1,2, 1000000
23,20,1,2, 1000000
23,21,1,2, 1000000
23,22,1,2, 1000000
23,23,1,2, 1000000
23,24,1,2, 1000000
23,1,43,3, 1000000
23,2,16,3, 1000000
23,3,17,3, 1000000
23,4,56,3, 1000000
23,5,9,3, 1000000
23,6,6,3, 1000000
23,7,7,3, 1000000
23,8,5,3, 1000000
23,9,5,3, 1000000
23,10,6,3, 1000000
23,11,3,3, 1000000
23,12,3,3, 1000000
23,13,2,3, 1000000
23,14,2,3, 1000000
23,15,2,3, 1000000
23,16,2,3, 1000000
23,17,2,3, 1000000
23,18,2,3, 1000000
23,19,2,3, 1000000
23,20,2,3, 1000000
23,21,2,3, 1000000
23,22,1,3, 1000000
23,23,1,3, 1000000
23,24,1,3, 1000000
23,1,38,4, 1000000
23,2,14,4, 1000000
23,3,9,4, 1000000
23,4,7,4, 1000000
23,5,5,4, 1000000
23,6,4,4, 1000000
23,7,4,4, 1000000
23,8,3,4, 1000000
23,9,3,4, 1000000
23,10,3,4, 1000000
23,11,2,4, 1000000
23,12,2,4, 1000000
23,13,2,4, 1000000
23,14,2,4, 1000000
23,15,2,4, 1000000
23,16,1,4, 1000000
23,17,1,4, 1000000
23,18,1,4, 1000000
23,19,1,4, 1000000
23,20,1,4, 1000000
23,21,2,4, 1000000
23,22,1,4, 1000000
23,23,1,4, 1000000
23,24,1,4, 1000000
23,1,43,5, 1000000
23,2,12,5, 1000000
23,3,8,5, 1000000
23,4,6,5, 1000000
23,5,5,5, 1000000
23,6,4,5, 1000000
23,7,4,5, 1000000
23,8,3,5, 1000000
23,9,3,5, 1000000
23,10,3,5, 1000000
23,11,2,5, 1000000
23,12,2,5, 1000000
23,13,2,5, 1000000
23,14,2,5, 1000000
23,15,2,5, 1000000
23,16,2,5, 1000000
23,17,1,5, 1000000
23,18,1,5, 1000000
23,19,2,5, 1000000
23,20,1,5, 1000000
23,21,1,5, 1000000
23,22,1,5, 1000000
23,23,1,5, 1000000
23,24,1,5, 1000000
23,1,39,6, 1000000
23,2,15,6, 1000000
23,3,10,6, 1000000
23,4,7,6, 1000000
23,5,6,6, 1000000
23,6,5,6, 1000000
23,7,23,6, 1000000
23,8,5,6, 1000000
23,9,5,6, 1000000
23,10,4,6, 1000000
23,11,6,6, 1000000
23,12,4,6, 1000000
23,13,3,6, 1000000
23,14,3,6, 1000000
23,15,3,6, 1000000
23,16,2,6, 1000000
23,17,2,6, 1000000
23,18,2,6, 1000000
23,19,2,6, 1000000
23,20,2,6, 1000000
