n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
49,1,55,1, 1000000
49,2,18,1, 1000000
49,3,12,1, 1000000
49,4,9,1, 1000000
49,5,8,1, 1000000
49,6,6,1, 1000000
49,7,6,1, 1000000
49,8,5,1, 1000000
49,9,5,1, 1000000
49,10,4,1, 1000000
49,11,4,1, 1000000
49,12,3,1, 1000000
49,13,3,1, 1000000
49,14,3,1, 1000000
49,15,3,1, 1000000
49,16,2,1, 1000000
49,17,2,1, 1000000
49,18,3,1, 1000000
49,19,3,1, 1000000
49,20,3,1, 1000000
49,21,3,1, 1000000
49,22,3,1, 1000000
49,23,3,1, 1000000
49,24,3,1, 1000000
49,25,2,1, 1000000
49,26,2,1, 1000000
49,27,2,1, 1000000
49,28,2,1, 1000000
49,29,2,1, 1000000
49,30,2,1, 1000000
49,31,11,1, 1000000
49,32,8,1, 1000000
49,33,8,1, 1000000
49,34,8,1, 1000000
49,35,8,1, 1000000
49,36,1,1, 1000000
49,37,1,1, 1000000
49,38,1,1, 1000000
49,39,1,1, 1000000
49,40,1,1, 1000000
49,41,1,1, 1000000
49,42,1,1, 1000000
49,43,1,1, 1000000
49,44,1,1, 1000000
49,45,1,1, 1000000
49,46,1,1, 1000000
49,47,1,1, 1000000
49,48,1,1, 1000000
49,49,1,1, 1000000
49,50,1,1, 1000000
49,1,82,2, 1000000
49,2,18,2, 1000000
49,3,13,2, 1000000
49,4,10,2, 1000000
49,5,8,2, 1000000
49,6,6,2, 1000000
49,7,6,2, 1000000
49,8,5,2, 1000000
49,9,5,2, 1000000
49,10,4,2, 1000000
49,11,4,2, 1000000
49,12,4,2, 1000000
49,13,3,2, 1000000
49,14,3,2, 1000000
49,15,3,2, 1000000
49,16,2,2, 1000000
49,17,2,2, 1000000
49,18,2,2, 1000000
49,19,2,2, 1000000
49,20,2,2, 1000000
49,21,2,2, 1000000
49,22,2,2, 1000000
49,23,2,2, 1000000
49,24,2,2, 1000000
49,25,2,2, 1000000
49,26,2,2, 1000000
49,27,2,2, 1000000
49,28,2,2, 1000000
49,29,2,2, 1000000
49,30,3,2, 1000000
49,31,3,2, 1000000
49,32,2,2, 1000000
49,33,1,2, 1000000
49,34,1,2, 1000000
49,35,1,2, 1000000
49,36,1,2, 1000000
49,37,1,2, 1000000
49,38,1,2, 1000000
49,39,1,2, 1000000
49,40,1,2, 1000000
49,41,1,2, 1000000
49,42,1,2, 1000000
49,43,2,2, 1000000
49,44,2,2, 1000000
49,45,1,2, 1000000
49,46,1,2, 1000000
49,47,1,2, 1000000
49,48,1,2, 1000000
49,49,1,2, 1000000
49,50,1,2, 1000000
49,1,53,3, 1000000
49,2,28,3, 1000000
49,3,12,3, 1000000
49,4,9,3, 1000000
49,5,7,3, 1000000
49,6,6,3, 1000000
49,7,6,3, 1000000
49,8,5,3, 1000000
49,9,7,3, 1000000
49,10,5,3, 1000000
49,11,3,3, 1000000
49,12,3,3, 1000000
49,13,3,3, 1000000
49,14,4,3, 1000000
49,15,4,3, 1000000
49,16,2,3, 1000000
49,17,2,3, 1000000
49,18,2,3, 1000000
49,19,3,3, 1000000
49,20,3,3, 1000000
49,21,3,3, 1000000
49,22,2,3, 1000000
49,23,2,3, 1000000
49,24,2,3, 1000000
49,25,1,3, 1000000
49,26,3,3, 1000000
49,27,3,3, 1000000
49,28,2,3, 1000000
49,29,1,3, 1000000
49,30,2,3, 1000000
49,31,1,3, 1000000
49,32,1,3, 1000000
49,33,1,3, 1000000
49,34,1,3, 1000000
49,35,2,3, 1000000
49,36,1,3, 1000000
49,37,1,3, 1000000
49,38,1,3, 1000000
49,39,1,3, 1000000
49,40,1,3, 1000000
49,41,1,3, 1000000
49,42,2,3, 1000000
49,43,2,3, 1000000
49,44,1,3, 1000000
49,45,1,3, 1000000
49,46,1,3, 1000000
49,47,1,3, 1000000
49,48,1,3, 1000000
49,49,1,3, 1000000
49,50,2,3, 1000000
49,1,66,4, 1000000
49,2,24,4, 1000000
49,3,14,4, 1000000
49,4,10,4, 1000000
49,5,8,4, 1000000
49,6,7,4, 1000000
49,7,6,4, 1000000
49,8,5,4, 1000000
49,9,8,4, 1000000
49,10,7,4, 1000000
49,11,7,4, 1000000
49,12,7,4, 1000000
49,13,6,4, 1000000
49,14,6,4, 1000000
49,15,6,4, 1000000
49,16,3,4, 1000000
49,17,4,4, 1000000
49,18,4,4, 1000000
49,19,5,4, 1000000
49,20,4,4, 1000000
49,21,4,4, 1000000
49,22,3,4, 1000000
49,23,3,4, 1000000
49,24,4,4, 1000000
49,25,3,4, 1000000
49,26,3,4, 1000000
49,27,3,4, 1000000
49,28,3,4, 1000000
49,29,3,4, 1000000
49,30,3,4, 1000000
49,31,3,4, 1000000
49,32,2,4, 1000000
49,33,2,4, 1000000
49,34,2,4, 1000000
49,35,2,4, 1000000
49,36,2,4, 1000000
49,37,2,4, 1000000
49,38,2,4, 1000000
49,39,2,4, 1000000
49,40,2,4, 1000000
49,41,3,4, 1000000
49,42,2,4, 1000000
49,43,2,4, 1000000
49,44,4,4, 1000000
49,45,2,4, 1000000
49,46,2,4, 1000000
49,47,2,4, 1000000
49,48,3,4, 1000000
49,49,3,4, 1000000
49,50,2,4, 1000000
49,1,46,5, 1000000
49,2,18,5, 1000000
49,3,13,5, 1000000
49,4,9,5, 1000000
49,5,7,5, 1000000
49,6,7,5, 1000000
49,7,6,5, 1000000
49,8,5,5, 1000000
49,9,5,5, 1000000
49,10,4,5, 1000000
49,11,3,5, 1000000
49,12,4,5, 1000000
49,13,4,5, 1000000
49,14,3,5, 1000000
49,15,3,5, 1000000
49,16,2,5, 1000000
49,17,2,5, 1000000
49,18,2,5, 1000000
49,19,3,5, 1000000
49,20,3,5, 1000000
49,21,4,5, 1000000
49,22,3,5, 1000000
49,23,3,5, 1000000
49,24,19,5, 1000000
49,25,20,5, 1000000
49,26,38,5, 1000000
49,27,4,5, 1000000
49,28,4,5, 1000000
49,29,3,5, 1000000
49,30,4,5, 1000000
49,31,4,5, 1000000
49,32,2,5, 1000000
49,33,2,5, 1000000
49,34,2,5, 1000000
49,35,2,5, 1000000
49,36,3,5, 1000000
49,37,1,5, 1000000
49,38,1,5, 1000000
49,39,1,5, 1000000
49,40,1,5, 1000000
49,41,1,5, 1000000
49,42,1,5, 1000000
49,43,1,5, 1000000
49,44,1,5, 1000000
49,45,1,5, 1000000
49,46,1,5, 1000000
49,47,1,5, 1000000
49,48,2,5, 1000000
49,49,2,5, 1000000
49,50,2,5, 1000000
49,1,56,6, 1000000
49,2,25,6, 1000000
49,3,16,6, 1000000
49,4,9,6, 1000000
