n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
54,1,49,1, 1000000
54,2,24,1, 1000000
54,3,18,1, 1000000
54,4,14,1, 1000000
54,5,12,1, 1000000
54,6,11,1, 1000000
54,7,9,1, 1000000
54,8,8,1, 1000000
54,9,8,1, 1000000
54,10,8,1, 1000000
54,11,7,1, 1000000
54,12,6,1, 1000000
54,13,5,1, 1000000
54,14,5,1, 1000000
54,15,3,1, 1000000
54,16,3,1, 1000000
54,17,3,1, 1000000
54,18,3,1, 1000000
54,19,3,1, 1000000
54,20,3,1, 1000000
54,21,3,1, 1000000
54,22,2,1, 1000000
54,23,2,1, 1000000
54,24,2,1, 1000000
54,25,2,1, 1000000
54,26,2,1, 1000000
54,27,2,1, 1000000
54,28,2,1, 1000000
54,29,2,1, 1000000
54,30,2,1, 1000000
54,31,2,1, 1000000
54,32,1,1, 1000000
54,33,1,1, 1000000
54,34,1,1, 1000000
54,35,1,1, 1000000
54,36,1,1, 1000000
54,37,3,1, 1000000
54,38,3,1, 1000000
54,39,1,1, 1000000
54,40,1,1, 1000000
54,41,1,1, 1000000
54,42,1,1, 1000000
54,43,1,1, 1000000
54,44,1,1, 1000000
54,45,1,1, 1000000
54,46,1,1, 1000000
54,47,1,1, 1000000
54,48,1,1, 1000000
54,49,1,1, 1000000
54,50,18,1, 1000000
54,51,1,1, 1000000
54,52,1,1, 1000000
54,53,2,1, 1000000
54,54,1,1, 1000000
54,55,1,1, 1000000
54,1,44,2, 1000000
54,2,18,2, 1000000
54,3,12,2, 1000000
54,4,9,2, 1000000
54,5,55,2, 1000000
54,6,5,2, 1000000
54,7,5,2, 1000000
54,8,4,2, 1000000
54,9,4,2, 1000000
54,10,3,2, 1000000
54,11,3,2, 1000000
54,12,3,2, 1000000
54,13,2,2, 1000000
54,14,8,2, 1000000
54,15,4,2, 1000000
54,16,2,2, 1000000
54,17,2,2, 1000000
54,18,2,2, 1000000
54,19,2,2, 1000000
54,20,2,2, 1000000
54,21,2,2, 1000000
54,22,1,2, 1000000
54,23,68,2, 1000000
54,24,41,2, 1000000
54,25,2,2, 1000000
54,26,2,2, 1000000
54,27,2,2, 1000000
54,28,2,2, 1000000
54,29,2,2, 1000000
54,30,2,2, 1000000
54,31,2,2, 1000000
54,32,1,2, 1000000
54,33,1,2, 1000000
54,34,1,2, 1000000
54,35,1,2, 1000000
54,36,1,2, 1000000
54,37,1,2, 1000000
54,38,1,2, 1000000
54,39,1,2, 1000000
54,40,1,2, 1000000
54,41,1,2, 1000000
54,42,1,2, 1000000
54,43,1,2, 1000000
54,44,1,2, 1000000
54,45,1,2, 1000000
54,46,1,2, 1000000
54,47,1,2, 1000000
54,48,1,2, 1000000
54,49,1,2, 1000000
54,50,1,2, 1000000
54,51,1,2, 1000000
54,52,1,2, 1000000
54,53,1,2, 1000000
54,54,1,2, 1000000
54,55,1,2, 1000000
54,1,49,3, 1000000
54,2,28,3, 1000000
54,3,13,3, 1000000
54,4,10,3, 1000000
54,5,8,3, 1000000
54,6,6,3, 1000000
54,7,6,3, 1000000
54,8,5,3, 1000000
54,9,5,3, 1000000
54,10,8,3, 1000000
54,11,6,3, 1000000
54,12,6,3, 1000000
54,13,5,3, 1000000
54,14,5,3, 1000000
54,15,6,3, 1000000
54,16,5,3, 1000000
54,17,4,3, 1000000
54,18,5,3, 1000000
54,19,5,3, 1000000
54,20,5,3, 1000000
54,21,5,3, 1000000
54,22,4,3, 1000000
54,23,3,3, 1000000
54,24,3,3, 1000000
54,25,4,3, 1000000
54,26,4,3, 1000000
54,27,4,3, 1000000
54,28,4,3, 1000000
54,29,3,3, 1000000
54,30,3,3, 1000000
54,31,4,3, 1000000
54,32,2,3, 1000000
54,33,2,3, 1000000
54,34,2,3, 1000000
54,35,3,3, 1000000
54,36,3,3, 1000000
54,37,2,3, 1000000
54,38,2,3, 1000000
54,39,2,3, 1000000
54,40,2,3, 1000000
54,41,2,3, 1000000
54,42,2,3, 1000000
54,43,2,3, 1000000
54,44,2,3, 1000000
54,45,2,3, 1000000
54,46,2,3, 1000000
54,47,2,3, 1000000
54,48,2,3, 1000000
54,49,3,3, 1000000
54,50,2,3, 1000000
54,51,2,3, 1000000
54,52,3,3, 1000000
54,53,2,3, 1000000
54,54,3,3, 1000000
54,55,2,3, 1000000
54,1,68,4, 1000000
54,2,22,4, 1000000
54,3,15,4, 1000000
54,4,12,4, 1000000
54,5,10,4, 1000000
54,6,9,4, 1000000
54,7,8,4, 1000000
54,8,7,4, 1000000
54,9,8,4, 1000000
54,10,7,4, 1000000
54,11,6,4, 1000000
54,12,7,4, 1000000
54,13,6,4, 1000000
54,14,6,4, 1000000
54,15,6,4, 1000000
54,16,5,4, 1000000
54,17,5,4, 1000000
54,18,4,4, 1000000
54,19,5,4, 1000000
54,20,4,4, 1000000
54,21,5,4, 1000000
54,22,4,4, 1000000
54,23,3,4, 1000000
54,24,4,4, 1000000
54,25,3,4, 1000000
54,26,3,4, 1000000
54,27,4,4, 1000000
54,28,3,4, 1000000
54,29,4,4, 1000000
54,30,3,4, 1000000
54,31,3,4, 1000000
54,32,2,4, 1000000
54,33,2,4, 1000000
54,34,2,4, 1000000
54,35,2,4, 1000000
54,36,2,4, 1000000
54,37,2,4, 1000000
54,38,2,4, 1000000
54,39,2,4, 1000000
54,40,2,4, 1000000
54,41,2,4, 1000000
54,42,2,4, 1000000
54,43,2,4, 1000000
54,44,2,4, 1000000
54,45,2,4, 1000000
54,46,2,4, 1000000
54,47,2,4, 1000000
54,48,2,4, 1000000
54,49,2,4, 1000000
54,50,2,4, 1000000
54,51,2,4, 1000000
54,52,2,4, 1000000
54,53,2,4, 1000000
54,54,2,4, 1000000
54,55,2,4, 1000000
54,1,63,5, 1000000
54,2,34,5, 1000000
54,3,17,5, 1000000
54,4,13,5, 1000000
54,5,11,5, 1000000
54,6,10,5, 1000000
54,7,9,5, 1000000
54,8,8,5, 1000000
54,9,8,5, 1000000
54,10,7,5, 1000000
54,11,6,5, 1000000
54,12,6,5, 1000000
54,13,6,5, 1000000
54,14,6,5, 1000000
54,15,6,5, 1000000
54,16,5,5, 1000000
54,17,5,5, 1000000
54,18,5,5, 1000000
54,19,5,5, 1000000
54,20,5,5, 1000000
54,21,5,5, 1000000
54,22,4,5, 1000000
54,23,3,5, 1000000
54,24,3,5, 1000000
54,25,4,5, 1000000
54,26,3,5, 1000000
54,27,3,5, 1000000
54,28,4,5, 1000000
54,29,4,5, 1000000
