n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
17,1,75,1, 1000000
17,2,23,1, 1000000
17,3,23,1, 1000000
17,4,10,1, 1000000
17,5,9,1, 1000000
17,6,7,1, 1000000
17,7,7,1, 1000000
17,8,5,1, 1000000
17,9,5,1, 1000000
17,10,5,1, 1000000
17,11,4,1, 1000000
17,12,4,1, 1000000
17,13,3,1, 1000000
17,14,4,1, 1000000
17,15,4,1, 1000000
17,16,3,1, 1000000
17,17,3,1, 1000000
17,18,3,1, 1000000
17,1,50,2, 1000000
17,2,17,2, 1000000
17,3,12,2, 1000000
17,4,8,2, 1000000
17,5,7,2, 1000000
17,6,12,2, 1000000
17,7,5,2, 1000000
17,8,4,2, 1000000
17,9,4,2, 1000000
17,10,4,2, 1000000
17,11,3,2, 1000000
17,12,4,2, 1000000
17,13,3,2, 1000000
17,14,3,2, 1000000
17,15,19,2, 1000000
17,16,15,2, 1000000
17,17,46,2, 1000000
17,18,3,2, 1000000
17,1,58,3, 1000000
17,2,16,3, 1000000
17,3,12,3, 1000000
17,4,8,3, 1000000
17,5,7,3, 1000000
17,6,6,3, 1000000
17,7,5,3, 1000000
17,8,4,3, 1000000
17,9,4,3, 1000000
17,10,4,3, 1000000
17,11,3,3, 1000000
17,12,3,3, 1000000
17,13,3,3, 1000000
17,14,3,3, 1000000
17,15,3,3, 1000000
17,16,2,3, 1000000
17,17,2,3, 1000000
17,18,2,3, 1000000
17,1,70,4, 1000000
17,2,23,4, 1000000
17,3,17,4, 1000000
17,4,13,4, 1000000
17,5,12,4, 1000000
17,6,11,4, 1000000
17,7,10,4, 1000000
17,8,8,4, 1000000
17,9,7,4, 1000000
17,10,7,4, 1000000
17,11,6,4, 1000000
17,12,6,4, 1000000
17,13,5,4, 1000000
17,14,5,4, 1000000
17,15,5,4, 1000000
17,16,5,4, 1000000
17,17,5,4, 1000000
17,18,4,4, 1000000
17,1,54,5, 1000000
17,2,29,5, 1000000
17,3,21,5, 1000000
17,4,17,5, 1000000
17,5,15,5, 1000000
17,6,12,5, 1000000
17,7,10,5, 1000000
17,8,9,5, 1000000
17,9,9,5, 1000000
17,10,8,5, 1000000
17,11,7,5, 1000000
17,12,7,5, 1000000
17,13,6,5, 1000000
17,14,6,5, 1000000
17,15,6,5, 1000000
17,16,5,5, 1000000
17,17,5,5, 1000000
17,18,5,5, 1000000
17,1,44,6, 1000000
17,2,26,6, 1000000
17,3,12,6, 1000000
17,4,9,6, 1000000
17,5,8,6, 1000000
17,6,7,6, 1000000
17,7,7,6, 1000000
17,8,5,6, 1000000
17,9,6,6, 1000000
17,10,5,6, 1000000
17,11,5,6, 1000000
17,12,5,6, 1000000
17,13,4,6, 1000000
17,14,4,6, 1000000
17,15,4,6, 1000000
17,16,3,6, 1000000
17,17,3,6, 1000000
17,18,3,6, 1000000
17,1,42,7, 1000000
17,2,25,7, 1000000
17,3,16,7, 1000000
17,4,12,7, 1000000
17,5,10,7, 1000000
17,6,8,7, 1000000
17,7,8,7, 1000000
17,8,7,7, 1000000
17,9,6,7, 1000000
17,10,4,7, 1000000
17,11,3,7, 1000000
17,12,3,7, 1000000
17,13,3,7, 1000000
17,14,3,7, 1000000
17,15,3,7, 1000000
17,16,2,7, 1000000
17,17,2,7, 1000000
17,18,2,7, 1000000
17,1,51,8, 1000000
17,2,16,8, 1000000
17,3,11,8, 1000000
17,4,8,8, 1000000
17,5,7,8, 1000000
17,6,6,8, 1000000
17,7,5,8, 1000000
17,8,4,8, 1000000
17,9,4,8, 1000000
17,10,4,8, 1000000
17,11,3,8, 1000000
17,12,3,8, 1000000
17,13,3,8, 1000000
17,14,3,8, 1000000
17,15,3,8, 1000000
17,16,2,8, 1000000
17,17,2,8, 1000000
17,18,2,8, 1000000
17,1,52,9, 1000000
17,2,25,9, 1000000
17,3,19,9, 1000000
17,4,15,9, 1000000
17,5,13,9, 1000000
17,6,12,9, 1000000
17,7,10,9, 1000000
17,8,9,9, 1000000
17,9,9,9, 1000000
17,10,8,9, 1000000
17,11,7,9, 1000000
17,12,7,9, 1000000
17,13,6,9, 1000000
17,14,6,9, 1000000
17,15,6,9, 1000000
17,16,5,9, 1000000
17,17,5,9, 1000000
17,18,5,9, 1000000
17,1,49,10, 1000000
17,2,25,10, 1000000
17,3,13,10, 1000000
17,4,10,10, 1000000
17,5,10,10, 1000000
17,6,7,10, 1000000
17,7,7,10, 1000000
17,8,6,10, 1000000
17,9,6,10, 1000000
17,10,6,10, 1000000
17,11,5,10, 1000000
17,12,5,10, 1000000
17,13,4,10, 1000000
17,14,2,10, 1000000
17,15,2,10, 1000000
17,16,2,10, 1000000
17,17,2,10, 1000000
17,18,2,10, 1000000
