n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
45,1,29,1, 1000000
45,2,22,1, 1000000
45,3,14,1, 1000000
45,4,11,1, 1000000
45,5,9,1, 1000000
45,6,8,1, 1000000
45,7,7,1, 1000000
45,8,32,1, 1000000
45,9,7,1, 1000000
45,10,5,1, 1000000
45,11,4,1, 1000000
45,12,4,1, 1000000
45,13,3,1, 1000000
45,14,4,1, 1000000
45,15,3,1, 1000000
45,16,3,1, 1000000
45,17,3,1, 1000000
45,18,3,1, 1000000
45,19,3,1, 1000000
45,20,3,1, 1000000
45,21,3,1, 1000000
45,22,2,1, 1000000
45,23,2,1, 1000000
45,24,2,1, 1000000
45,25,2,1, 1000000
45,26,2,1, 1000000
45,27,2,1, 1000000
45,28,2,1, 1000000
45,29,2,1, 1000000
45,30,2,1, 1000000
45,31,2,1, 1000000
45,32,1,1, 1000000
45,33,1,1, 1000000
45,34,1,1, 1000000
45,35,1,1, 1000000
45,36,1,1, 1000000
45,37,1,1, 1000000
45,38,1,1, 1000000
45,39,1,1, 1000000
45,40,1,1, 1000000
45,41,1,1, 1000000
45,42,1,1, 1000000
45,43,1,1, 1000000
45,44,1,1, 1000000
45,45,1,1, 1000000
45,46,1,1, 1000000
45,1,40,2, 1000000
45,2,18,2, 1000000
45,3,13,2, 1000000
45,4,9,2, 1000000
45,5,7,2, 1000000
45,6,6,2, 1000000
45,7,6,2, 1000000
45,8,5,2, 1000000
45,9,5,2, 1000000
45,10,6,2, 1000000
45,11,5,2, 1000000
45,12,5,2, 1000000
45,13,4,2, 1000000
45,14,4,2, 1000000
45,15,4,2, 1000000
45,16,3,2, 1000000
45,17,3,2, 1000000
45,18,3,2, 1000000
45,19,3,2, 1000000
45,20,4,2, 1000000
45,21,3,2, 1000000
45,22,2,2, 1000000
45,23,3,2, 1000000
45,24,3,2, 1000000
45,25,3,2, 1000000
45,26,2,2, 1000000
45,27,3,2, 1000000
45,28,2,2, 1000000
45,29,2,2, 1000000
45,30,2,2, 1000000
45,31,2,2, 1000000
45,32,1,2, 1000000
45,33,1,2, 1000000
45,34,1,2, 1000000
45,35,1,2, 1000000
45,36,1,2, 1000000
45,37,1,2, 1000000
45,38,1,2, 1000000
45,39,1,2, 1000000
45,40,1,2, 1000000
45,41,1,2, 1000000
45,42,2,2, 1000000
45,43,1,2, 1000000
45,44,1,2, 1000000
45,45,2,2, 1000000
45,46,2,2, 1000000
45,1,96,3, 1000000
45,2,15,3, 1000000
45,3,10,3, 1000000
45,4,8,3, 1000000
45,5,6,3, 1000000
45,6,5,3, 1000000
45,7,7,3, 1000000
45,8,5,3, 1000000
45,9,6,3, 1000000
45,10,5,3, 1000000
45,11,4,3, 1000000
45,12,5,3, 1000000
45,13,3,3, 1000000
45,14,2,3, 1000000
45,15,2,3, 1000000
45,16,2,3, 1000000
45,17,2,3, 1000000
45,18,2,3, 1000000
45,19,2,3, 1000000
45,20,2,3, 1000000
45,21,2,3, 1000000
45,22,1,3, 1000000
45,23,1,3, 1000000
45,24,1,3, 1000000
45,25,1,3, 1000000
45,26,1,3, 1000000
45,27,1,3, 1000000
45,28,1,3, 1000000
45,29,2,3, 1000000
45,30,2,3, 1000000
45,31,2,3, 1000000
45,32,1,3, 1000000
45,33,1,3, 1000000
45,34,1,3, 1000000
45,35,1,3, 1000000
45,36,1,3, 1000000
45,37,1,3, 1000000
45,38,1,3, 1000000
45,39,1,3, 1000000
45,40,1,3, 1000000
45,41,1,3, 1000000
45,42,1,3, 1000000
45,43,1,3, 1000000
45,44,1,3, 1000000
45,45,1,3, 1000000
45,46,1,3, 1000000
45,1,44,4, 1000000
45,2,64,4, 1000000
45,3,10,4, 1000000
45,4,8,4, 1000000
45,5,6,4, 1000000
45,6,5,4, 1000000
45,7,5,4, 1000000
45,8,4,4, 1000000
45,9,4,4, 1000000
45,10,3,4, 1000000
45,11,3,4, 1000000
45,12,3,4, 1000000
45,13,2,4, 1000000
45,14,2,4, 1000000
45,15,2,4, 1000000
45,16,2,4, 1000000
45,17,2,4, 1000000
45,18,2,4, 1000000
45,19,2,4, 1000000
45,20,2,4, 1000000
45,21,2,4, 1000000
45,22,1,4, 1000000
45,23,1,4, 1000000
45,24,1,4, 1000000
45,25,1,4, 1000000
45,26,1,4, 1000000
45,27,1,4, 1000000
45,28,1,4, 1000000
45,29,1,4, 1000000
45,30,1,4, 1000000
45,31,1,4, 1000000
45,32,1,4, 1000000
