n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
64,1,40,1, 1000000
64,2,15,1, 1000000
64,3,10,1, 1000000
64,4,7,1, 1000000
64,5,6,1, 1000000
64,6,5,1, 1000000
64,7,5,1, 1000000
64,8,4,1, 1000000
64,9,4,1, 1000000
64,10,3,1, 1000000
64,11,3,1, 1000000
64,12,3,1, 1000000
64,13,2,1, 1000000
64,14,2,1, 1000000
64,15,2,1, 1000000
64,16,1,1, 1000000
64,17,2,1, 1000000
64,18,2,1, 1000000
64,19,2,1, 1000000
64,20,1,1, 1000000
64,21,1,1, 1000000
64,22,1,1, 1000000
64,23,1,1, 1000000
64,24,1,1, 1000000
64,25,1,1, 1000000
64,26,1,1, 1000000
64,27,1,1, 1000000
64,28,1,1, 1000000
64,29,1,1, 1000000
64,30,1,1, 1000000
64,31,1,1, 1000000
64,32,1,1, 1000000
64,33,1,1, 1000000
64,34,1,1, 1000000
64,35,1,1, 1000000
64,36,1,1, 1000000
64,37,1,1, 1000000
64,38,1,1, 1000000
64,39,1,1, 1000000
64,40,1,1, 1000000
64,41,1,1, 1000000
64,42,1,1, 1000000
64,43,1,1, 1000000
64,44,1,1, 1000000
64,45,1,1, 1000000
64,46,1,1, 1000000
64,47,1,1, 1000000
64,48,1,1, 1000000
64,49,1,1, 1000000
64,50,1,1, 1000000
64,51,1,1, 1000000
64,52,1,1, 1000000
64,53,1,1, 1000000
64,54,1,1, 1000000
64,55,1,1, 1000000
64,56,1,1, 1000000
64,57,1,1, 1000000
64,58,1,1, 1000000
64,59,1,1, 1000000
64,60,1,1, 1000000
64,61,1,1, 1000000
64,62,1,1, 1000000
64,63,1,1, 1000000
64,64,0,1, 1000000
64,65,0,1, 1000000
64,1,49,2, 1000000
64,2,13,2, 1000000
64,3,9,2, 1000000
64,4,7,2, 1000000
64,5,6,2, 1000000
64,6,6,2, 1000000
64,7,6,2, 1000000
64,8,5,2, 1000000
64,9,5,2, 1000000
64,10,4,2, 1000000
64,11,3,2, 1000000
64,12,3,2, 1000000
64,13,3,2, 1000000
64,14,3,2, 1000000
64,15,3,2, 1000000
64,16,2,2, 1000000
64,17,3,2, 1000000
64,18,2,2, 1000000
64,19,3,2, 1000000
64,20,3,2, 1000000
64,21,3,2, 1000000
64,22,2,2, 1000000
64,23,2,2, 1000000
64,24,2,2, 1000000
64,25,2,2, 1000000
64,26,2,2, 1000000
64,27,2,2, 1000000
64,28,2,2, 1000000
64,29,2,2, 1000000
64,30,2,2, 1000000
64,31,2,2, 1000000
64,32,1,2, 1000000
64,33,1,2, 1000000
64,34,1,2, 1000000
64,35,1,2, 1000000
64,36,1,2, 1000000
64,37,1,2, 1000000
64,38,1,2, 1000000
64,39,1,2, 1000000
64,40,1,2, 1000000
64,41,1,2, 1000000
64,42,1,2, 1000000
64,43,1,2, 1000000
64,44,1,2, 1000000
64,45,1,2, 1000000
64,46,1,2, 1000000
64,47,1,2, 1000000
64,48,1,2, 1000000
64,49,1,2, 1000000
64,50,1,2, 1000000
64,51,1,2, 1000000
64,52,1,2, 1000000
64,53,1,2, 1000000
64,54,1,2, 1000000
64,55,1,2, 1000000
64,56,1,2, 1000000
64,57,1,2, 1000000
64,58,1,2, 1000000
64,59,1,2, 1000000
64,60,1,2, 1000000
64,61,1,2, 1000000
64,62,1,2, 1000000
64,63,1,2, 1000000
64,64,0,2, 1000000
64,65,0,2, 1000000
64,1,25,3, 1000000
64,2,11,3, 1000000
64,3,8,3, 1000000
64,4,6,3, 1000000
64,5,41,3, 1000000
64,6,4,3, 1000000
64,7,4,3, 1000000
64,8,4,3, 1000000
64,9,50,3, 1000000
64,10,46,3, 1000000
64,11,3,3, 1000000
64,12,3,3, 1000000
64,13,3,3, 1000000
64,14,3,3, 1000000
64,15,2,3, 1000000
64,16,2,3, 1000000
64,17,2,3, 1000000
64,18,2,3, 1000000
64,19,2,3, 1000000
64,20,1,3, 1000000
64,21,2,3, 1000000
64,22,1,3, 1000000
64,23,1,3, 1000000
64,24,1,3, 1000000
64,25,1,3, 1000000
64,26,1,3, 1000000
64,27,1,3, 1000000
64,28,1,3, 1000000
64,29,1,3, 1000000
64,30,1,3, 1000000
64,31,1,3, 1000000
64,32,1,3, 1000000
64,33,1,3, 1000000
64,34,1,3, 1000000
64,35,1,3, 1000000
64,36,1,3, 1000000
64,37,1,3, 1000000
64,38,1,3, 1000000
64,39,1,3, 1000000
64,40,1,3, 1000000
64,41,1,3, 1000000
64,42,1,3, 1000000
64,43,1,3, 1000000
64,44,1,3, 1000000
64,45,1,3, 1000000
64,46,1,3, 1000000
64,47,1,3, 1000000
64,48,1,3, 1000000
64,49,1,3, 1000000
64,50,1,3, 1000000
64,51,1,3, 1000000
64,52,1,3, 1000000
64,53,1,3, 1000000
64,54,1,3, 1000000
64,55,1,3, 1000000
64,56,1,3, 1000000
64,57,1,3, 1000000
64,58,1,3, 1000000
64,59,9,3, 1000000
64,60,1,3, 1000000
64,61,1,3, 1000000
64,62,1,3, 1000000
64,63,2,3, 1000000
64,64,0,3, 1000000
64,65,0,3, 1000000
64,1,25,4, 1000000
64,2,11,4, 1000000
64,3,7,4, 1000000
64,4,13,4, 1000000
64,5,155,4, 1000000
64,6,23,4, 1000000
64,7,6,4, 1000000
64,8,5,4, 1000000
64,9,5,4, 1000000
64,10,3,4, 1000000
64,11,10,4, 1000000
64,12,2,4, 1000000
64,13,2,4, 1000000
64,14,2,4, 1000000
64,15,2,4, 1000000
