n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
15,1,56,1, 1000000
15,2,18,1, 1000000
15,3,12,1, 1000000
15,4,9,1, 1000000
15,5,7,1, 1000000
15,6,7,1, 1000000
15,7,6,1, 1000000
15,8,5,1, 1000000
15,9,5,1, 1000000
15,10,4,1, 1000000
15,11,4,1, 1000000
15,12,4,1, 1000000
15,13,3,1, 1000000
15,14,3,1, 1000000
15,15,3,1, 1000000
15,16,2,1, 1000000
15,1,51,2, 1000000
15,2,65,2, 1000000
15,3,12,2, 1000000
15,4,9,2, 1000000
15,5,7,2, 1000000
15,6,6,2, 1000000
15,7,5,2, 1000000
15,8,4,2, 1000000
15,9,4,2, 1000000
15,10,4,2, 1000000
15,11,3,2, 1000000
15,12,3,2, 1000000
15,13,3,2, 1000000
15,14,3,2, 1000000
15,15,3,2, 1000000
15,16,2,2, 1000000
15,1,89,3, 1000000
15,2,28,3, 1000000
15,3,18,3, 1000000
15,4,16,3, 1000000
15,5,59,3, 1000000
15,6,11,3, 1000000
15,7,9,3, 1000000
15,8,7,3, 1000000
15,9,8,3, 1000000
15,10,6,3, 1000000
15,11,4,3, 1000000
15,12,6,3, 1000000
15,13,5,3, 1000000
15,14,4,3, 1000000
15,15,6,3, 1000000
15,16,4,3, 1000000
15,1,62,4, 1000000
15,2,21,4, 1000000
15,3,16,4, 1000000
15,4,12,4, 1000000
15,5,10,4, 1000000
15,6,9,4, 1000000
15,7,8,4, 1000000
15,8,7,4, 1000000
15,9,7,4, 1000000
15,10,6,4, 1000000
15,11,6,4, 1000000
15,12,5,4, 1000000
15,13,5,4, 1000000
15,14,5,4, 1000000
15,15,5,4, 1000000
15,16,4,4, 1000000
15,1,56,5, 1000000
15,2,32,5, 1000000
15,3,17,5, 1000000
15,4,13,5, 1000000
15,5,11,5, 1000000
15,6,10,5, 1000000
15,7,9,5, 1000000
15,8,8,5, 1000000
15,9,8,5, 1000000
15,10,7,5, 1000000
15,11,6,5, 1000000
15,12,6,5, 1000000
15,13,45,5, 1000000
15,14,5,5, 1000000
15,15,5,5, 1000000
15,16,4,5, 1000000
15,1,49,6, 1000000
15,2,28,6, 1000000
15,3,13,6, 1000000
15,4,11,6, 1000000
15,5,8,6, 1000000
15,6,7,6, 1000000
15,7,7,6, 1000000
15,8,6,6, 1000000
15,9,6,6, 1000000
15,10,5,6, 1000000
15,11,5,6, 1000000
15,12,5,6, 1000000
15,13,4,6, 1000000
15,14,4,6, 1000000
15,15,4,6, 1000000
15,16,3,6, 1000000
15,1,50,7, 1000000
15,2,28,7, 1000000
15,3,81,7, 1000000
15,4,30,7, 1000000
15,5,12,7, 1000000
15,6,9,7, 1000000
15,7,10,7, 1000000
15,8,7,7, 1000000
15,9,7,7, 1000000
15,10,7,7, 1000000
15,11,6,7, 1000000
15,12,6,7, 1000000
15,13,5,7, 1000000
15,14,5,7, 1000000
15,15,5,7, 1000000
15,16,4,7, 1000000
15,1,67,8, 1000000
15,2,26,8, 1000000
15,3,19,8, 1000000
15,4,14,8, 1000000
15,5,13,8, 1000000
15,6,11,8, 1000000
15,7,10,8, 1000000
15,8,9,8, 1000000
15,9,9,8, 1000000
15,10,8,8, 1000000
15,11,7,8, 1000000
15,12,7,8, 1000000
15,13,6,8, 1000000
15,14,7,8, 1000000
15,15,6,8, 1000000
15,16,5,8, 1000000
15,1,99,9, 1000000
15,2,31,9, 1000000
15,3,13,9, 1000000
15,4,10,9, 1000000
15,5,9,9, 1000000
15,6,8,9, 1000000
15,7,7,9, 1000000
15,8,6,9, 1000000
15,9,6,9, 1000000
15,10,6,9, 1000000
15,11,5,9, 1000000
15,12,5,9, 1000000
15,13,4,9, 1000000
15,14,4,9, 1000000
15,15,4,9, 1000000
15,16,4,9, 1000000
15,1,45,10, 1000000
15,2,22,10, 1000000
15,3,16,10, 1000000
15,4,13,10, 1000000
15,5,11,10, 1000000
15,6,10,10, 1000000
15,7,9,10, 1000000
15,8,7,10, 1000000
15,9,7,10, 1000000
15,10,6,10, 1000000
15,11,6,10, 1000000
15,12,6,10, 1000000
15,13,5,10, 1000000
15,14,5,10, 1000000
15,15,5,10, 1000000
15,16,4,10, 1000000
