s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.8055440,11, 100000000
radix,1,2.8055440,8, 100000000
quick,2,2.7126780,18, 100000000
radix,2,2.7126780,7, 100000000
quick,3,2.6997190,18, 100000000
radix,3,2.6997190,7, 100000000
quick,4,2.7019060,23, 100000000
radix,4,2.7019060,56, 100000000
quick,5,2.7019660,19, 100000000
radix,5,2.7019660,7, 100000000
quick,6,2.7246640,9, 100000000
radix,6,2.7246640,6, 100000000
quick,7,2.7344170,9, 100000000
radix,7,2.7344170,6, 100000000
quick,8,2.7174510,17, 100000000
radix,8,2.7174510,7, 100000000
quick,9,2.7091480,9, 100000000
radix,9,2.7091480,6, 100000000
quick,10,2.7097970,12, 100000000
radix,10,2.7097970,17, 100000000
