s_name,repeticion,gen_time(s),sort_time(us), cantidad_valores_en_arreglo
quick,1,2.8445170,8, 100000000
radix,1,2.8445170,6, 100000000
quick,2,2.8174110,8, 100000000
radix,2,2.8174110,7, 100000000
quick,3,2.8284680,9, 100000000
radix,3,2.8284680,8, 100000000
quick,4,2.8367310,16, 100000000
radix,4,2.8367310,7, 100000000
quick,5,2.8248570,9, 100000000
radix,5,2.8248570,7, 100000000
quick,6,2.8267130,62, 100000000
radix,6,2.8267130,8, 100000000
quick,7,2.8488280,10, 100000000
radix,7,2.8488280,8, 100000000
quick,8,2.8361640,10, 100000000
radix,8,2.8361640,16, 100000000
quick,9,2.8352540,18, 100000000
radix,9,2.8352540,8, 100000000
quick,10,2.8260870,9, 100000000
radix,10,2.8260870,6, 100000000
quick,11,2.8370680,14, 100000000
radix,11,2.8370680,12, 100000000
quick,12,2.8305680,12, 100000000
radix,12,2.8305680,10, 100000000
quick,13,2.8352660,20, 100000000
radix,13,2.8352660,9, 100000000
quick,14,2.8262120,18, 100000000
radix,14,2.8262120,48, 100000000
quick,15,2.8264050,10, 100000000
radix,15,2.8264050,7, 100000000
quick,16,2.8209520,9, 100000000
radix,16,2.8209520,7, 100000000
quick,17,2.8263580,9, 100000000
radix,17,2.8263580,7, 100000000
quick,18,2.8355800,9, 100000000
radix,18,2.8355800,7, 100000000
quick,19,2.8316420,18, 100000000
radix,19,2.8316420,8, 100000000
quick,20,2.8449550,19, 100000000
radix,20,2.8449550,9, 100000000
quick,21,2.8340450,19, 100000000
radix,21,2.8340450,9, 100000000
quick,22,2.8652130,20, 100000000
radix,22,2.8652130,10, 100000000
quick,23,2.8778010,8, 100000000
radix,23,2.8778010,6, 100000000
quick,24,2.8341500,10, 100000000
radix,24,2.8341500,23, 100000000
quick,25,2.8298280,8, 100000000
radix,25,2.8298280,13, 100000000
quick,26,2.8347460,10, 100000000
radix,26,2.8347460,8, 100000000
quick,27,2.8503500,20, 100000000
radix,27,2.8503500,10, 100000000
quick,28,2.8392080,18, 100000000
radix,28,2.8392080,8, 100000000
quick,29,2.8411900,9, 100000000
radix,29,2.8411900,7, 100000000
quick,30,2.8761110,9, 100000000
radix,30,2.8761110,7, 100000000
quick,31,2.8356680,9, 100000000
radix,31,2.8356680,7, 100000000
quick,32,2.8590400,18, 100000000
radix,32,2.8590400,8, 100000000
quick,33,2.9026470,18, 100000000
radix,33,2.9026470,8, 100000000
quick,34,2.8639170,9, 100000000
radix,34,2.8639170,7, 100000000
quick,35,2.8407540,9, 100000000
radix,35,2.8407540,7, 100000000
quick,36,2.8475860,8, 100000000
radix,36,2.8475860,6, 100000000
quick,37,2.8315990,10, 100000000
radix,37,2.8315990,6, 100000000
quick,38,2.8367890,54, 100000000
radix,38,2.8367890,7, 100000000
quick,39,2.8458720,8, 100000000
radix,39,2.8458720,6, 100000000
quick,40,2.8325910,10, 100000000
radix,40,2.8325910,7, 100000000
quick,41,2.8364690,8, 100000000
radix,41,2.8364690,7, 100000000
quick,42,2.8404650,10, 100000000
radix,42,2.8404650,9, 100000000
quick,43,2.8530720,18, 100000000
radix,43,2.8530720,9, 100000000
quick,44,2.8515600,9, 100000000
radix,44,2.8515600,7, 100000000
quick,45,2.8521120,17, 100000000
radix,45,2.8521120,8, 100000000
quick,46,2.8479180,16, 100000000
radix,46,2.8479180,7, 100000000
quick,47,2.8252670,16, 100000000
radix,47,2.8252670,6, 100000000
quick,48,2.8468860,11, 100000000
radix,48,2.8468860,10, 100000000
quick,49,2.8360250,35, 100000000
radix,49,2.8360250,8, 100000000
quick,50,2.8328410,9, 100000000
radix,50,2.8328410,7, 100000000
quick,51,2.8414800,9, 100000000
radix,51,2.8414800,8, 100000000
quick,52,2.8478130,8, 100000000
radix,52,2.8478130,7, 100000000
quick,53,2.8506340,8, 100000000
radix,53,2.8506340,6, 100000000
quick,54,2.8416920,10, 100000000
radix,54,2.8416920,8, 100000000
quick,55,2.8473990,18, 100000000
radix,55,2.8473990,8, 100000000
quick,56,2.8343240,18, 100000000
radix,56,2.8343240,8, 100000000
quick,57,2.8394380,8, 100000000
radix,57,2.8394380,6, 100000000
quick,58,2.8457620,16, 100000000
radix,58,2.8457620,7, 100000000
quick,59,2.8358790,8, 100000000
radix,59,2.8358790,7, 100000000
quick,60,2.8493540,10, 100000000
radix,60,2.8493540,8, 100000000
quick,61,2.8510630,8, 100000000
radix,61,2.8510630,6, 100000000
quick,62,2.8468490,8, 100000000
radix,62,2.8468490,7, 100000000
quick,63,2.8324170,8, 100000000
radix,63,2.8324170,6, 100000000
quick,64,2.8567070,19, 100000000
radix,64,2.8567070,10, 100000000
quick,65,2.8754380,8, 100000000
radix,65,2.8754380,6, 100000000
quick,66,3.1689370,14, 100000000
radix,66,3.1689370,7, 100000000
quick,67,3.1289180,17, 100000000
radix,67,3.1289180,8, 100000000
quick,68,2.8805000,11, 100000000
radix,68,2.8805000,10, 100000000
quick,69,2.8546380,8, 100000000
radix,69,2.8546380,6, 100000000
quick,70,2.8532300,17, 100000000
radix,70,2.8532300,9, 100000000
quick,71,2.8532880,10, 100000000
radix,71,2.8532880,6, 100000000
quick,72,2.8439980,9, 100000000
radix,72,2.8439980,8, 100000000
quick,73,2.8438600,9, 100000000
radix,73,2.8438600,7, 100000000
quick,74,2.8530020,8, 100000000
radix,74,2.8530020,7, 100000000
quick,75,2.8350290,17, 100000000
radix,75,2.8350290,10, 100000000
quick,76,2.8611680,8, 100000000
radix,76,2.8611680,6, 100000000
quick,77,2.8568230,18, 100000000
radix,77,2.8568230,41, 100000000
quick,78,2.8580060,17, 100000000
radix,78,2.8580060,8, 100000000
quick,79,2.8368850,94, 100000000
radix,79,2.8368850,71, 100000000
quick,80,2.8390010,10, 100000000
radix,80,2.8390010,7, 100000000
quick,81,2.8382350,9, 100000000
radix,81,2.8382350,8, 100000000
quick,82,2.8360220,9, 100000000
radix,82,2.8360220,6, 100000000
quick,83,2.8467840,17, 100000000
radix,83,2.8467840,8, 100000000
quick,84,2.8330930,9, 100000000
radix,84,2.8330930,6, 100000000
quick,85,2.8422800,22, 100000000
radix,85,2.8422800,10, 100000000
quick,86,2.8345170,18, 100000000
radix,86,2.8345170,8, 100000000
quick,87,2.8450690,82, 100000000
radix,87,2.8450690,9, 100000000
quick,88,2.8567470,58, 100000000
radix,88,2.8567470,7, 100000000
quick,89,2.8375510,8, 100000000
radix,89,2.8375510,6, 100000000
quick,90,2.8574570,9, 100000000
radix,90,2.8574570,22, 100000000
quick,91,2.8487380,18, 100000000
radix,91,2.8487380,8, 100000000
quick,92,2.8429480,83, 100000000
radix,92,2.8429480,56, 100000000
quick,93,2.8452350,8, 100000000
radix,93,2.8452350,7, 100000000
quick,94,2.8480830,9, 100000000
radix,94,2.8480830,7, 100000000
quick,95,2.8538460,9, 100000000
radix,95,2.8538460,7, 100000000
quick,96,2.8898610,27, 100000000
radix,96,2.8898610,8, 100000000
quick,97,2.8566370,8, 100000000
radix,97,2.8566370,7, 100000000
quick,98,2.8398790,19, 100000000
radix,98,2.8398790,15, 100000000
quick,99,2.8444920,8, 100000000
radix,99,2.8444920,6, 100000000
quick,100,2.8433140,9, 100000000
radix,100,2.8433140,6, 100000000
