n_universo, k, tiempo (micro segundos), iteracion, cantidad_valores_en_arreglo
5,1,62,1, 1000000
5,2,21,1, 1000000
5,3,14,1, 1000000
5,4,10,1, 1000000
5,5,8,1, 1000000
5,6,7,1, 1000000
5,1,43,2, 1000000
5,2,16,2, 1000000
5,3,11,2, 1000000
5,4,8,2, 1000000
5,5,17,2, 1000000
5,6,7,2, 1000000
5,1,80,3, 1000000
5,2,30,3, 1000000
5,3,20,3, 1000000
5,4,14,3, 1000000
5,5,12,3, 1000000
5,6,10,3, 1000000
5,1,36,4, 1000000
5,2,16,4, 1000000
5,3,12,4, 1000000
5,4,8,4, 1000000
5,5,7,4, 1000000
5,6,6,4, 1000000
5,1,61,5, 1000000
5,2,21,5, 1000000
5,3,14,5, 1000000
5,4,11,5, 1000000
5,5,9,5, 1000000
5,6,7,5, 1000000
5,1,41,6, 1000000
5,2,24,6, 1000000
5,3,13,6, 1000000
5,4,9,6, 1000000
5,5,8,6, 1000000
5,6,7,6, 1000000
5,1,86,7, 1000000
5,2,36,7, 1000000
5,3,22,7, 1000000
5,4,11,7, 1000000
5,5,9,7, 1000000
5,6,7,7, 1000000
5,1,47,8, 1000000
5,2,22,8, 1000000
5,3,11,8, 1000000
5,4,8,8, 1000000
5,5,7,8, 1000000
5,6,5,8, 1000000
5,1,54,9, 1000000
5,2,22,9, 1000000
5,3,34,9, 1000000
5,4,11,9, 1000000
5,5,16,9, 1000000
5,6,6,9, 1000000
5,1,143,10, 1000000
5,2,20,10, 1000000
5,3,28,10, 1000000
5,4,15,10, 1000000
5,5,12,10, 1000000
5,6,10,10, 1000000
